Folder	Index	∆-ML_BH	HF_RE	DFT_RE
5	1	-6.677280807097304	18.332170211389894	11.690644847927617
5	2	-1.8637324184524005	19.514465656946413	17.617858833895298
5	3	-1.123686874390387	19.9050827116007	18.77255268825684
5	4	4.231232960671605	25.05735590789118	29.30733680029516
5	5	-4.8864086166317975	18.17714100508601	12.94477269091294
5	6	-12.071229151841637	46.03816042179824	33.813777961651795
5	7	-4.551354120150791	14.17173018149333	9.514701343199704
5	8	-9.720514259682204	38.39115214525373	28.78355919077876
5	9	-7.115913294947177	21.334378844912862	14.100864035804989
5	10	-4.670947078619292	25.6103032497922	20.889531777822413
5	11	-1.853563132382078	18.181206641718745	16.47226711679832
5	12	-5.342418910317974	27.680902257270645	22.221672339364886
5	13	-3.927391846545561	19.359727017959813	15.18526826694142
5	14	-10.289197757756028	33.408743232284905	23.12734075894696
5	15	-11.509547838051276	46.2819325835153	34.6763455591572
5	16	-4.300418277511426	15.257444271774148	10.799811505290563
5	17	-4.494461416892136	17.09350700795767	12.40137717378093
5	18	-2.285166711564216	41.09303637192352	38.8197481961397
5	19	-10.18015341992168	27.416096248693066	17.16595743750804
5	20	-1.969692553351706	18.094345455785515	16.192310096870642
5	21	-0.5053402545695462	19.93996001672349	19.56863340496784
5	22	-5.922731163048866	12.747604302014224	6.595691824710229
5	23	-0.3240415814184416	31.53078345299582	31.123629426932894
5	24	-7.858100261389609	23.280031590082217	15.25223712058505
5	25	-6.634431174152724	21.27582952583907	14.6013731972198
5	26	-1.6102440323434166	18.354396306793205	16.736558867356507
5	27	-5.838974596620346	20.985573508020025	15.14298610680271
5	28	-8.472399523975128	32.259164285555016	23.69262107022223
5	29	-7.653239452426533	17.311709243775113	9.683887636027066
5	30	-6.90752672622375	19.8673758340301	13.15817364733084
5	31	-6.703930840614703	29.251010552048683	22.428846852795687
5	32	-7.676180529478643	26.610742744029267	19.007524810527684
5	33	-3.97562359808876	16.59675907937344	12.595054142380832
5	34	-6.236770843500381	28.059774395573186	21.821761742059607
5	35	0.9049648480540782	36.37025168337277	37.25471099326387
5	36	-3.694538508786082	23.79173220624216	19.90191645003506
5	37	1.6882354029794442	22.94973954372108	24.81472756678704
5	38	-4.206319116116674	19.15212587789574	14.796286230106489
5	39	-9.291208786972676	28.88350513135083	19.662138436193345
5	40	-3.978165776235073	15.262775951850928	11.182050534989685
5	41	-8.246541786022817	26.763652653666213	18.496273881872185
5	42	-11.309325049485324	28.98502613144228	17.76112928733346
5	43	-10.35144611155647	32.37216961380909	22.00701687001856
5	44	-6.897500376059725	24.53529864148004	17.501804854662623
5	45	-10.42616442671374	33.63491300903843	23.31024367516511
5	46	-9.209035021772252	29.256672002986303	20.069956616178388
5	47	-3.833283602312577	16.58907057531178	12.78824913824792
5	48	-10.991371069698287	30.445168524543988	19.45619306876324
5	49	-5.767206694408742	21.24719941848889	15.461962169531034
5	50	-3.917266120275144	16.161862790584564	12.295407726080157
5	51	-6.327443615218726	16.328719932585955	9.930267985531827
5	52	-7.845237299171913	26.946673180471407	19.09356272238074
5	53	-8.417159572893524	23.25057129029301	14.972471506131114
5	54	-5.843465814115916	20.825327926082537	15.0255115761247
5	55	0.4982579197953782	24.48173970123753	25.08059898900683
5	56	-9.56506554678299	27.59586057634442	18.00455784163205
5	57	-1.5391744070554978	17.94649510763702	16.333419743954437
5	58	-2.3575135722940104	14.32551409926964	11.982130011776462
5	59	-5.4935164032967805	25.485368517955067	19.82227101974422
5	60	-9.626210797514432	28.049978125229245	18.369072263565613
5	61	-4.726773761777167	19.256434940791223	14.483633466181344
5	62	-4.027718334982637	15.231346251239302	11.229163953685202
5	63	-8.331361932419895	31.48011634958675	23.237415046838574
5	64	0.3446437673392211	26.5597251150175	26.912360867339885
5	65	-6.43695598398449	15.038808491051896	8.662896267720498
5	66	-3.783418294661942	21.690595954976743	17.940337847336195
5	67	-4.897548051119202	29.368999340804294	24.42191050227848
5	68	-6.984860051713895	22.576076862751503	15.61449157432071
5	69	-4.987327218100745	17.3668247947935	12.333066175779097
5	70	-2.5543655101364493	30.495953238540096	28.00458274356788
5	71	-10.005551881200518	20.783350169862388	10.73208394809626
5	72	-2.618787452575816	17.211857852817047	14.440756334835896
5	73	-0.3561088389224096	19.16688254778273	18.866537386202253
5	74	-6.9332388966879535	18.953029597760175	11.961306019045878
5	75	-5.261156766795466	18.694606846256647	13.405356516159372
5	76	-1.7837871482870469	20.5325767188624	18.74022822469124
5	77	-4.145506531417595	25.303620952909117	21.118863203941142
5	78	-6.870566562433396	17.314661038981285	10.493166105792625
5	79	-6.681639912975243	14.627607277070638	7.873443253629375
5	80	-3.3505708221737223	14.680559715634445	11.242631519271526
5	81	-1.0972607849530505	20.7851166347682	19.47433046658989
5	82	-5.726442341270058	15.498368412314449	9.743197964737192
5	83	-6.879373188713544	32.9389996175305	25.951477734866785
5	84	-3.3429315834823683	14.104853571479907	10.699807912431424
5	85	-8.154388779285455	26.42162260928308	18.282252587290717
5	86	-8.68021399122199	25.834533604851455	17.354364990489557
5	87	-6.939827291724214	21.01381158005097	13.915535112930227
5	88	-5.621278123836873	17.798381865170086	12.18021853058599
5	89	1.6943242601341808	25.80975236173253	27.63640625073458
5	90	-7.145089988832751	13.47053123175283	6.3135624680435285
5	91	-11.642710524290806	28.24733100135927	16.599392634117976
5	92	-2.083793656407352	18.1642453497916	16.107416005717823
5	93	-11.302253610968592	28.78387512511108	17.516946641611867
5	94	-3.8615915960845086	20.65773052928853	16.725429676967906
5	95	-9.715030131426374	17.586110892880242	7.848841885512229
5	96	-10.344717969033807	35.10290533254738	24.68956222594716
5	97	-7.011346545318247	19.7882884775172	12.819178417295916
5	98	-2.104425558891762	20.785524812730728	18.604390299355146
5	99	-9.287666011097372	33.98099024142721	24.82112235436216
5	100	-8.044442673446156	22.7044038529566	14.898842664581023
5	101	-6.315972970077382	18.75429998591426	12.489509015285876
5	102	-6.044029314702584	19.33183255328913	12.737561280024238
5	103	-8.41033995734142	19.254177278693533	11.016106604685774
5	104	-7.902564964143039	22.343957373843292	14.30803393703536
5	105	1.3972679437670197	23.02926044524065	24.42731597722741
5	106	-1.054538237982797	20.406452044582693	19.31325238617137
5	107	-9.334099305745896	29.939396865753224	20.622744837863134
5	108	-7.869994265077594	16.600893898750655	8.689988213038305
5	109	-5.940145605323778	13.751539828663226	7.816298343415838
5	110	-7.863709327627475	17.40487527975347	9.28902045750874
5	111	-7.796586709690928	16.22168507130118	8.371786996576702
5	112	-4.411162763832181	15.666694533603732	11.121746281482046
5	113	-5.930108229289544	29.097125166357728	23.111299596959725
5	114	-3.4582291118022117	19.4570486281591	15.98075862461701
5	115	-8.005796980405648	23.992827866459265	15.763006076362217
5	116	-6.375362201771623	20.510043913527625	14.173664991016269
5	117	-4.43860991942438	54.27969714906067	50.02838103051181
5	118	-5.179613816688743	16.436513497435953	11.256760932679754
5	119	-6.194731264913116	16.5757967212121	10.42434776807204
5	120	-6.120830877534445	14.826696638920112	8.682557991007343
5	121	-6.297223343447968	23.94663918984588	17.716384223051136
5	122	-6.113353790424753	19.749871324165724	13.83164186484646
5	123	-10.293902417578463	30.388374140049564	20.140707457379904
5	124	-3.4546514473531715	19.32640171132516	15.923230903485091
5	125	-9.265824858349788	23.14498926574015	13.87281018352951
5	126	-7.103879332431006	15.178200101101538	8.076026341848774
5	127	2.0126506333213	27.839697308605537	29.878898900700733
5	128	-10.884875994709091	21.21497411688324	10.377840850997018
5	129	-6.673872743091124	21.25055477945716	14.527677479054546
5	130	-3.4449024049940817	14.322246369702045	10.85393774372642
5	131	-1.6530452613214948	28.05557961782324	26.567777981283143
5	132	-4.366528163930525	19.217724914022256	14.913945248001257
5	133	-5.793509550693671	18.5004640473926	12.86617191939149
5	134	-4.687936636408267	25.7464548034186	21.121459861285985
5	135	-7.280311163911392	20.141828217107104	12.94414312831941
5	136	-1.9070110052653035	18.153231463977136	16.173935171740595
5	137	-8.370562243973836	17.296223849407397	8.972366627422161
5	138	-6.802204942353455	21.858659182005795	15.183584821235854
5	139	-6.896427954575756	22.278030872897943	15.28708675262169
5	140	-0.5992554062922864	31.05444672692101	30.492194311867934
5	141	-2.27523882113519	29.92665110633243	27.33841791312443
5	142	-10.628586197319237	21.81905439234106	11.19432585206232
5	143	-9.499019199048234	21.33537507572328	11.764525053295074
5	144	-5.738874632445459	15.331877938704563	9.68487925469526
5	145	-13.472524841911309	30.339125282043824	16.938909040472936
5	146	-5.490191314520416	16.844968158198753	11.291543688159436
5	147	-3.125474938626212	15.12115435276064	11.942234654794447
5	148	-5.968151296934138	46.648697749275016	40.84607949995552
5	149	-12.45360003489759	28.580752411828144	16.075472046999494
5	150	-10.111632823160107	33.35522810774273	23.210452242550677
5	151	-5.847889045708598	15.670935433125123	9.795716858410742
5	152	-8.134102218773478	17.67076976285898	9.443749872181796
5	153	-8.78892261603005	28.95257713907631	19.921783415426034
5	154	-0.7670843080168197	20.34090835461393	19.395482943422397
5	155	-6.179134578682351	22.13294091442367	16.21815905967378
5	156	-8.8972819749888	20.78579923740472	12.173816824739331
5	157	-4.236966019013835	15.170400904724374	10.996131253079511
5	158	-4.358557490780186	16.247561707219575	11.867120691254968
5	159	-10.470900283861738	41.037561070901575	30.63635491600144
5	160	-6.317234982750961	18.800092015007976	12.64956319174962
5	161	-4.876724727034343	23.30340150612756	17.576863471942488
5	162	-23.561736150571505	83.71422173111932	60.11646859132452
5	163	-5.312790893561669	21.78427163689048	16.48222020122921
5	164	-8.847574417288797	26.669285144802416	17.71621818462154
5	165	-3.921741799271331	19.720291107718367	15.751408749783876
5	166	-9.190193872066176	34.213109730393626	25.055259672080865
5	167	-3.9211029437192337	23.439255574106937	19.441934514266904
5	168	-1.6595989605843895	18.256101526669227	16.585191731952364
5	169	-1.6473449406485088	17.8925671929901	16.036600594001357
5	170	-9.631683238468211	28.595580570516177	18.944568553502904
5	171	-5.044938561781692	38.17623378161807	33.15624251990812
5	172	-7.957846551732928	24.0777058149979	16.1569646554708
5	173	-8.292218903151479	31.531210079643643	23.135252953798044
5	174	-4.114542443428945	18.775861927395454	14.478474742849356
5	175	-8.021687271984774	14.49334441119572	6.5075991867051926
5	176	-13.279632668386055	44.49948182763183	31.207107578840805
5	177	-7.641576218105911	26.354635306925047	18.84965219523292
5	178	-5.724266662162791	16.442394026904367	10.856084713508608
5	179	0.2761854626332933	18.20349730766611	18.460010616661748
5	180	-5.852526957311511	22.79765290825162	17.013345013489015
5	181	0.1517488006479652	24.496374148409814	24.7656078497821
5	182	-7.6740576002271155	17.916587426385377	10.217987304378768
5	183	-4.904049785784537	20.6814002370229	15.756495984329376
5	184	-6.980285768041995	33.09775777140749	26.181261154648386
5	185	-9.8290625763384	29.10607971381978	19.38358582512592
5	186	-9.246373853099158	28.841278317384425	19.536352757160785
5	187	-4.102023904341877	15.253754527744604	11.336424811772304
5	188	-5.538832782372538	15.555720870645018	10.007694957312196
5	189	-2.521505709100893	17.47488125390373	14.94542337648454
5	190	-4.134354710423395	28.062165810872106	23.834035121195484
5	191	-8.75995286796433	39.39749061776092	30.58178590834723
5	192	-6.71851892985751	24.13102030972368	17.477355688432
6	0	-4.893033084254967	60.89993268964463	56.09814596985234
6	1	-6.512313214961523	44.69131392426789	38.300615051877685
6	2	-4.471331064541118	33.309775073837955	29.10093713310198
6	3	-5.521747988775132	67.26461194857256	61.86356929357862
6	4	-3.469206972612483	50.94442454905948	47.7024194530095
6	5	0.3967753153601734	15.327613978268346	15.690497994597536
6	6	-8.81609021911413	26.44766297753085	17.77542243312928
6	7	-20.19123853818473	105.7417005376774	85.89652543212287
6	8	-1.2223355642427125	20.68493316692184	19.44945697984076
6	9	-6.217220690389695	33.31053147139028	27.293202406464843
6	10	0.0739138461835864	11.42022351018386	11.366134169278666
6	11	-3.457199323795521	39.83673157999874	36.65736680661212
7	0	2.7795393835410778	11.882802103296854	14.655794615129707
7	1	2.399194017509217	3.9378723657282535	6.416794586868491
7	2	6.104083528346109	27.03296937435516	33.1567337171291
7	3	0.681714918839134	-15.277355052850908	-14.614421054400736
7	4	-6.393689020541842	17.927587475744076	11.610598157945788
7	5	6.270161013213055	-19.54106871117256	-13.200910107203526
7	6	2.9368845087108184	3.5316661426913925	6.540903738467023
7	7	3.93815533244242	13.576401517551858	17.465483937121462
7	8	2.1989025564780604	8.191455370746553	10.452078500267817
7	9	0.998630855246347	4.636896672629518	5.561108361900551
7	10	4.428042490362714	1.909793045691913	6.2459225422062445
7	11	2.324560584576602	4.378925914759748	6.713348536519334
7	12	7.351435087924983	33.11891614715569	40.61659817793407
7	13	-2.4417169895132247	29.865998633234994	27.369847613736056
7	14	2.947804656231256	1.0236041682655923	3.961276873131282
7	15	2.5473374037799204	7.494550360541325	10.107025171862915
7	16	2.1596712043881325	3.5208528866642155	5.6202157546940725
7	17	6.680089991809382	-19.869861799001228	-13.175264080287889
7	18	0.7355061453558847	6.157294891367201	6.96412429359043
7	19	0.6853413548124081	-1.6183978193439543	-0.8585503887152299
7	20	1.088096110735023	11.849944932968356	12.98539446623181
7	21	-3.1372148142679634	30.17267862407607	27.076681310252752
7	22	1.4886852510712745	7.918672596832039	9.311894564219983
7	23	2.294706943690926	-0.3211645421106368	2.031533842877252
7	24	7.275779582877931	-14.531383365741933	-6.745795222843299
7	25	-5.89846193335643	29.37441404012497	23.379982142854715
7	26	2.2420101123611857	-14.826230808743276	-12.579785520531004
7	27	6.426298748375757	23.25892856050632	29.67103486636188
7	28	1.1591759817065397	11.331081601267217	12.59832417801954
7	29	1.1059391951580435	10.147121158690425	11.242128791665891
7	30	5.494281728854276	20.36037406031392	25.925209063629158
7	31	0.9099139294548876	-12.196492607705297	-11.2018529298075
7	32	2.7403952314389244	4.643266093189595	7.445675089111319
7	33	1.6785106431625536	3.4582287066150457	5.094549457484391
7	34	1.5427780993918532	-21.48880385560915	-19.709214957460063
7	35	7.986906833933972	29.259955875197196	37.39791457008687
7	36	3.029922711656127	3.264242721896153	6.2642951612360775
7	37	5.033107557289441	-14.151429671241203	-9.252487379708327
7	38	5.038937307932429	24.63614626324852	29.654924521659268
7	39	-2.542570759893352	28.77988789547817	26.18897963789641
7	40	0.6220585179280533	8.557713196700206	9.253488222777378
7	41	0.5243686378125858	-1.6917545422620606	-1.0830321076209657
7	42	1.0396529356307838	6.896431327710161	7.809820536640473
7	43	0.5537595056794089	12.2071282947727	12.925890426005935
7	44	0.6985348424054791	7.4454191130935214	8.186467298102798
7	45	5.436184391821826	17.703251040540636	23.205487230821745
7	46	-2.2813626606748585	7.377580863540061	5.007003362785326
7	47	-0.5580306486626796	1.474274112668354	0.7608090701396577
7	48	2.80373186275574	4.573403096641414	7.574419481592486
7	49	-3.2625342111609825	10.394167968188412	7.233899926126469
7	50	6.810185488829575	34.05518407505588	40.79942960530752
7	51	0.2477630433636477	-19.0478975281294	-18.8463060586364
7	52	-0.709918774275593	-2.905804847134277	-3.476746609347174
7	53	3.302732019637915	-0.955330067750765	2.2675413995457347
7	54	0.2654526908577281	10.666717827058164	10.967556491901632
7	55	-4.856675305426506	2.0288195749162696	-2.7876961416914128
7	56	7.118802101630536	47.21989087530528	54.35658218964818
7	57	-6.458738167235879	27.35239973678836	20.841565105802147
8	0	-9.244022399635696	2.6441720183647703	-6.596263735031243
8	1	-10.021627937425365	2.4555569172662217	-7.694306182442233
8	2	-9.92268351763687	2.15916208786075	-8.12626681861002
8	3	-6.562184728656575	26.386413227126468	19.97317463104264
9	0	5.887649139738642	39.33314148237696	45.11195857683197
9	1	4.96034559144664	36.41261455664062	41.433569763961714
9	2	-2.464876542877846	25.902902255096706	23.429655321408063
10	0	-19.04742470240126	80.7138026234752	61.501533918402856
10	1	-19.48061185277584	89.99581026128726	70.4195321679872
10	2	-18.471019004147365	73.76099200744648	55.21165038246545
10	3	-18.751622714351925	83.45859396070591	64.62292589523713
10	4	-20.097892979514427	91.62833980016876	71.49558604724007
10	5	-21.868823237669854	95.87645045359386	73.85194189098547
10	6	-20.79917220440348	83.55124343256466	62.907480890426086
10	7	-20.591059719437908	84.24544339915155	63.420625118975295
10	8	-19.387430789791324	86.22720490157371	66.66517383226892
10	9	-20.45825811936129	94.96376229604356	74.38109499629354
10	10	-19.64410811333209	92.797193047154	73.01580208484665
10	11	-21.915893867651448	79.58135331328958	57.49635139774182
10	12	-19.900806628819737	95.4517839800974	75.3722386417503
10	13	-19.60316055776821	86.88144494063454	67.16305405108142
10	14	-17.92092687541617	72.19208287948277	54.04893825319596
10	15	-18.31476345848114	73.31078558720765	54.85992784178234
11	0	2.9523127305117214	19.525899251166265	22.413352234085323
11	1	-7.454268022516317	14.053074932729942	6.665485638572136
11	2	-8.466517958570876	11.955222553631756	3.582354000885971
11	3	4.104416466010434	12.982986908289604	17.02558343313285
11	4	3.8877956353940135	6.485375397402095	10.33649726951262
11	5	3.5834901162616006	19.66076631264877	23.175542652170407
11	6	-5.992326445489198	-1.495817605376942	-7.428536228224402
11	7	3.025754453347417	17.354468764562625	20.0585898985446
11	8	4.241312319819372	7.145984857081203	11.131376513338182
11	9	3.629190157447738	11.894443245604634	15.193491783866191
11	10	2.405849858128022	17.10855655130581	19.47284765072982
12	0	8.049722294509593	-16.20212481589988	-8.172699940769235
12	1	2.808901554764361	18.30683781276457	21.30160008164239
12	2	-4.792759696344092	20.933338263450423	16.242873426206643
12	3	11.246347174875382	49.622896613611374	60.77746547412244
12	4	6.2416646990755	12.668242520740025	18.905021416110685
12	5	1.1425162174739398	9.858977519295877	11.208102433680324
12	6	-17.66900628338726	47.46320643118816	29.730485866602976
12	7	1.8867287447837957	-17.081925823993515	-15.236747114016907
12	8	0.0375216570496377	56.82515467889607	56.79583274453762
12	9	-5.421238174785685	33.80342822973034	28.234961134614423
12	10	2.192845847800527	7.854277339676628	9.980921252368717
12	11	11.869296213045343	49.39603500990779	61.28546250972431
12	12	-16.39526212635792	54.31869774314691	37.97875176445814
12	13	-0.8841459967377432	22.303499330824707	21.49322232411941
12	14	1.5744925737985795	2.568981953925686	4.092022951779654
12	15	4.642118448926794	55.51146053121192	60.13276111715823
12	16	3.9676956111329673	9.603663377114572	13.461242301214952
12	17	5.632228645674331	-3.106609939975897	2.640140973031521
12	18	-14.084448014662485	29.236899587325752	15.296027463540668
12	19	11.899197469478167	-24.52102855659905	-12.605011839041254
12	20	0.8916153388036037	-19.329819336737277	-18.348437370266765
12	21	2.4447068363901963	5.706126831530128	8.365664327604463
12	22	1.7798759409029117	8.285188704845496	9.931252685986692
12	23	5.270693819903954	1.4174981768010184	6.792650359449908
12	24	-12.85480415406346	26.56372387506417	13.817530900152631
12	25	-3.869389875968636	21.453011032775976	17.458987681631697
12	26	-4.461915797025085	31.44160695266328	26.795492838311475
12	27	-11.399029125316249	68.89434189422172	57.22610071062809
12	28	-5.310953329753829	16.315342304471415	10.885461994010257
12	29	4.77254769572528	8.874373945087427	13.695478780806296
12	30	2.091129613529347	8.854769873985788	10.955624782247469
12	31	0.0888079822993859	19.2079978264228	19.25892551796278
12	32	-3.757619221999903	17.85701881564455	14.24636217218358
12	33	4.05197891558646	19.09275559085654	23.01443228649441
12	34	2.789166304696664	11.338122094020946	13.788402677339036
12	35	-1.13329786197437	14.02298276431975	12.774401067814324
12	36	-5.546419048055213	25.97773948777467	20.41074137200485
12	37	1.529346380663128	6.143082458671415	7.647829244611785
12	38	2.3475221425289874	11.499725962930825	13.942361857916694
12	39	-0.2323543556844924	10.856587441114243	10.917797987960512
12	40	-4.843867928681448	19.974864995019743	15.172534037992593
12	41	-1.9109049677899748	42.50057685218053	40.667228383914335
12	42	15.486014574740238	26.98610040120548	42.369102049124194
12	43	-4.511165244941367	26.13081543589942	21.63244328345172
12	44	-0.4853251466283836	11.281399198254803	10.878578315343477
12	45	-7.747260672689663	21.255644320102878	13.53507638478186
12	46	-8.440159802843482	25.568740589747904	17.057518167450326
12	47	3.929011191331938	16.43693551188335	20.041338039241964
12	48	-11.707051157602107	58.4019667772809	46.48404753548675
12	49	-12.577992890274118	54.05282632095623	41.545597310119774
12	50	8.534529417529484	30.345607700990517	38.82906710577663
12	51	3.0520434774143723	7.280994896107586	10.28446957297274
12	52	-1.797409661594429	-14.090302143624283	-15.695926530432189
12	53	11.799967746032962	70.50191492715385	82.32099976367317
12	54	13.933782221151432	-10.960467571188929	2.954507161804941
12	55	-0.2336859697988984	20.299071269808337	19.94318393059075
12	56	3.1553295060930395	36.5899021436926	39.71978745004162
12	57	-0.3220341620153704	28.21664155562757	28.036794208717765
12	58	-4.582297410725914	12.583470652345568	7.865627914638026
12	59	-5.349369532798392	22.50754448014777	17.173694369470468
12	60	-1.6136556752016986	18.735846653726185	17.162904174329014
12	61	-2.6074602673857044	25.45602121661068	22.699081397266127
12	62	-4.554043073501816	15.404748076631222	10.73705587812583
12	63	-13.597092737732057	29.67660868592793	16.278050523076672
12	64	1.1166285543572485	-14.507570680347271	-13.192474429990398
12	65	0.6085302270103057	9.494820541294756	10.22250493473257
12	66	6.896937486433671	9.181575112248538	16.10121723578777
12	67	-0.5322826718434044	9.390050260408316	9.104946047591511
12	68	4.93655659086653	15.079817689518675	19.958374145411653
12	69	2.821467472289441	10.863339672621803	13.618033360311529
12	70	1.9394318053209645	10.406581650662702	12.370560893119546
12	71	-3.88858733202278	19.038839206652483	15.307239673129516
12	72	2.8760515200451664	27.75193213537568	30.489034968573836
12	73	11.09075524867967	-24.610149710730184	-13.488765485381007
12	74	0.2922132595190305	22.00109713696293	22.25903791564633
12	75	4.282708602074308	20.12728370749392	24.425224353617523
12	76	-1.1518512303960051	13.022158153064083	11.825959290843455
12	77	-13.374297785709132	22.94667475012829	9.553263780166162
12	78	-4.728691025967237	19.70148033159785	14.975960620300611
12	79	-2.697031125740068	37.01443025181652	34.375592219643295
12	80	1.5049936027066906	-17.57431524252752	-15.77589942558552
12	81	1.666224527317354	26.881097205216065	28.59618245999445
12	82	-2.9129068853740137	16.362654046883108	13.49482358378009
12	83	0.7734081422381678	18.2749768733338	18.77254346388509
12	84	0.4364654850460283	-18.257356039597653	-17.875024766341085
12	85	2.4554182033816687	9.562107635312714	11.914005807047944
12	86	10.345970364509412	-8.991938413266325	1.261871693219291
12	87	2.688055686591952	13.465372508420842	16.037693680642406
12	88	-0.4886130565598705	24.16920916011441	23.67360043991357
12	89	2.57647179349351	1.867095789319137	4.621051528229145
12	90	5.290054607169623	-0.678880610736087	4.565677695180057
12	91	-0.5775209059256667	6.873552608798491	6.354163488605991
12	92	9.26256998418421	-6.717833881586557	2.654265774326632
12	93	6.633087213617728	22.048584142205076	28.801613569434267
12	94	1.7356492506455652	9.676782572700176	11.622958800377091
12	95	3.260755412988601	13.44818752570427	16.64139345131116
12	96	-10.362930295630576	29.031369316071505	18.817196284566307
12	97	-4.013817378692693	39.0442806489591	35.12303057999816
12	98	2.086178265304397	17.113784457324073	19.031969364528777
12	99	-1.5445727228761823	13.227335592499005	11.57854350694106
12	100	5.972685837517247	14.641845076723255	20.597956676458125
12	101	4.06937369266052	15.057370209455256	19.24269986868603
12	102	2.9102510184065977	2.986633301625261	6.133931893506087
12	103	-0.2882224680633953	15.111129779543262	14.926944677339634
12	104	9.244840681582446	-5.347582876653178	3.683768920775037
12	105	-5.042139817396674	19.908781679958334	14.988148305943469
12	106	-2.6911906174859723	44.321336375083774	41.68992395274108
12	107	-11.271270492582516	25.058080020127814	14.160988414281746
12	108	4.073787755848798	5.177335782384034	9.192095494800014
12	109	14.260283546313984	53.1161825004383	67.23635081562679
12	110	-4.011885336508385	23.315107219008496	19.252922765677795
12	111	1.4945790381161714	-4.978218747419305	-3.5615530690702144
12	112	-7.973486121680253	41.86366938552237	33.802538078976795
12	113	-3.470839152851113	48.15914518965292	44.7875193868822
12	114	-11.20424655900706	29.6216499490256	18.493250597908627
12	115	-10.385915142875549	48.3237608121417	37.98548093507998
12	116	13.109628670972144	60.02259227956529	73.10215362487361
12	117	0.202522211239966	26.13509092672029	26.42458824097412
12	118	5.384141603155285	29.94250086290413	35.29595735075418
12	119	3.21917778758052	-21.149861665733624	-17.848852950934088
12	120	0.960288780769588	29.599862010712968	30.374200910911892
12	121	6.028740629164986	33.5892478148744	39.53219855896896
12	122	-4.836077383405154	27.10864832985681	22.15606407888117
12	123	-3.8569794922923393	20.87886841763975	17.07221949120867
12	124	-1.6689230768133712	31.38672431674786	29.78128902928438
12	125	-1.4459029223817197	19.83935222832952	18.371770388883306
12	126	4.09011406014497	31.461280206451192	35.47153843121487
12	127	-5.899503480043677	19.750683067832146	14.023736855742754
12	128	0.1072693822047767	13.14159747242229	13.336505893123103
