Folder	Index	∆-ML_BH	HF_BH	DFT_BH
4	0	-23.981328610978835	105.17837809686898	81.1818005280511
4	1	-1.015406639565299	69.19953676310251	67.73310105034034
4	2	-10.160277498643609	67.27005201490829	56.962413155677496
4	3	-13.660006890922888	91.5364582563343	77.9445298348146
5	0	-9.58148513683409	81.24898846022552	71.68804078816902
5	1	-9.861251094901943	73.62964865149115	63.78204938027193
5	2	-4.01440365984854	63.16459378277068	59.08809542888776
5	3	-7.267431788389331	73.99721633663285	66.6544620442146
5	4	-5.865321582433353	116.5933575583622	110.58333188050892
5	5	-8.015763171586968	79.64966661733342	71.50797436269931
5	6	-4.034083051423295	85.87571988810669	81.29797673010034
5	7	-5.664309090133202	62.31295705187949	56.680740404786775
5	8	-9.734854878421174	89.04633074387675	79.46018903856748
5	9	-8.216080632367039	76.22177913686028	67.96196434021113
5	10	-8.169609418020855	84.48076835321262	76.3727011968731
5	11	-8.297168242263524	76.61756644526031	68.41170262420201
5	12	-8.907637060321122	83.64157528392388	74.52857406396652
5	13	-8.547589362795861	74.72851667911164	66.07135796334478
5	14	-9.465400268676149	62.92289940812043	53.28187045475352
5	15	-4.590495286536225	85.57836341916118	80.97329540076316
5	16	-8.76817088638245	76.46277707228728	67.65357092452177
5	17	-9.830951022524914	79.24836083551054	69.4656295699242
5	18	-8.490462894033953	81.84653097056434	73.36465123743983
5	19	-11.852341330967192	80.17131109361071	68.27717455796665
5	20	-7.424246438571572	76.92594371832092	69.41191381553654
5	21	-7.078923699265033	74.89082390547264	67.96967129301629
5	22	-11.27175721203048	83.60725374647882	72.54894800088368
5	23	-3.3959573011820794	117.45635178254452	114.01388981324271
5	24	-9.979691083668513	79.05837822306785	69.14557886926923
5	25	-6.3668956875280855	70.30416540353326	64.09255286835833
5	26	-5.993140657610638	74.60990293996292	68.51277624286013
5	27	-9.89759837164911	74.13329409531434	64.30189741245704
5	28	-3.625868251675456	84.43349581435905	80.63975407354883
5	29	-10.796478966788529	80.61125080115744	69.92648090160219
5	30	-9.183441543226309	75.26262095966376	66.19018847495317
5	31	-10.796275622985831	90.68798317477922	80.06043428639532
5	32	-9.047273036789193	79.44423550795182	70.48731507133925
5	33	-7.395979858245937	75.17594887310406	67.81562217490864
5	34	-11.873969480792312	86.95355868103798	74.90686045537586
5	35	-6.508748485536671	125.45956563873916	118.75001753855032
5	36	-7.758945119618602	82.64191063592443	74.93909267528215
5	37	-6.43581210432194	117.65199584595392	111.54822299737134
5	38	-8.16936807158936	74.03970143268816	65.6062841808598
5	39	-9.45477899445541	88.53830834120163	79.27660351977102
5	40	-8.86942635580931	76.24070521746762	67.62512991658878
5	41	-8.969962541457335	79.97882637346629	70.88912588683888
5	42	-11.191834919138271	87.91752966801869	76.86854513824801
5	43	-9.73924178718744	87.21586258200114	77.42891578387935
5	44	-8.700812329338987	77.268437286868	68.41030974587193
5	45	-9.328496097123434	63.12154830683721	53.6244585730019
5	46	-5.20780904402136	84.44835625821725	79.20109290879918
5	47	-3.9858448686723023	63.75202178239124	59.87178091186797
5	48	-11.640317774178584	79.67415729310596	68.07086021613213
5	49	-7.39248572636734	72.78458658314776	65.44977446476696
5	50	-4.641351974228655	60.47994757880224	55.85902288559009
5	51	-6.030725433072348	67.71070199817768	61.74808261243743
5	52	-7.553139750811624	75.75085711010615	68.13553912239149
5	53	-4.944356009063085	83.28669339991757	78.5133407698595
5	54	-9.757406712544253	73.99222134565935	64.31186202733079
5	55	-6.444363436686217	119.11095060271327	112.82762328069656
5	56	-10.735878883523585	80.73339055193355	70.1793528944545
5	57	-6.3477112423968265	75.57936703335145	69.01094933506101
5	58	-3.29600204378994	87.71906986873364	84.58601830078987
5	59	-11.14155992202086	90.75338849934631	79.39231619768543
5	60	-9.273892568921385	86.96454489376629	77.79736900751595
5	61	-6.9758629021712295	75.19452904025093	68.26863510670955
5	62	-8.803364078633422	76.15930946482695	67.69134237265098
5	63	-9.190839526333091	84.47215280099772	75.3970337214123
5	64	-3.5212898154118197	119.13886351609835	115.4881154980103
5	65	-10.68809388357522	79.22024037409574	68.68178266065661
5	66	-7.124749370668269	75.47191707586171	68.46754920575768
5	67	-10.448193888963488	84.26042837198474	73.9690728142159
5	68	-6.93815218197642	80.27773253491614	73.44242642875179
5	69	-9.12069764717171	77.83952433275408	68.77998519717949
5	70	-10.878228676734125	82.9831543036853	72.22087902529165
5	71	-12.67897436975727	84.89956352158333	72.20337810833007
5	72	-5.747383171527872	61.9020440991153	56.15644853722188
5	73	-6.922058144165931	73.97836635695421	67.03311971609946
5	74	-10.612147431280391	75.73030523603666	65.11799268427421
5	75	-7.61317543952282	77.44946304574842	69.95153195725288
5	76	-8.285833532801462	73.23351312344312	65.04934499712544
5	77	-9.937386249596784	73.44656816642964	63.48871012008749
5	78	-11.083809114650194	83.83151177462423	72.88982269426924
5	79	-5.3611613650246	69.37431763031054	64.0717404060706
5	80	-7.261703539767495	76.08178563727415	68.49531452934025
5	81	-7.64035100552428	75.41631263378076	67.67544418814941
5	82	-6.544476244082944	71.54561897585518	65.12563967867754
5	83	-11.624648762958714	85.82605593386688	74.26473430701299
5	84	-8.153526175910883	75.07367608768982	66.71340570459142
5	85	-9.980758500948014	76.60262759425677	66.49728356202831
5	86	-11.645546788635784	79.16797745638178	67.3754218792019
5	87	-10.885030204665329	79.37639495229814	68.74293786133057
5	88	-10.044095599685306	76.4728177881334	66.39527828301652
5	89	-3.94421340819963	118.4045398895687	114.46378260524943
5	90	-8.082453623057063	65.44121425863705	57.43409849819727
5	91	-9.365143319216031	86.01727922278224	76.70938111253781
5	92	-8.2410461390632	76.63613046976388	68.59650114635588
5	93	-7.290386275059063	88.07169178454205	80.83004800818162
5	94	-7.815351413990811	76.20956147203106	68.21453884744551
5	95	-10.08336717882048	85.45033622061601	75.38370682729874
5	96	-8.205024382823467	87.66249917494133	79.4439034309762
5	97	-10.95816396566579	81.3662185454159	70.535094950028
5	98	-8.009846449877614	73.20501676935237	65.02826272236416
5	99	-10.456441156178244	63.81668223987799	53.31484754176927
5	100	-11.165333583501706	78.96589017749648	68.11641471798066
5	101	-10.550935135744112	76.10802663539653	65.6904749145906
5	102	-8.662151122584419	75.51319147471804	66.80474531729124
5	103	-10.86567299913986	79.3370276899368	68.60869805637049
5	104	-7.108362345837122	75.49902746995213	68.16052560746903
5	105	-8.754009956117898	119.44721542217304	110.7302574866044
5	106	-8.526801138181781	73.80030622976483	65.28994167293422
5	107	-9.168070421177616	85.50377063199994	76.44747847117833
5	108	-8.120958546930297	70.95790732721798	62.98340429147356
5	109	-5.009559480149619	67.92758515049354	63.005579652905
5	110	-10.3746639910446	82.92881129283342	72.6682789340266
5	111	-9.183420895738209	71.18058337760158	62.15854126546765
5	112	-8.841814288925434	78.80109698610613	69.83175364267663
5	113	-8.750387916173622	79.96197577382554	71.38415577841806
5	114	-9.399981950955407	75.29402990548988	65.9723667440121
5	115	-9.313571880730706	75.58494777115993	66.04240269731963
5	116	-8.869444347661556	76.7133083838271	67.70359001663746
5	117	-9.978312411751176	90.90580029360716	80.8011342517566
5	118	-8.121733510295599	65.05466975900345	57.141513329406735
5	119	-6.427692960929562	72.80406843149103	66.01980070921127
5	120	-5.11590878400375	68.47136809077347	63.44736653857399
5	121	-6.234575163821319	72.67034519067965	66.41382847097702
5	122	-6.502885283783144	70.83001849401626	64.09825813499629
5	123	-10.295641590324522	86.10869724256918	76.02434093537158
5	124	-10.558328252493084	78.87443987248116	68.346078221075
5	125	-9.596564378289711	80.28543026332045	70.73052685317816
5	126	-7.323727396792492	80.942262347613	73.70781357205124
5	127	-3.325513318152389	118.13445062877145	114.76752924956963
5	128	-12.07012784386734	85.5454555148608	73.48852516789339
5	129	-7.796572739704061	73.50134472217178	65.54315957927611
5	130	-5.117045431880342	63.371671440429054	58.411428664578125
5	131	-6.315406057660766	121.21959778908058	114.98749564425088
5	132	-6.166631891771431	67.17350755704683	61.239818070374895
5	133	-8.409511221372213	76.38076789971092	68.0905611430062
5	134	-8.676520125702154	81.74667957969359	73.08665670006303
5	135	-9.497658338486415	76.95828432450071	67.41670550237177
5	136	-8.231048146260491	76.53632750676479	68.09450225078035
5	137	-10.86475519536316	74.90458434453467	64.09978015438537
5	138	-10.633910282555007	80.20410599946626	69.45571568902233
5	139	-10.699411411140318	79.44117993867258	68.63483066821937
5	140	-7.83477228151969	123.05685046769212	115.23218101763632
5	141	-7.22495546608161	124.6728822387231	117.47462985187305
5	142	-14.74759172010954	84.70421463766252	69.86876408109674
5	143	-12.668838732781296	85.07131418646895	72.36759708329919
5	144	-3.754648355875816	58.55193642215454	55.06770885689184
5	145	-12.387152442234765	86.5244483721035	74.20971330572502
5	146	-6.75979426524691	70.3855726866168	63.74254375247983
5	147	-3.770508848285772	60.16720487739076	56.4589683416998
5	148	-11.58928585310241	86.35383230342995	74.58863848407054
5	149	-8.751827662162668	87.51584799357806	78.52190789414453
5	150	-9.444689504865892	62.85122382483678	53.23501762418891
5	151	-9.672255340852644	78.90168863191502	69.18052766320761
5	152	-13.379468137002275	86.38392677795491	72.97913525384502
5	153	-8.871873385774506	87.9640896251367	79.05651490238961
5	154	-7.304095088298254	74.9440415444551	67.54752537590684
5	155	-10.249311738440156	79.48165412430535	69.33446147679933
5	156	-10.051060056811366	79.45814123065793	69.57943049925962
5	157	-8.04657920371892	77.85748416167917	69.79239791075815
5	158	-5.440906403409372	72.56834221779718	67.04416819330072
5	159	-9.35068750286382	89.5817056800006	80.29627811070532
5	160	-9.79331911901545	79.93610375013668	70.37744371939334
5	161	-7.408280271502463	75.79899443275644	68.3457830415573
5	162	-6.705461225867566	90.69165908225114	83.94626511909883
5	163	-9.629552811096346	78.17599900637288	68.55120262049604
5	164	-7.254534217160653	74.71764577087015	67.5109507884772
5	165	-6.084850442147399	76.10975850897375	69.79696858109673
5	166	-10.244863697161236	64.05914684856543	53.55948679335416
5	167	-7.873020621132582	82.63679572826368	74.67671267336118
5	168	-7.245981854998263	74.01090298072086	66.6144421583449
5	169	-8.074748976041064	76.9702021976409	68.62284130635089
5	170	-8.30284606539999	75.26116812299006	66.74012867550482
5	171	-5.054685768287982	116.65745302382857	111.68586428515846
5	172	-11.063189313706062	79.36363766246359	68.32494982451317
5	173	-9.370700530518208	84.51133557615685	75.16834338827175
5	174	-7.384386148570229	75.17827110574581	68.00675783239421
5	175	-9.351552241580066	82.95242565445369	73.69933638520888
5	176	-9.858306979769624	80.82143937418004	70.86645010390203
5	177	-12.36727935899262	82.02669655787759	69.83732285001315
5	178	-8.298708609376263	78.55717262244434	70.31363190303091
5	179	-6.717452452982343	74.1299064490886	67.27388704256737
5	180	-8.205129587198371	76.81840612948872	68.68518414336722
5	181	-4.480328468849166	102.57375321589645	98.08893626049394
5	182	-7.075919005011656	67.19014369029901	60.311953534488566
5	183	-7.322697258591688	74.76472229213687	67.25316451780964
5	184	-11.309512562549571	82.87584501769743	71.71875790701597
5	185	-7.795571290320367	81.82906003273092	74.05209897249006
5	186	-6.985332655151069	75.83143650687998	68.90396520777722
5	187	-8.807169099009116	76.05293875746429	67.54148572616396
5	188	-7.561418746151958	76.52648972679162	69.2902652619523
5	189	-7.580130554983498	77.54817292213556	69.70856000881759
5	190	-9.326102973123852	82.07162149719079	72.43275565622025
5	191	-6.212874756482506	81.1575566039246	74.71123484065174
5	192	-7.151508271660987	73.9231562562345	66.5880512643489
6	0	-10.327639103525144	94.38936831714818	84.07769380038371
6	1	-9.716946039763116	87.17147034947993	77.41388007710339
6	2	-11.860891477128462	77.57205017798697	65.68945331670693
6	3	-8.597883591900882	95.71344217582372	87.0298395260761
6	4	-13.343366779272856	93.3548402004817	80.10633008959121
6	5	-6.2092155107498	77.89854870626004	71.41500895653735
6	6	-11.563609915250709	60.87460720923264	49.1880718136963
6	7	-16.776397735406135	103.42526541795814	87.02112019978813
6	8	-6.849558108570818	81.01630397920962	74.14409120866912
6	9	-15.041827684623968	79.13196324885939	64.02493139126454
6	10	-2.849326626952916	69.10042562708259	66.13083433057182
6	11	-11.096605370555608	88.8356578919047	77.59981088939821
7	0	-15.777155731800804	83.11377354737488	67.26511928840773
7	1	-10.263698411366477	70.72231256062514	60.66218403499806
7	2	-7.20307754820351	66.40581250216928	59.2157328982139
7	3	-5.629020256081731	48.62970746634528	42.944778214092366
7	4	-18.716890707379207	88.88862186096958	70.29333831096301
7	5	-5.6481313992371724	53.546113777469145	48.069212291855365
7	6	-10.708899927246875	76.1350563162996	65.51306971698068
7	7	-9.012433313509064	77.7802601258154	68.79934021056397
7	8	-9.605033745758648	72.8474436782999	63.48443462923751
7	9	-23.25900418610081	88.23677784934989	65.01615113770822
7	10	-5.523479328209305	54.78476775647141	49.264943017740734
7	11	-11.472170375200676	78.40098575892625	67.13931285453145
7	12	-6.071354693830926	64.82501086802222	58.72919633609126
7	13	-10.789021392733956	87.1566975369351	76.3532885312452
7	14	-9.782028271901254	73.93609572722926	64.26829537504818
7	15	-10.30482163603915	73.05460666125873	62.760269329184666
7	16	-9.125786967723798	71.34167298843386	62.3001029061852
7	17	-4.37023344319914	56.41848493175348	52.207209453888936
7	18	-12.18584286456462	76.53536356115364	64.45888910142821
7	19	-15.786322586630376	81.26091094550793	65.66442532200017
7	20	-16.516967213101452	86.83969548728783	70.36764975514961
7	21	-11.561480417801022	88.07950251139118	76.4227156767738
7	22	-12.34112030839924	74.35272547710338	62.2704396705376
7	23	-11.69513188348401	75.15976473348564	63.52501489498536
7	24	-4.938370546331271	58.31727100981516	53.42541533289477
7	25	-11.093974499789963	85.77786326504429	74.74402513433597
7	26	-4.5106415291356825	47.47659097757423	42.91269127780106
7	27	-6.121074344733643	64.88163690801593	58.718823543254985
7	28	-8.622475021490573	68.33014544530306	59.86367269940092
7	29	-12.21176752180554	69.69740314537194	57.50885962988832
7	30	-6.569084141519852	62.208103751792805	55.62995896584471
7	31	-5.524158094240647	44.85143267127569	39.43792790587759
7	32	-11.09718764474792	78.40207653949619	67.3950743781752
7	33	-11.51884261460009	81.82162981075817	70.40148009546101
7	34	-3.8582872038946334	47.18871023243992	43.46253692868049
7	35	-5.180100418336679	61.66284030172392	56.425472384435125
7	36	-7.580651428231249	66.45432571746642	58.96404623557464
7	37	-6.323021591903853	50.54437558626523	44.545769666088745
7	38	-8.88887710175095	69.09878599704825	60.10324085902539
7	39	-11.811088552468846	77.15365165713592	65.36694432413788
7	40	-12.967735953050578	75.82938408677	62.933198406070005
7	41	-20.11939744529991	93.19979946370586	73.18075209038216
7	42	-12.778999842413214	77.73806098490604	65.17387616325868
7	43	-8.098150081623771	67.29959072172642	59.34072297622333
7	44	-9.72774294483952	75.9193792490405	66.44915776982089
7	45	-6.815531881349216	61.22736057220027	54.64726022197283
7	46	-17.676790013964364	70.06837461932446	52.714320950908586
7	47	-10.179002060386663	65.76394924809574	55.6771046697686
7	48	-11.679712726718662	79.02703384775668	67.48589281455497
7	49	-14.63290910818705	75.65316652550246	61.2765333292482
7	50	-6.450729909506208	64.02654796038405	57.63265976545517
7	51	-6.846239364419944	50.363532008515904	43.54949497041525
7	52	-10.559816145257171	61.94896841846639	51.31677275869879
7	53	-7.864359897476788	69.62197555365856	61.85020550203626
7	54	-12.396812440780195	73.13900955527788	60.76013059559045
7	55	-10.729138199509634	63.16935585864121	52.36315187183209
7	56	-4.125673276807447	69.65500798681751	65.4717860938108
7	57	-12.239113095339237	85.20643030569772	73.18804625302437
8	0	-16.834741073294936	57.29645490433904	41.0605412577861
8	1	-17.23842551888356	58.15230716779479	41.29102111671818
8	2	-17.729457842205647	56.39630726419273	39.118006346252514
8	3	-11.763796239376006	46.07227902335581	34.49651204876136
9	0	-6.734183078434626	75.56870136709767	68.83110890639364
9	1	-7.307346200880602	72.95406574942172	65.7247849215928
9	2	-11.162889435363924	63.497588566620834	52.412232385308016
10	0	-15.542256676572151	121.56533833235152	106.1480243713595
10	1	-18.070163113257195	107.84985883298214	89.42009489279008
10	2	-17.67546101811604	110.09849951890646	92.44951769436013
10	3	-15.223839212059602	125.6797165205935	110.6675941029971
10	4	-29.15394635442908	123.61514332628576	94.64593005395729
10	5	-26.18729305925308	121.89096285251436	95.66684993353556
10	6	-31.12407007993761	125.55007275298703	94.6758723265375
10	7	-21.42404948874673	101.96486935490977	80.37709272868233
10	8	-26.287406978085983	126.03076568304095	99.5279479509627
10	9	-21.336867699654704	114.92866267616046	93.26314083774923
10	10	-23.42080792061688	119.44356718778728	95.86697011764043
10	11	-19.199133782576155	94.06432493164904	74.56060565405642
10	12	-28.261265782346072	124.85489961635903	96.31237295240862
10	13	-18.124107780253325	103.94400422080072	85.4913292764686
10	14	-15.95347258730817	115.88520805339796	99.73010210646316
10	15	-17.266998256108764	110.69331161872832	93.4581691751082
11	0	-18.569087943238628	113.19822578021558	94.69408351925084
11	1	-29.814818300305436	110.99297187157208	81.32939028806868
11	2	-30.540176434418758	110.43352596802288	80.03724885755219
11	3	-15.707366723441964	106.27516833736443	90.69492681181872
11	4	-15.153572590875228	100.54511351595283	85.37694490642752
11	5	-19.143677458139337	112.52189109285246	93.48510200020974
11	6	-26.80168456953288	112.7592684670235	85.84012077676016
11	7	-18.850711616312765	111.77701479848474	92.95918203311156
11	8	-14.137544246398193	98.25751143955858	84.06767845150898
11	9	-17.819967676674878	106.8761146366014	88.98410321131814
11	10	-18.52868174389505	110.85801256651756	92.19501990804564
12	0	-10.336979928987148	53.49664122867398	43.08027253198088
12	1	-9.391823179812944	63.19592662760988	53.92585761772352
12	2	-17.096355858943753	63.58796884588082	46.67147500021383
12	3	-14.984593890299491	116.90016438413296	101.83256666554372
12	4	-13.382737229776922	107.40014130383496	94.20549453704734
12	5	-19.571576157648902	90.91981440249948	71.57133418545709
12	6	-9.362952162552574	72.84638979518786	63.79086095019011
12	7	-17.571009023385614	79.05920841544867	61.61982019274728
12	8	-25.971103827485425	106.77782446859057	80.81214352545794
12	9	-27.685256116690653	108.04813183899388	80.37239061115542
12	10	-18.523394187393023	84.9028635363793	66.44454328369466
12	11	-15.214322180604997	117.2350893653056	101.89974306721706
12	12	-3.073679756611454	81.44814931089059	78.46507891829242
12	13	-17.591961518184462	89.17181432512007	71.78431082132738
12	14	-10.093879068534534	75.671430758317	65.48899644348421
12	15	-7.727307571223264	112.24806135409744	104.38456426659832
12	16	-21.68011731629349	90.96410286097672	69.41168551260489
12	17	-13.461182162985551	63.855122454086086	50.35169715460506
12	18	4.134235849673132	60.23637604693067	64.48720788655919
12	19	-2.5557384921585253	49.30727129968	46.81920543170418
12	20	-13.311170342292373	68.91712606343208	55.56916812737472
12	21	-11.312769148230018	77.03764841181692	65.83899402883253
12	22	-10.563701046159167	58.97241964837304	48.23190002309275
12	23	-13.81919610084742	67.3179195249977	53.414947990415385
12	24	-29.58315692210408	103.91472379607148	74.164620021882
12	25	-28.16227650977225	107.11817798562696	78.89203072700184
12	26	-25.42385544781382	107.22431116565711	81.58637173331226
12	27	-23.148106524884497	105.46196720851005	81.9254430642759
12	28	-16.90207307414221	73.36515396504547	56.1617594625277
12	29	-15.807956743176192	91.86888804810587	76.04808905019308
12	30	-19.37223818359712	85.39212128467625	66.05291385552846
12	31	-14.435852419393086	86.50428161508171	72.04915833953419
12	32	-15.291186586507592	61.07681209873408	46.039087469980586
12	33	-14.495824553037892	113.22783366974907	98.92076137225376
12	34	-19.001909295937367	83.57449343195185	64.74366354328231
12	35	-20.261313624526338	88.23245623672847	68.13679594142013
12	36	-30.94782905880993	110.82659209021948	79.56524296852876
12	37	-17.68430881980612	76.17279547912767	58.53123926441185
12	38	-19.167671120179875	85.54900689344504	66.47770716401283
12	39	-19.48659571872213	92.12534139872878	72.78035260195611
12	40	-17.21350758335302	62.92565287963953	45.78303999122
12	41	-13.609451800171428	78.44392515474465	64.95891398392268
12	42	-9.991165603503305	92.06887678508065	82.09261383448029
12	43	-16.84129679239186	66.14548030812875	49.24557416781317
12	44	-22.543419405782515	95.82566573959777	73.300691831304
12	45	-20.00232128501557	72.60079121016315	52.531055978673976
12	46	-25.771402061564004	105.71643732173834	80.02799913054332
12	47	-16.355070526939016	118.22496466126177	101.79557006366667
12	48	-7.540125474554998	96.99959930282785	89.0949016114755
12	49	-5.91436388966099	92.81876421297784	86.74473070108797
12	50	-20.724682541633683	119.31263200976537	98.54290391353425
12	51	-18.792030235132188	84.18297372714733	65.33508569074911
12	52	-13.02241722282224	66.90536233011517	53.782813161145896
12	53	-28.496605207298217	159.4707587409357	130.4262216508796
12	54	-5.062691643361632	64.39504730582121	59.46468223191914
12	55	-17.746064682396536	88.32809670723509	70.63355576866888
12	56	-10.045162231926495	113.936107703601	103.96959490154404
12	57	-12.348731017811131	81.02907971781678	68.62092263947125
12	58	-3.544286208441463	31.891375215811426	28.427602668845797
12	59	-15.695321921072264	61.17358255339786	45.396400941797765
12	60	-13.104490988194812	62.69227887768648	49.32503049878869
12	61	-11.419256733658584	55.20038743890473	43.729261604195926
12	62	-16.754354747937214	58.63964624918299	41.91862812242471
12	63	3.5057157854785146	62.68114046301344	66.27091776757152
12	64	-12.33928248755774	33.83173548444756	21.402251685765805
12	65	-20.724806673488278	89.85116768433363	69.31806056475034
12	66	-20.49160869506113	114.18057630455588	93.73216034017968
12	67	-20.438813037447066	91.30282597232144	70.89621250142227
12	68	-14.426791631984544	112.28401790934733	98.11183804029132
12	69	-20.23571195290515	85.09219813754316	64.79210988202249
12	70	-20.22655576352008	84.61291884063394	64.14306776979356
12	71	-17.588738287615342	66.39647744983085	48.81921271819738
12	72	-17.93240564765574	88.14252564494382	70.1645662454248
12	73	-2.418347180322144	51.074197457695846	48.70388976944378
12	74	-14.834563124167744	80.70953866306809	65.99228444331675
12	75	-14.947826367541438	116.52935664262624	101.66807787801372
12	76	-20.668076725153696	92.44394618095248	71.58405919006327
12	77	3.471837893825977	58.891053874918725	62.45812541738269
12	78	-19.49370806226989	64.65620277394191	45.1649156275962
12	79	-27.134736331954628	116.6095232492662	89.56732720887521
12	80	-10.820810098716263	36.71598300227197	25.9444464664557
12	81	-19.02870066028254	90.81547536043216	71.84507398674032
12	82	-16.020283893704345	61.17937314539449	45.16178165125893
12	83	-13.360323901762968	83.64131700186408	70.32064011049806
12	84	-12.131678363996798	65.73167551856022	53.39185480508604
12	85	-19.244390892372397	86.39402975825942	67.03447800310096
12	86	-5.825133588751214	65.96917742153164	60.19937022071099
12	87	-17.977466482810087	82.5576391890645	64.74514635917149
12	88	-20.772915432365608	90.75847804002116	70.22003232207499
12	89	-17.79026181452309	75.6242481569061	58.06822020813706
12	90	-16.914817015786866	71.05133395135636	54.27291955056717
12	91	-21.063030892906227	75.86135110637406	54.91021444031503
12	92	-15.544789617009885	71.63770576176466	56.04798159407801
12	93	-11.048361645918249	112.39485090080416	101.5370804356062
12	94	-10.81214514287194	77.27263667673105	66.50209637184162
12	95	-18.346217720008557	85.17824988588109	67.06909933232237
12	96	-22.633673921944137	85.73385614957078	63.1030304041924
12	97	-24.20858785271957	113.61340038725756	89.51942049519857
12	98	-24.053596945384243	140.6667140875943	116.47821217856836
12	99	-23.299503620478845	94.58770128144532	71.19025973122916
12	100	-12.895738137633316	111.2702353783534	98.35236322729908
12	101	-11.569649659983044	60.15407630702248	48.56064929516288
12	102	-16.948751865744725	76.77189229414216	59.90352654675371
12	103	-16.63302772162797	69.58579761371948	52.93801859920495
12	104	-13.546469761995468	81.13380618300289	67.33649738604436
12	105	-17.736999998587635	63.742654444795335	46.05276950195548
12	106	-13.733060740678413	80.41116290231002	66.75636354912422
12	107	-28.16966184082457	103.5505552876566	75.26501698716311
12	108	-9.184796366825369	75.76773768890416	66.56618030683603
12	109	-23.745520792472465	146.63006219777162	122.81094747886527
12	110	-16.959800362903934	67.11240078424453	49.78462039920851
12	111	-19.967633216851027	83.64476921857568	63.57483566334122
12	112	-26.885891693887515	113.29713628641912	86.35062222616398
12	113	-16.17911932892457	131.81722285365686	115.84673094170284
12	114	-23.582068347778204	85.77505214133998	62.24133912083926
12	115	-1.026399365596717	78.94035023078322	78.01300917731714
12	116	-22.622264397475192	149.9087825526949	127.33897594865994
12	117	-15.070186139117595	83.14565985379159	68.12647157645551
12	118	-10.663728858783545	113.61333812284283	102.97118707257324
12	119	-10.643051626386068	35.40009345693397	24.798693323042244
12	120	-18.277035144727503	93.52306485379812	75.05769027181668
12	121	-10.741986482617447	118.87144009533222	108.1598964908626
12	122	-34.5870597982489	118.61870646785246	83.3206574934593
12	123	-28.20101717263356	106.53259024582805	78.26919963373803
12	124	-18.68215520907233	93.09613379990331	74.34585794107988
12	125	-18.328578481815384	130.4076507081336	112.16462471178966
12	126	-25.263887539912048	143.6705623510934	118.41546614398248
12	127	-18.687081288953777	68.7596201164124	50.13785112282494
12	128	-20.05815689561041	92.17372086082467	72.12735323928064
12	129	-14.412223258085303	104.3442284464254	90.1357345781289
12	130	-18.282432952370986	71.67968813018524	53.43533382599708
