Folder	Index	∆-ML_BH_R	PM6_BH_R	DFT_BH_R
5	177	11.238361008319773	33.096293404280004	45.53749675236759
5	178	21.968583401903743	32.78208633569001	54.66851314736414
5	179	21.840739022241905	36.10890711585	56.20506091439165
5	180	20.254109191242605	38.980012226750006	59.2825703046401
5	181	19.1698057478352	35.79608370126	54.76313663233304
5	182	15.99463386888965	32.62618542733	48.59872053502477
5	183	18.898590399621757	25.072580714059995	44.12944893230451
5	184	21.374900078139035	30.192766974070004	49.11069557591691
6	0	6.585835499339737	21.55494712903	27.979547830531374
6	1	14.31266077636974	25.326213716620003	39.1132650252257
6	2	16.093693809525575	22.51268014257	36.58851618360495
6	3	8.005094504507724	17.806319426969992	25.16627023249748
6	4	6.911452025116887	25.72052051527001	32.40391063658171
6	5	27.332660417538136	30.55250548362	55.72451096193981
6	6	8.495441862934968	24.18563774525	31.412649380567014
6	7	22.86337144987192	34.57530422578	54.69463422882836
6	8	15.669872085010866	21.1743108319	36.7317289847997
6	9	29.915240892441943	26.12125899893001	54.76470016129315
6	10	18.18685891569476	23.66905052435	40.942444082786096
7	0	-6.024670421902556	60.456736782980016	52.60932467327802
7	1	12.371918946242658	41.14608336022	54.24538944812957
7	2	1.7389942250738386	24.36401841893	26.0589991810848
7	3	8.75657398122712	49.317268199850005	57.5591992684931
7	4	7.326000064786058	51.40793019032001	58.68274015301722
7	5	6.562234598270152	55.81684680554	61.27012239905889
7	6	13.21227885366534	45.65936207838999	58.97216597851366
7	7	9.948130387318088	41.48440059976001	51.33385627344251
7	8	13.703783614066197	37.40048816651	53.032356128969695
7	9	13.289210248767631	30.666055049129994	43.01902047553449
7	10	10.92204948863946	49.59076355557999	60.42596431801212
7	11	-0.3039257619238924	19.102551861159995	18.1125981581572
7	12	9.00120009627426	39.90803357672999	48.98344091750914
7	13	13.219233768526465	37.97575615355	52.65324415732175
7	14	16.617800903040916	39.22589446082003	56.67988715149113
7	15	4.988855987816351	21.89871135314999	28.71624442367465
7	16	9.181438817526214	48.44522487853	57.49476480783778
7	17	12.462350565387167	53.47577111415	66.5229757107154
7	18	-3.9417779743962456	60.63666023086999	57.38225528891781
7	19	7.667597305495292	41.4830077214	49.34603436652105
7	20	10.031693981873104	42.34747092489	52.958545106317615
7	21	11.637884394265711	44.56361649662	55.49247679833206
7	22	4.098654029134195	25.58737840912	29.047788676893106
7	23	7.664147326577222	40.93512224702	47.26534852138138
7	24	1.824361249280628	28.38660961299	29.704749902215557
7	25	13.215342992858496	38.22650193143001	50.63978083568509
7	26	11.14700766649912	48.69261990764	59.94939928906388
7	27	10.147802112420322	54.55770782900001	63.17175188614056
7	28	-3.391827460814966	21.140270637410005	19.027557814348256
7	29	16.69690007911413	35.17579391914998	52.699751074338565
7	30	63.5630747305695	-6.28715543143	67.1336098939646
7	31	4.830091324314708	49.98807749558999	53.79825704579707
7	32	1.375905689172214	27.08068007035	30.448316337366123
7	33	6.333805502945324	46.02054881246001	53.67971018329263
7	34	10.940232314227616	45.35154979737	57.36405562661821
7	35	7.328411673690425	40.99089042149001	46.4148325502174
7	36	9.36149677776848	49.79762444076	58.26269047171809
7	37	-0.0332810258551035	31.22662401851	31.441772991151083
7	38	4.697741118725389	43.65324365341	47.70731758812326
7	39	20.018353365565417	34.73154643546	54.91629559962894
7	40	12.189191535901044	49.03151366968001	59.91147333296249
7	41	9.566686717531413	44.22728249448002	54.04263340312173
7	42	-2.595115550677292	19.30101396656	16.83323016014765
7	43	8.634624867583625	54.44057459963	62.39580102905165
7	44	11.388075800263325	43.13869501607	54.79351936804596
7	45	14.43511289585149	45.80334511363	59.582664102490526
7	46	7.325241716753226	40.97113184237	49.79257410368882
7	47	5.5158180172147695	49.12643464017	55.1508480135235
7	48	-3.519212189159589	13.831498887260004	11.115203904162628
8	0	-9.22635063919006	46.73872980898	47.65680499281734
8	1	-21.641422722896092	71.23571045904	48.98532729916042
8	2	-21.78864400001476	68.22465566430999	47.24427316486253
8	3	-33.4346753184509	44.46636406913999	14.523337417718722
9	0	-3.465610833984101	28.512231559650004	23.71915032956167
9	1	-3.826084011147032	27.41900653425	24.29121515763109
9	2	4.118391028663609	24.12058755852999	28.982577063899956
10	0	11.8562179771543	6.854564263750007	19.00056272480288
10	1	17.68597641782253	19.55390671423001	37.23786731189466
10	2	49.503471973206615	1.1126745884600098	46.04466820775997
10	3	17.114513647946296	20.739114751459997	40.56581115789595
10	4	0.9072588559647556	23.719240267110024	23.150344006717205
10	5	10.856089892971797	8.632370554369999	21.814908042550087
10	6	6.400207095517544	27.75278077648997	31.76839143611141
10	7	15.128008786181454	3.743026209450022	16.956467609707033
10	8	13.47683904823498	24.29538918053001	35.81984334654408
10	9	10.41197124813334	8.359866817339991	18.88204584145569
10	10	11.63335994980298	10.06536104383001	22.851168032793797
10	11	12.956884223240197	3.309921752640001	17.064254256314598
10	12	10.73798300337512	9.69199584847	20.940134310658323
10	13	13.653716303932017	5.608535408859979	18.328275225387188
10	14	20.078445902996464	22.715334719590004	45.68116385326721
10	15	17.455588306154823	22.708905340669983	38.59824133332586
11	0	-44.40433320496231	118.95723586768	72.45852390592336
11	1	-12.69057348970091	84.40294012180001	72.28073128516553
11	2	-43.89186768901709	121.69670474920002	74.66390464949654
11	3	-43.82697571441531	122.68601274702002	76.45489485666621
11	4	-9.629117408534512	81.93548378014003	73.66934337868588
11	5	-43.28726821066812	124.00202220905004	78.17048745125066
11	6	-6.543484812253155	80.34584982134001	75.0404476369149
11	7	-11.202288963395404	80.80011495998997	70.30955934803933
11	8	-24.05273430704256	117.21887985869	93.26865700498456
11	9	-11.213124474597862	84.32697982328999	72.90059213456698
11	10	-29.92255368392216	107.04266276247004	72.91128086167737
11	11	-8.558267561573302	82.26536764855	72.9363019381708
11	12	-10.51508765874314	82.84161572384	73.79061142745195
11	13	-11.863725059607532	84.43799038371	72.72217225731583
12	0	-3.662285477563273	55.28944863472	51.25297247275012
12	1	9.152123386942549	23.839530533689995	32.62425753608113
12	2	-0.4520339210575912	31.75499305321999	30.42860157400719
12	3	13.469252123992192	27.00358056337999	41.05510119142127
12	4	3.9923436176613913	69.97359201422	75.30047312093666
12	5	4.4008922632201575	56.438107451540006	60.363231751776766
12	6	0.7994017534365412	75.94416279827	76.85656730676419
12	7	-19.82877115055453	42.72865837753001	24.01631078092032
12	8	-4.326382231287425	55.6820650694	52.137429476541
12	9	0.4947233791172039	55.60523306887001	56.46362203132594
12	10	12.606115656206384	27.03324841123001	40.61428055749275
12	11	21.594931968546007	20.49787237046999	40.48632715383428
12	12	-0.6918572990980465	51.853457553960006	50.291088497207966
12	13	14.941476226755183	47.24526708966	61.39697349170456
12	14	0.2321295287110842	42.6320170639	44.25180314944009
12	15	4.288824937451864	51.66587327509001	55.95044321138994
12	16	-6.519657836150145	52.70287813238001	47.71155618157354
12	17	0.5637354092323221	48.87802262537001	49.19118042301852
12	18	-5.036863535351586	64.12135132025	59.42421727074543
12	19	11.112867274379823	63.50776303568	73.91760549764149
12	20	7.515700380841736	51.79765478814	57.47332970122807
12	21	-4.885436581011163	43.49351002347	38.30064733710606
12	22	-2.7878160730178934	48.96642427943	46.62229763096548
12	23	5.64830090108444	54.40889353521001	60.34708912172937
12	24	-7.24655241088476	72.47171935288	65.45088138795109
12	25	2.2032930043060333	58.17495297158001	61.43304304537014
12	26	-2.0830508378276136	56.73429012068999	54.79087889500079
12	27	-6.2572131785564125	31.73801100646	24.699342353647808
12	28	1.7016384723247029	43.48188041159999	45.27629746851744
12	29	-7.555428938823752	70.21974406082	62.35261026938679
12	30	9.17009183333721	44.36492378222	52.79023282157141
12	31	3.461690182273742	28.443521608100014	31.79272529779701
12	32	7.257912779634353	67.80016906583	75.90632908575935
12	33	4.139882480958477	52.49767763199999	55.36239487360581
12	34	-7.140545458416455	66.09608155423999	59.15450159652392
12	35	6.642784442519769	43.95338818517999	50.88341001980007
12	36	4.570713308494305	46.81802010145	52.53534530609613
12	37	8.216792869614437	52.88119192945	61.8625546139956
12	38	4.035009863961022	27.40680501206	30.610505953227403
12	39	-6.905065988335991	32.52522480712999	24.29168560000835
12	40	35.47488020348828	3.057086657219997	39.723511785356095
12	41	-0.7123063617036678	61.71103527661	62.42211351596052
12	42	4.4975805804133415	34.3306004037	38.99597959389212
12	43	7.743448067369172	55.322029074240014	62.970480963093
12	44	6.2532879594073165	75.00993806619	81.75423202442471
12	45	7.054843211575644	36.02314593483999	42.61085407598876
12	46	9.447016943973722	37.20978374786999	45.1991333909682
12	47	2.160665045346832	51.39770037508	55.05061611777637
12	48	7.944628482771805	62.73613148514	69.47873969157808
12	49	1.9530572598159777	45.24632752285	48.105221887206426
12	50	-1.796136711142026	57.8801378138	56.5101750701142
12	51	-0.4870599229470826	51.84707660292999	50.690371838078136
12	52	6.16912782061263	59.11765719659	64.24980745150242
12	53	3.6312691094644833	37.75513482934	40.58412843075348
12	54	10.51331940566888	9.31851073643	20.561974754207768
12	55	2.07188100591884	26.37238066948	28.222706572327297
12	56	12.654915550461736	19.24647263197	32.16212632445968
12	57	49.1619831850694	-26.14005593852	21.0301802069298
12	58	6.167340121464804	25.228852902910003	31.18157224429888
12	59	6.485016790335067	29.69933059068	34.5947261157562
12	60	8.81422261451371	50.69300769897	59.09555563001777
12	61	13.464991587243276	64.80747305359	77.63094310439192
12	62	3.4216931464034133	59.17993776922	61.79126645383076
12	63	3.791121639776975	73.03367889453	78.15346389487968
12	64	3.3402858437621035	47.69858442532	51.17407652171096
12	65	4.979856828867924	46.70072775187	51.772506876674015
12	66	4.544518259790493	28.85318696615	33.51197304506786
12	67	0.3462834894307889	39.99802873898	39.67553127685096
12	68	-0.2523870600271038	62.42591625834	62.19265525482479
12	69	-0.0897131860838271	43.61056253969	43.73324652767042
12	70	4.168987069511786	69.51032390021	77.2428535243962
12	71	3.3363473477365915	58.21977183073001	59.758099899219815
12	72	-2.735431980312569	54.814712335140015	52.90486163721653
12	73	4.928408231353387	25.92605309261	30.18895500729559
12	74	3.701665748754749	49.86866815539	53.81909718117095
12	75	-1.5617611228663009	56.97593376134	55.19173498923192
12	76	2.5842068628116976	37.96999554073	41.72034589204122
12	77	2.066024121420924	41.49269791158	43.248891526745865
12	78	6.374381222092779	45.051951808930006	51.548096646612976
12	79	10.17176548167481	64.03980105958	71.26687957142713
12	80	4.193673402391141	51.01620390638	55.120472196053015
12	81	3.033541556622368	56.1194611597	58.9374985274917
12	82	3.652499015996	45.52618076870999	48.70745267852908
12	83	-0.3849361680913716	47.243968760990015	46.54643188216141
12	84	7.166743160429178	46.22355160907	53.44716867990792
12	85	10.062516868754756	38.25310959785	49.70724185538711
12	86	7.113620090880431	40.44499510278	48.55605095170904
12	87	8.123310349561507	45.32072659843	53.39371581975138
12	88	7.1830573047627695	66.89984385675	72.73546686617192
12	89	9.76682478172006	46.40264486456	54.879137571464526
12	90	4.447615755605511	45.72996532983	50.42770588101121
12	91	3.754853923484916	41.20911571819	44.28583411962609
12	92	-0.7338401630113367	55.17135607191	54.396389915200416
12	93	-3.106150308012729	100.43873358428	97.44624281403958
12	94	4.176404438272584	54.55214784601	59.6117162242881
12	95	5.435222866988624	71.60523601454999	77.75440655084094
12	96	5.924901099002454	25.13113233916	29.317949426476844
12	97	9.345192437787771	46.21225176807	53.76959465324762
12	98	4.7102974468434695	33.43087708411	38.01107392186532
12	99	15.80962512930273	47.96655900159	63.65272846526932
12	100	4.734740256972145	27.587899953670004	31.064621196012013
12	101	-6.538459198025521	32.06432735364	25.06643959638313
12	102	5.133032079698751	55.35921938767001	61.10402857288136
12	103	8.535796188836684	49.95005007149	57.37408481203602
12	104	2.7024925143050496	51.60879293541001	55.57459666323848
12	105	0.2101700128696393	29.52041721021	30.53169763353071
12	106	-2.449074508069316	68.74617330563	67.13638873241143
12	107	-5.858365432766732	57.73394554433999	52.54808414718718
12	108	0.5453099377336912	70.05466260816999	71.05921155482065
12	109	0.994808669172926	42.738069530820006	43.74808852293063
12	110	4.110157513670856	35.63124208197	40.02752824223717
12	111	1.814631722983904	50.49887643059	54.23682232378633
12	112	-0.436362232954707	39.863445326580006	41.7018833354814
12	113	6.508101262501441	36.526394731180005	42.64754627397633
12	114	0.689931973349303	43.89866697557	44.68348936090479
12	115	-4.674136817251565	66.19521344507	61.16459341457812
12	116	4.088046170392772	57.55239169082	61.19698014252936
12	117	-3.183430375822354	48.94728373243	44.564568911795504
12	118	54.31247733387863	33.70312023297	93.79285432290636
12	119	-14.000394532456994	97.55105921672998	82.94392771276762
12	120	1.353944839705946	35.47079817631	36.114114267082186
12	121	20.591126397805056	26.253730032890005	45.74297167742043
12	122	3.820752650150098	55.618822857240005	58.790847346157534
12	123	-0.4604970656218938	37.3022740995	35.20652718056226
12	124	3.254308068571845	54.63332913228	57.77977908309549
12	125	5.708648279920453	13.779060706750016	20.15878489686293
12	126	1.3503814652794972	35.69906188278	35.46945372578921
12	127	10.078736082854448	47.10556415746	57.25922999958857
12	128	-0.6982248136773705	47.00672283397	47.05879204010125
12	129	3.063496869290248	46.90036135098999	50.07258185755927
12	130	-13.959967155533375	42.42039410286999	28.09706848300993
12	131	13.320892857649596	47.12262461128	58.58809130117879
12	132	-1.908365734649124	50.54148836161001	48.34128479007632
12	133	4.72610462285229	26.7071050208	30.507287670887308
12	134	19.125488587480504	39.08337348664	56.24643908729195
12	135	14.489047958690207	68.08748481893	83.06561777601019
12	136	7.048832840227988	55.63053318226001	62.00508711862494
12	137	13.502763303549727	42.59503660466	57.158223257545615
12	138	4.08649109583348	27.92731489205	30.659152921813074
12	139	3.6025777824397665	54.46473781065	57.10434377079946
12	140	6.928451737359865	34.45243344449	39.85378742165631
12	141	-5.587322069070069	55.34718851614001	50.72489861756912
12	142	0.8959174005140085	42.8487895239	43.91144502026145
12	143	1.6226436515862588	63.90316983926	67.22074781067204
12	144	-2.9110524445713963	43.17931448533	39.43436499679228
12	145	11.404185721854446	24.05838539296001	36.18555232309154
12	146	9.77822516663582	44.842570367380006	55.7333986327867
12	147	1.0975286971079186	26.27757961567	27.612881826644298
12	148	-0.4080399192171171	35.58948109815999	34.8483867913892
12	149	-0.8810561206482816	29.65539957618	27.847994620387908
12	150	-3.3024597408948466	65.04192630562	60.57041087732068
12	151	-3.1438348626252264	62.05348272334001	58.66450589941815
12	152	-0.4300563707656692	52.84241272001	50.93941110940068
12	153	-1.254107442102395	59.19264663121001	57.81890881821164
12	154	5.647432597033912	57.83319735185	64.00431955885142
12	155	6.175826570368372	70.35160628702	78.14837204819196
12	156	7.523750338732498	48.41987403116	57.26125935875461
12	157	8.10972978087375	18.946477996050007	26.672522895183647
12	158	2.199538426793879	59.56558519992001	62.70691332485876
12	159	2.3490566812979523	52.09653097041	53.32183960668044
12	160	-1.0209381748863962	45.18700566369	44.06116330131772
12	161	3.257147645024816	48.99508436594999	52.4511292053212
12	162	3.319787114189239	71.60652511885999	73.29416329046944
12	163	-1.1261792812729254	60.64498982794999	59.08781639198424
12	164	-3.564946941973176	52.90974132365	49.620763480401365
12	165	6.385688161157304	47.683952284270006	53.21753515594173
12	166	5.05278848920716	50.65097920872	55.99979123135563
12	167	3.4914753276098054	57.55866425562	60.19367648448679
12	168	-3.988567865308141	53.91377831830001	49.31499439512845
12	169	1.8202111952123232	47.59808041094001	48.60036708327243
12	170	5.209899829322239	34.6157253713	38.96582054888131
12	171	4.614593640115345	27.26217396552999	31.09855761640938
12	172	-0.5111578387732152	41.25529517044	41.77576354081975
12	173	-12.238073704415	25.801201380010014	13.093061196210328
12	174	-3.497929940262111	19.391285859610008	15.370283561584074
12	175	21.302854904934065	27.90875317363998	47.74110641883453
12	176	1.8632939187809825	55.68971436993	57.15427523149992
12	177	-2.506567323609488	14.87244485235999	13.794456163595896
12	178	-2.2821345488191582	73.67031654865	72.64284967959975
12	179	5.234620345465373	26.662754297920003	31.18314499765984
12	180	2.2288880157866515	50.629917688750005	50.34561599532026
