Folder	Index	∆-ML_BH_R	R2S_BH_R	CC_BH_R	DFT_BH_R
5	33	7.906263558828925	50.9907677336887	58.89448994901613	55.22056803252781
5	34	7.401059777014581	48.73959957313491	56.14095853065373	53.085098713316256
5	35	8.372269357337416	69.13810944376746	77.5609624972858	81.49530654528644
5	36	6.903226664804322	50.51635889886529	57.38326305022929	55.03717622524709
5	37	7.692302931835826	75.00512525637168	82.71151765651302	86.7334954305843
5	38	8.240468150358652	46.22795162879629	54.50082120089792	50.80999795075331
5	39	5.0309788757110425	55.659576079720864	60.68922985851532	59.61446508357767
5	40	7.53072499661485	52.29898261150811	59.89156024577096	56.44307938159909
5	41	8.064486701719545	47.97813326728647	56.01577243502834	52.3928520049667
5	42	7.153294692379006	55.01286081230501	62.16410816673306	59.10741585091455
5	43	6.27205369198532	50.76795562397456	57.00867101497715	55.42189891386079
5	44	7.112065157582407	47.027901964553166	54.12773504242068	50.9085048912093
5	45	3.714900042914792	27.90671459006262	31.5832908161683	30.31421489783679
5	46	6.848221024252155	54.083252872369485	60.9597296033171	59.1311362926208
5	47	7.741260026749188	44.23249656395637	51.89182166720275	47.08353177362005
5	48	8.343798622832793	44.39424110439722	52.70286660193233	48.61466714736889
5	49	8.658327970860057	44.97795399298775	53.70345829811413	49.987812295235926
5	50	8.033353852400865	39.63503403033246	47.66875053898548	43.563615159509936
5	51	7.781043603489223	48.60889269801555	56.36389286318445	51.8178146269056
5	52	7.91630940350575	44.72811912064208	52.67756187639316	49.04197640001075
5	53	5.857208769029199	59.326113896036986	65.08501329121646	63.54086926372838
5	54	8.327790789404446	44.85034650284797	53.112887097813655	49.28635045120609
5	55	8.207874973781912	75.41662856814219	83.55034175133915	87.74702429168974
5	56	8.18988861191292	47.668024120648624	55.89222135714954	52.17479505282245
5	57	7.155096640663885	48.67502674704883	55.897963521274505	52.67752959110658
5	58	5.0754586917661015	67.67105569891282	72.73045112044201	72.60388828901341
5	59	6.724357768234597	55.36892802658258	62.10452341334894	59.57004517794121
5	60	5.443364833458787	55.2711844019068	60.73347680730512	59.42829674395034
5	61	8.024882541326406	49.6425352760707	57.72623167329584	53.78500164052821
5	62	7.497039569249296	52.255369837454055	59.89206527947681	56.46217841896578
5	63	6.932937321823488	47.63615626294632	54.63326225569472	52.15961867457372
5	64	8.503180341724317	76.66340229011257	85.12288527720375	88.57575463067042
5	65	7.427941179094972	55.77521265667747	63.27587876789039	60.01888639293611
5	66	8.265379539113496	45.958987739897566	54.199244587216526	50.52721135842148
5	67	7.579287109223429	45.17942323978059	52.776975110173225	49.54716231193743
5	68	7.772309406954719	53.26010557735572	61.07121983048273	57.82793485443108
5	69	7.160164503028767	52.87077762701665	60.046806224563625	56.44691902140039
5	70	7.508265196062695	38.36292099149432	45.79961616607034	44.21629628172377
5	71	7.514441412538133	56.82504168045125	64.35770940262591	61.47129416023381
5	72	8.234551330087186	36.50930429820437	44.81022284296341	41.71569220238598
5	73	8.249731972433494	42.09922033641488	50.32903751425329	48.16658232989721
5	74	9.26961360347164	47.299167331220815	56.66333173139719	53.156686665228335
5	75	7.462612883893826	52.50703805132071	59.99227642043843	56.54617544109351
5	76	7.799924973185767	40.52417009076453	48.30444961445755	46.30911677243421
5	77	8.560479673447901	36.3818282551656	45.05310716002714	42.36984691614634
5	78	6.666564058065177	58.47940989167546	65.13197450796724	62.39665658847662
5	79	7.138674153136947	53.19286460510921	60.325783156295074	56.19829715244123
5	80	6.952598709427633	53.84049539029365	60.69881858071312	57.25268301006872
5	81	7.696235383699104	42.59124539268669	50.45483933595824	48.20111372155952
5	82	7.517795218201456	51.95522299958975	59.49925513326889	55.38244171394035
5	83	7.882324386847983	43.81453620022512	51.680413172522094	48.3132565721462
5	84	7.391618883667093	51.98096818831982	59.36259623983642	56.01359779216
5	85	8.57124469039627	43.15866806154372	51.77441862528213	48.2150309747376
5	86	8.15732570015254	45.38048200251069	53.51018028304679	50.02105688871234
5	87	7.382369840459148	50.84609287144849	58.22583223530091	54.827402748400345
5	88	7.937056750474994	49.77085304193315	57.81296833034139	54.21505975243053
5	89	8.687966894289616	74.76971728305216	83.42018372565508	86.82737635451485
5	90	8.600684298254265	46.96929038109374	55.53409249847755	51.120536030153744
5	91	11.101193086479723	58.5344608721789	69.59306871550507	71.09276055212831
5	92	8.063583101787998	55.32534061948536	63.397550382389454	60.10998847841984
5	93	7.888084223136843	46.87030146786128	54.76332803777768	52.48908514063805
5	94	5.818849174107186	59.1533600819821	64.96684232132975	63.31310136656976
5	95	7.474425871355265	46.91163582497393	54.49853355961386	51.4891091704776
5	96	6.350304274321843	63.516687604016624	69.8836521981575	67.53486494178651
5	97	9.16276305568752	48.891997530765366	58.041291995177744	54.75434120502905
5	98	7.542758804390843	53.06254745920887	60.62950212752912	57.71591653273208
5	99	8.677512125027306	40.18851177298348	48.935672569292365	46.423872423009016
5	100	3.845083978796709	24.8684779125324	28.74060134627507	28.493725187407108
5	101	7.790704558257204	48.94277071428951	56.72822049178649	53.21757205339964
5	102	8.004751159363508	48.64784947637236	56.76928503639647	53.20096589930472
5	103	7.258556928254393	50.40693492835271	57.61179426315357	54.067184037267
5	104	7.499922961167186	53.46720860194182	60.981676661846	57.59259145168471
5	105	6.928170893600935	50.34767994581489	57.28507435019128	53.85249167043367
5	106	9.71352789779803	73.49515748268459	83.23484788456699	86.30294150937698
5	107	8.911970632913835	39.87706740020076	48.762685840105405	45.97668928676285
5	108	8.732099297475116	49.06009996132343	57.82132098838338	55.82473363331519
5	109	7.810763258156356	49.948841680336045	57.730440287530655	54.29341607843526
5	110	6.231490682163951	52.89197981846519	59.08570631965995	55.18928130948916
5	111	7.134450604209917	59.11664251697948	66.16991794385831	63.37925847651786
5	112	10.653775973655144	45.83043936503236	56.39889930933714	53.78675426889095
5	113	7.055858279524273	54.50532730075065	61.568754135776544	58.710007361194585
5	114	8.680379191352387	41.98619194721687	50.68914730430697	48.27285618145834
5	115	8.457779402696872	43.92860463596298	52.4068661139172	49.991608119395096
5	116	7.652990325585108	45.864546436147066	53.50989432787173	50.27939662095741
5	117	7.391366775701442	49.64289502610336	57.00982636612025	53.5299250256212
5	118	7.424316416256261	23.37536073848605	30.84686634168611	30.772753221244784
5	119	8.093366650595442	40.562582631915575	48.67746659021941	45.88475239672698
5	120	5.412650303618733	52.810542556253495	58.23028760118177	55.59545294113923
5	121	6.004874002167384	52.4784771266568	58.42482243530685	54.764808547566645
5	122	7.392353235008557	44.56653831264703	51.94927098124754	48.69744424792589
5	123	5.346142644051582	47.26942107631476	52.56828549565398	50.26661627014983
5	124	8.294315384926364	49.42583430488594	57.75491482068901	55.88363347799168
5	125	8.267902291023773	47.27132821275154	55.48825204145396	52.42284731758991
5	126	8.500450376355957	51.43102568166796	59.934764841920696	56.85771666964865
5	127	6.567043293183531	61.62151055675349	68.19533834213507	65.63178723020246
5	128	8.801250532995198	73.18263847200433	81.94856392257498	84.8886303488689
5	129	6.980310923687227	58.62587658580742	65.5495682033943	63.11068431689637
5	130	7.592715122896465	46.65446989252814	54.34924651734764	51.01548210022156
5	131	7.329169669554744	43.85880851600086	51.2243723445863	47.557490920851706
5	132	8.998110341463587	74.51089096581563	83.40983399373363	88.41971766296774
5	133	7.3943913832203805	41.89918086543912	49.212721609685104	46.32587282237364
5	134	7.231423883447491	51.49840501928702	58.69483098288765	55.22438922361471
5	135	7.61573436487501	46.739193333050935	54.34966853185324	51.96519683877705
5	136	7.018130626632342	50.96045879280428	57.91725894453703	54.47256237405236
5	137	7.82428985911551	46.41175392005243	54.18522356002359	51.92056707903976
5	138	10.534175448980648	46.89386278938037	57.35205473424867	55.12741352696321
5	139	7.943393209187093	49.7066514963517	57.64021221018629	54.27213086778647
5	140	7.63427700195615	49.14409237130894	56.79588809065172	53.34774391559768
5	141	8.558869891976599	73.2526283034531	81.76537274519796	84.73998670576839
5	142	8.677915153677418	77.00198473001365	85.68261252372758	90.1362119387486
5	143	7.530722820707524	54.23144221576513	61.650523475022055	58.67443822903442
5	144	7.274668210151162	56.20050408056704	63.44662858979427	60.603072030004114
5	145	7.467188813815881	43.51334931573365	50.94515096739633	45.38282960219658
5	146	7.944703925434823	52.31759045171202	60.27374392928323	57.27080426525208
5	147	11.711787852544518	44.31739987948095	56.003125837421976	52.4510000643204
5	148	6.808196291179968	41.44342599262018	48.24902274130727	44.51673368690536
5	149	6.448168241161966	28.13334558482165	34.5517106190091	33.74255898411502
5	150	5.98164583339468	57.82365705750999	63.77978941210313	62.44643584714504
5	151	3.5984163594708605	27.51526964912773	31.08804645825876	30.02456538163824
5	152	6.169618027987752	56.13895453847363	62.33049486629898	59.38481080479687
5	153	6.833985909436905	59.41127318757936	66.18141149645089	63.53538538166322
5	154	5.155367369385942	55.23201546326163	60.36572694111965	59.13473148696357
5	155	7.7785387181126	42.709351792087546	50.42237420091988	48.15204243248445
5	156	7.769532762204335	47.496540962165454	55.24736479832791	53.11630241712555
5	157	7.264220210866881	53.32495282814489	60.559706007596105	57.40561367452028
5	158	8.933271928982549	53.82449573784834	62.78584386728471	58.79626665767864
5	159	8.134671178535342	50.014138618687866	58.17799470431055	55.17704750204575
5	160	9.084337153968306	44.46738336095586	53.58172903140076	49.65992319470388
5	161	6.946070216114094	53.6929102425056	60.63318034104304	57.72788052764372
5	162	8.620386330029902	45.99244449369144	54.584829753497615	50.76891956961481
5	163	6.302676225920123	20.479483608796727	26.761853903502924	23.829796527774302
5	164	7.939740632777671	47.668423074210295	55.63498624201748	52.06898241926683
5	165	7.51213055720342	45.88581781031098	53.42014361114707	49.794732603855664
5	166	7.706166826926022	49.83445961636608	57.540328533999855	54.04555983131286
5	167	3.522287040203935	25.259097273286898	28.82800446334295	28.50422712127329
5	168	6.77516958581802	50.76665037701605	57.58097106419154	55.23477815909428
5	169	8.053805674184048	43.77758341401932	51.746630240784725	50.02925042639254
5	170	7.127426441007032	47.1838582190685	54.40676962630823	52.586240712349536
5	171	7.959270078806327	43.37477867375128	51.421480775170494	47.79556012200192
5	172	9.176144227814746	66.19392434073961	75.39957272648462	78.52962176525034
5	173	9.08226108015785	46.54818220442394	55.61178697663127	52.16798516904237
5	174	6.771624588817531	47.66699329842231	54.46848981908988	52.033090434473706
5	175	7.8660656208540445	49.51253867670312	57.39939876194694	53.52828308954486
5	176	5.998786295129321	63.39651956016314	69.36317690953729	67.19173719850369
5	177	8.596474578644234	34.36478588185855	42.93280499477987	39.65934252506122
5	178	7.859234013068004	46.482700778899016	54.33142044165288	50.98767065478023
5	179	6.07659099172966	56.057768640021095	62.20809452739195	59.4575471895223
5	180	7.310863088184078	43.48785318469163	50.80782792009995	48.81387642590562
5	181	8.35341593666979	47.086619628127664	55.42083119417657	51.67183912987821
5	182	10.203613901662976	61.13175238686381	71.35815230759908	73.32332841071184
5	183	7.917903047503955	46.279379741841694	54.20501211829833	50.0939662301098
5	184	7.613878880582916	47.49052898553782	55.07871121226344	51.49666853348026
5	185	8.055096845196232	41.3261221126304	49.40876462665619	45.53749675236759
5	186	6.837799777032217	50.73327203036752	57.58080733180395	54.66851314736414
5	187	7.916136628128612	45.06217931807623	52.98475381915341	49.367612450616434
5	188	7.365395976734959	52.25457423637272	59.64682413847186	56.20506091439165
5	189	6.739068035680049	55.13892322216998	61.86801082294551	59.2825703046401
5	190	7.425491179306846	50.172211863828124	57.588804851984605	54.76313663233304
5	191	7.483265642214576	44.318705126439454	51.79129920410924	48.59872053502477
5	192	8.05410670236131	39.14985344916931	47.191645884973696	44.12944893230451
5	193	7.942671133374233	44.84826871572295	52.82739776803646	49.11069557591691
6	0	3.3828515777424	25.08868183445884	28.499624165619025	27.979547830531374
6	1	4.69653931362592	36.11216331488686	40.80290949513437	39.1132650252257
6	2	4.597271280123408	34.28885786863975	38.84148770655156	36.58851618360495
6	3	3.551125326313155	22.28234787340625	25.851411877549253	25.16627023249748
6	4	4.125288703988161	28.846513141703326	32.98330421865103	32.40391063658171
6	5	4.694998772323828	53.25978503085207	57.92605437178281	55.72451096193981
6	6	2.4585024741073767	30.99429698145832	33.45525014933082	31.412649380567014
6	7	0.417332472985521	2.347827922931174	2.7222377770522144	1.1245947676652577
6	8	1.968589131065272	52.35628894797992	54.28069799215882	54.69463422882836
6	9	4.751316858772384	33.88556423722184	38.6523929387331	36.7317289847997
6	10	2.580213831633529	52.97704917244846	55.519215911859646	54.76470016129315
6	11	4.224313183465625	38.29260600125417	42.52218030326185	40.942444082786096
7	0	9.001257710270181	38.86699306196533	47.92308689901256	52.60932467327802
7	1	8.069252883361173	46.13746988153434	54.22490906281746	54.24538944812957
7	2	7.354388685481011	16.799143843818456	24.187733981088968	26.0589991810848
7	3	8.32635086138447	48.89970448354143	57.15412764172652	57.5591992684931
7	4	10.334675041084608	47.97294687086833	58.28188405878609	58.68274015301722
7	5	9.149055258744454	16.166843944985885	25.346320515353	27.46293063045596
7	6	4.910589577549075	55.8999467586691	60.825478267885046	61.27012239905889
7	7	8.346467547124206	50.71819250786211	59.03805788804311	58.97216597851366
7	8	8.74489612244355	43.84977325538057	52.61480624921387	51.33385627344251
7	9	9.41629079074815	44.94414210144896	54.33888756105444	53.032356128969695
7	10	6.2982790095981045	45.81051474745618	52.14256052681594	59.45504277580767
7	11	9.072101449187189	34.53520362675772	43.61683279843419	43.01902047553449
7	12	7.583511725882403	53.55828762651072	61.20209274406079	60.42596431801212
7	13	8.358471258578419	7.849482978577726	16.206075148074888	18.1125981581572
7	14	9.32181212036994	38.99886681855424	48.33443800886744	48.98344091750914
7	15	7.497641310613886	52.73748101282399	60.29562180512585	60.3070185019169
7	16	9.149423039924612	46.50581241288455	55.73470387974521	56.67988715149113
7	17	9.77647572909143	16.68004121357808	26.46448821015656	28.71624442367465
7	18	4.981877415709789	59.12668784504058	64.15720410150243	65.38247353417682
7	19	9.922346508306845	48.849272601364646	58.83123390033143	57.49476480783778
7	20	6.952387760389598	58.528317448392045	65.50551035400713	66.5229757107154
7	21	3.601627834249257	44.33857209177222	47.8976207471278	57.38225528891781
7	22	8.855728132691667	39.29847633745521	48.08712138677947	49.34603436652105
7	23	9.35395652115497	44.4769421039673	53.99274806425092	52.958545106317615
7	24	6.892641631795556	53.850750572484685	60.786023374064825	61.49348105210811
7	25	7.1605978591832695	53.14469038503012	60.32197580166394	60.17121055573807
7	26	7.81960138153525	44.32406447964604	52.1305596344755	51.364042991481256
7	27	9.097227687104606	46.85930603070301	55.8527249537583	55.49247679833206
7	28	6.357412993972616	21.023962988256244	27.33042500517331	29.047788676893106
7	29	10.777221225287091	38.862765998987015	49.63178197838715	47.26534852138138
7	30	10.64646579730723	37.59169992496027	48.18796439643484	46.26673083822243
7	31	6.180470135314664	21.186323254718445	27.392262808542	29.704749902215557
7	32	10.036830452177584	41.4044184802915	51.31169474855415	50.63978083568509
7	33	7.681066520156605	53.02103092096513	60.67444782162784	59.94939928906388
7	34	7.72056653542964	58.01474889929523	65.81114799209172	65.30693063797662
7	35	7.602099298443505	54.45374237350188	61.91876094552572	63.17175188614056
7	36	9.126993462035044	7.962901096936548	17.068052386603085	19.027557814348256
7	37	9.755973029915822	43.91935490895412	53.65973252564436	52.699751074338565
7	38	10.806426428617243	55.54993533677771	66.371048195404	67.1336098939646
7	39	5.644845166577085	48.10951352069969	53.73833560326602	53.79825704579707
7	40	8.380233051383271	18.681692742276937	27.133980728540337	30.448316337366123
7	41	8.46011617547336	27.352044598927023	35.72828234915505	39.17796468624147
7	42	4.917778579719283	61.45477794366889	66.34808184506255	74.26378419800312
7	43	9.738268025062156	48.47998918528901	58.25871938472847	57.36405562661821
7	44	10.371622102459582	38.38239130936563	48.73880397208268	46.4148325502174
7	45	8.450221445840072	50.8147623326804	59.271228954108665	58.26269047171809
7	46	5.529987847232633	22.85359634549241	28.363880789926043	31.441772991151083
7	47	10.054344083434811	34.840836652729195	45.042685939290095	47.70731758812326
7	48	10.17548207941138	42.86189503339119	53.0996339986159	54.91629559962894
7	49	7.598589764131816	53.125796589651145	60.58844219506136	59.91147333296249
7	50	8.094225738489314	45.412259922683006	53.457451535156	54.04263340312173
7	51	8.395260969335538	6.173264564597048	14.55864826781908	16.83323016014765
7	52	7.895361022957559	53.471122036717134	61.381356650206726	62.39580102905165
7	53	7.928996882779813	45.13863542594481	53.07292486418737	54.79351936804596
7	54	7.169986414933391	51.99308438520529	59.16573225479806	59.582664102490526
7	55	11.495021114529123	39.59415166685358	50.9638971730019	49.79257410368882
7	56	8.592991375291376	44.98699617187958	53.46969917917159	55.1508480135235
7	57	5.338881742922695	2.685769269737648	8.010849320184207	11.115203904162628
7	58	6.889567056032064	45.58480157653685	52.52094377399772	52.34648114722222
8	0	-2.027411443193671	40.06804163136985	38.087530029763	47.65680499281734
8	1	-2.175653197845463	41.08134680174408	38.90889241115656	48.98532729916042
8	2	-2.1201677253422986	39.574609860166674	37.360721950564766	47.24427316486253
8	3	-0.672523685282556	14.05054745808593	13.383570883917857	14.523337417718722
9	0	8.116374446043665	13.835767459851922	22.04262981787906	23.71915032956167
9	1	7.994203048253297	14.354485507908976	22.351685081404867	24.29121515763109
9	2	9.096291279348977	18.100408166414127	27.162477082631085	28.982577063899956
10	0	1.6923186574608169	39.29507946688682	41.00659720046679	44.64649045295664
10	1	4.88416541666345	14.629957182798536	19.55037378432462	19.00056272480288
10	2	2.180724246788145	31.97513701679418	34.15528452361468	37.23786731189466
10	3	1.593453432364214	41.02953126555076	42.57469227869296	46.04466820775997
10	4	3.757879956083258	37.17086617302266	40.91660203822539	40.56581115789595
10	5	1.9657164099896816	18.894890762749128	20.919732332462445	23.150344006717205
10	6	5.366502472287891	17.150430533540202	22.516909511643465	21.814908042550087
10	7	1.7540564737156217	27.27979710529325	29.05167443852406	31.76839143611141
10	8	3.4068764007854213	12.250879434286617	15.685777428356232	16.956467609707033
10	9	3.524718355349449	33.147525499691255	36.63004655842087	35.81984334654408
10	10	2.398780119420053	29.51183394319378	31.94802662279108	32.86277411869378
10	11	4.592893054486211	14.234172180411406	18.82394851607387	18.88204584145569
10	12	4.444497963333703	17.945097617135616	22.394919656711863	22.851168032793797
10	13	4.307444901259657	13.478669423348038	17.80711041582981	17.064254256314598
10	14	4.116466543226238	15.000631171074929	19.18490464115166	20.940134310658323
10	15	4.4941251318172135	13.740987160854274	18.251385572599247	18.328275225387188
10	16	2.72588742970126	39.827025247213896	42.56687924574362	45.68116385326721
10	17	2.0248020346558064	33.317470496171154	35.33334598795045	38.59824133332586
11	0	1.5148444111708272	66.68712319686892	68.18864376287092	72.28073128516553
11	1	-4.298373354174316	73.42475024893065	69.13398846093332	74.66390464949654
11	2	1.8903694989794249	68.52825241282699	70.39371318434132	73.66934337868588
11	3	1.9601644390484976	69.63111689439393	71.59371940107667	75.0404476369149
11	4	2.13048904251346	64.63723057150492	66.77868419425795	70.30955934803933
11	5	-0.2329550597473257	86.29263789922697	86.06026243424276	93.26865700498456
11	6	1.483770093413625	67.28400847158628	68.81670276221121	72.90059213456698
11	7	3.056812901598164	66.79277901633759	69.84991410144721	72.9363019381708
11	8	1.732797798948667	67.93287993312697	69.6699768169783	73.79061142745195
11	9	1.7272868337884688	66.84259978469345	68.55011875819764	72.72217225731583
12	0	-0.1477757405693864	50.06843550771009	49.98366363934474	51.25297247275012
12	1	6.256395385817115	25.447343399951933	31.72085369686829	32.62425753608113
12	2	2.876774018200308	28.84426700999029	31.7610603759822	30.42860157400719
12	3	0.1808066379280148	27.119789050659165	27.27595746546285	41.05510119142127
12	4	7.904437899515045	63.87254265797674	71.71739961998537	75.30047312093666
12	5	3.453906004862404	58.14792329070042	61.54585696817958	60.363231751776766
12	6	3.5828094611707115	29.31333955255104	32.894621221581474	34.06037508358713
12	7	4.4040146473536765	68.24190982969594	72.62630578997778	76.85656730676419
12	8	4.908734429280571	20.07194677181542	24.96704711738857	24.01631078092032
12	9	5.012182054141505	48.50966395140858	53.53890494004008	52.137429476541
12	10	3.805201244475256	54.21807611818076	58.00798052511527	56.46362203132594
12	11	0.4891135324881759	26.43582812364912	26.902908204414416	40.61428055749275
12	12	4.101138441151818	34.700614850298734	38.8421380239306	40.48632715383428
12	13	3.748374933855217	46.35694738512393	50.15600466329488	50.291088497207966
12	14	5.306566361238168	57.4608445300255	62.76128170269658	61.39697349170456
12	15	5.144175395715678	34.901775080972584	40.00664890339249	44.25180314944009
12	16	4.532327000210898	53.582367818278726	58.11057846923359	55.95044321138994
12	17	0.8712429768803247	45.31053137453273	46.15632216728409	47.71155618157354
12	18	0.7082939470311658	36.62225658641546	37.309459875919856	49.19118042301852
12	19	5.9056771608345	50.55600981035968	56.44094855443109	59.42421727074543
12	20	7.578274536849307	61.725178526568925	69.3391405333823	73.91760549764149
12	21	6.29083297228658	52.86927175024175	59.17672999802744	57.47332970122807
12	22	-1.1514222925794684	38.90735655519529	37.75342601662851	38.30064733710606
12	23	0.7706533816710532	44.97820305076311	45.76754998465185	46.62229763096548
12	24	5.025538176423709	54.67570122994948	59.73898702528095	60.34708912172937
12	25	4.30742926206068	58.893546758190496	63.16986781058949	65.45088138795109
12	26	4.600484548645085	58.00261886589578	62.56434392277151	61.43304304537014
12	27	5.432305647727276	49.903540848376	55.315876426087925	54.79087889500079
12	28	2.5524255036524157	22.73790903459303	25.32389148400398	24.699342353647808
12	29	3.0549088635565056	43.29578586688149	46.33610955590848	45.27629746851744
12	30	7.760918716720084	51.68381465532002	59.44332322638365	62.35261026938679
