Folder	Index	∆-ML_RE	R2S_RE	DFT_RE
ISO34	23	-1.8837237351615812	12.58969709534722	10.778247257709154
ISO34	24	-0.7288921135400841	27.348085042380262	28.11130628270621
ISO34	25	-1.353061253369198	18.32699303937261	17.139847886544885
ISO34	26	0.3364706679495626	61.18419287345023	61.21980120916851
ISO34	27	-2.0843328511462005	34.92292192627792	34.342278443451505
ISO34	28	1.1222655497744967	10.512606444506673	11.127850501739886
ISO34	29	-1.2889734340654613	11.64375973213464	9.994617120886687
ISO34	30	0.6969866960637674	13.020091896411031	13.744510866352357
ISO34	31	0.9594946174522647	2.739028418320231	2.49780217994703
ISO34	32	-0.08568475867284064	8.09704635219532	7.400002976646647
ISO34	33	-1.2082467627787281	9.054557981085964	8.792821378301596
ISOL24	0	-0.5262192086294135	70.48716748156585	66.0317255005939
ISOL24	1	0.8957436902391009	30.7159496123204	30.891865075856913
ISOL24	2	0.7237215950437133	7.912453072087374	10.583779300155584
ISOL24	3	-9.593235577882808	56.57418521028012	54.30593122879509
ISOL24	4	0.8358911897913117	28.33328589395387	30.268194565782323
ISOL24	5	2.8770437390834616	22.50985979451798	28.342747781192884
ISOL24	6	0.4977337063657217	15.524879222968593	15.982435152051039
ISOL24	7	-14.719411644969568	38.219588273670524	22.80933786625974
ISOL24	8	-2.133530358402453	22.251506225729827	20.878658563422505
ISOL24	9	-2.264468020510094	5.250367346627172	4.1615515652811155
ISOL24	10	8.881704545577435	32.79194025835022	44.71222324226983
ISOL24	11	-2.4540676557706433	34.08590580598684	29.22038106463151
ISOL24	12	-1.6555344733182693	5.555084854888264	2.944618647918105
ISOL24	13	0.023147979560491194	-2.705645459529478	-0.8861519799102098
ISOL24	14	-2.0256383047222357	22.706862144870684	20.51514959684573
ISOL24	15	3.7457799856285874	5.10177674354054	9.880248893518
DARC	0	-1.463768005043626	-40.852709508675616	-42.566314253694145
DARC	1	0.029683826079597964	-59.45647485766676	-59.6478803276259
DARC	2	0.31796750521712625	-24.30783053606865	-24.778939356066985
DARC	3	1.9913018825268765	-30.498930400703102	-29.21027347218478
DARC	4	0.5669579665881201	-32.70300359133398	-33.10635718103731
DARC	5	2.9502244472269155	-47.340928315068595	-45.075250236171996
DARC	6	1.7128638629427115	-9.1570682937745	-9.073198106663767
DARC	7	1.8369442823168924	-10.691561334591825	-10.835652756039053
DARC	8	1.2270561803264428	-11.610978662793059	-11.354091767279897
DARC	9	0.981404782016071	-13.499465742905159	-13.332947596267331
DARC	10	0.3711205905572825	-26.609331416955683	-27.17105343140429
DARC	11	1.4149741915587555	-26.903369422419928	-27.498384458129294
DARC	12	0.06901463516517481	-28.80695677991025	-29.12516722077271
DARC	13	0.8513641668379393	-29.054174240038265	-29.46392031130381
