Folder	Index	∆-ML_RE	HF_RE	DFT_RE
DARC	0	-6.527581443632016	-36.68337488966063	-42.566314253694145
DARC	1	-11.982324131252426	-49.20645365706878	-59.6478803276259
DARC	2	1.2902704818375241	-26.01457927550655	-24.778939356066985
DARC	3	-4.397420282290568	-25.0362574904575	-29.21027347218478
DARC	4	-0.9226652504294179	-32.27593186599552	-33.10635718103731
DARC	5	-4.977521561500907	-40.44055357342586	-45.075250236171996
DARC	6	2.5561144306211645	-15.522527011169586	-9.073198106663767
DARC	7	5.194607781855666	-18.489791462838184	-10.835652756039053
DARC	8	2.758956286585999	-17.448993087629788	-11.354091767279897
DARC	9	4.2497184652684155	-20.65776742674643	-13.332947596267331
DARC	10	0.7823900609864722	-32.83805052784737	-27.17105343140429
DARC	11	2.5423477213926162	-34.07251434138743	-27.498384458129294
DARC	12	1.0736867880868886	-33.884533415024634	-29.12516722077271
DARC	13	2.380934458504271	-35.16786096961005	-29.46392031130381
