Folder	Index	∆-ML_RE	R2S_RE	CC_RE	DFT_RE
DC13	0	-2.1758031388713164	0.7938691763847601	-0.8992159797635395	0.7594899866962805
DC13	1	1.5413344001800624	-0.8138606706052087	-9.274814943084493	-25.39471612003399
DC13	2	-11.73818926202543	-0.9006480616808403	-13.248641558020608	-12.59204700103146
DC13	3	-3.592124060472827	-12.602408263424877	-14.466845131013542	-12.700638473033905
DC13	4	-0.12289534056463935	-18.405268652248196	-17.432391545677092	-24.23036666685948
DC13	5	-7.513006572560869	-8.360127405554522	-26.46578423277242	-9.368878048146144
DC13	6	-2.0428731175781536	-30.709398010687437	-32.53248437846196	-33.46243361965753
DC13	7	-6.122905869012072	113.92235879501095	110.4370565918216	103.07474204403115
DC13	8	5.039383934662652	-64.13614719369798	-57.249168528884184	-69.87834588508122
DC13	9	-0.40021657575934455	-52.98095799505245	-50.93914360294002	-62.23461456235964
