Folder	Index	∆-ML_BH	PM6_BH	DFT_BH
4	0	-10.957987601606874	92.3530009096	81.1818005280511
4	1	-8.479325776774203	67.2038902928	56.962413155677496
5	0	26.21288228346384	46.08588956652	71.68804078816902
5	1	20.35250524588628	46.09788123452	63.78204938027193
5	2	25.75020394704188	33.042621465619995	59.08809542888776
5	3	26.25256811734289	39.91970700431	66.6544620442146
5	4	37.64651370415231	75.60345644949	110.58333188050892
5	5	29.07414254007745	42.63712735934	71.50797436269931
5	6	27.362629888841184	54.29724418785999	81.29797673010034
5	7	22.9171219933196	35.48692927586	56.680740404786775
5	8	24.026552610332143	57.07633630776	79.46018903856748
5	9	30.115654891589656	39.61164105339	67.96196434021113
5	10	27.4888488954457	49.07998537539001	76.3727011968731
5	11	30.3801637221477	39.22773472064	68.41170262420201
5	12	27.78334185574204	47.165225011850005	74.52857406396652
5	13	22.679147211485542	44.137298862680005	66.07135796334478
5	14	11.019107530883048	41.15825259715	53.28187045475352
5	15	28.97192729168455	52.31503299791	80.97329540076316
5	16	26.89052949906909	42.60999621049	67.65357092452177
5	17	28.05890768280369	41.02887172379	69.4656295699242
5	18	25.447804203780837	47.39921935197	73.36465123743983
5	19	17.0692470537615	51.71453408018	68.27717455796665
5	20	29.68836871458916	37.91409361304001	69.41191381553654
5	21	28.337332116847392	40.223670421120005	67.96967129301629
5	22	41.53918332786998	75.01619910053999	114.01388981324271
5	23	26.020822634687647	38.24697078627	64.09255286835833
5	24	26.06047551828669	44.1386087218	68.51277624286013
5	25	21.75621557389968	42.55037686572	64.30189741245704
5	26	27.315638415137077	56.36115553433001	80.63975407354883
5	27	23.40962163830409	48.93991346879	69.92648090160219
5	28	22.260654140089173	45.650133106210006	66.19018847495317
5	29	33.177965285780374	43.94921646836998	80.06043428639532
5	30	17.148843587725423	52.32861356192001	70.48731507133925
5	31	26.999957719439408	41.97083569390999	67.81562217490864
5	32	29.7478594762506	46.34621484225999	74.90686045537586
5	33	41.176163983676815	77.50959664861	118.75001753855032
5	34	27.160516974749044	48.4520347623	74.93909267528215
5	35	40.26151655209833	72.26044691753	111.54822299737134
5	36	23.15445546353294	43.582121531720006	65.6062841808598
5	37	30.62758150309673	47.88822804256001	79.27660351977102
5	38	26.2334912676306	42.43812562888	67.62512991658878
5	39	19.38188120801351	51.99382925226	70.88912588683888
5	40	23.866254014719743	53.76651602308	76.86854513824801
5	41	31.323600088479	47.25670760214999	77.42891578387935
5	42	24.805471518920967	44.88042944690999	68.41030974587193
5	43	10.141258029238088	42.97550225113	53.6244585730019
5	44	31.020668538665632	48.39912613943	79.20109290879918
5	45	25.564896391588263	34.791347961339994	59.87178091186797
5	46	15.993052912148414	52.41287578443	68.07086021613213
5	47	22.372001224808628	44.78119839421	65.44977446476696
5	48	21.74202041036915	35.31570439945	55.85902288559009
5	49	27.637821987154894	34.54262462439001	61.74808261243743
5	50	17.391875956353033	51.07491465169	68.13553912239149
5	51	29.05939606681932	49.61490139961	78.5133407698595
5	52	22.649483109649736	43.68030331346999	64.31186202733079
5	53	40.70566027119639	72.81607624213001	112.82762328069656
5	54	18.995472227135902	51.75267450269	70.1793528944545
5	55	26.611233840958448	44.23925110158	69.01094933506101
5	56	36.33960461764946	46.96867234897	84.58601830078987
5	57	30.73363561669248	47.95796881634	79.39231619768543
5	58	31.82587941619568	46.87662246053001	77.79736900751595
5	59	28.456740226363763	40.69538804889	68.26863510670955
5	60	26.571756780089345	42.34182100439001	67.69134237265098
5	61	28.973756399092963	46.27005160783	75.3970337214123
5	62	40.2575024619	75.38092337667	115.4881154980103
5	63	28.244318447133992	41.55544892657	68.68178266065661
5	64	26.321550500084413	43.39572719529	68.46754920575768
5	65	26.470397731667617	47.65635299914999	73.9690728142159
5	66	20.510575350839645	53.98869857022	73.44242642875179
5	67	27.149359453556823	44.7412592215	72.22087902529165
5	68	27.976934609294403	45.26570559712	72.20337810833007
5	69	23.092591275897576	33.56567726897	56.15644853722188
5	70	21.474828571925173	42.22405129418001	65.11799268427421
5	71	31.280299077334348	40.32431049481	69.95153195725288
5	72	26.93352576470352	39.61928112956	65.04934499712544
5	73	24.32990393307409	40.987742608640005	63.48871012008749
5	74	26.821404025366064	46.49677484618	72.88982269426924
5	75	28.86829799113912	36.31466107783	64.0717404060706
5	76	25.71876355621498	43.14830679919	68.49531452934025
5	77	27.106759387999773	40.15570994882	67.67544418814941
5	78	28.0572180809977	38.53794399811001	65.12563967867754
5	79	28.17044461073237	46.83145999397	74.26473430701299
5	80	25.354098776355382	41.9293053191	66.71340570459142
5	81	25.66715784446569	42.54348396271	66.49728356202831
5	82	27.929824467137223	39.20886629226	67.3754218792019
5	83	29.640874023665678	39.81188346027	68.74293786133057
5	84	26.11958346911706	41.25558573778	66.39527828301652
5	85	39.43276244853041	75.15837185512999	114.46378260524943
5	86	23.337252942757917	35.30099615743	57.43409849819727
5	87	22.761358197574737	56.85779277064	76.70938111253781
5	88	29.64691440470051	39.39550738032	68.59650114635588
5	89	31.76588949060533	49.58465241708	80.83004800818162
5	90	25.94871835244703	43.32933717028	68.21453884744551
5	91	28.145565215556417	47.45403972345	75.38370682729874
5	92	23.228571106272284	56.60023019072001	79.4439034309762
5	93	26.718789524107702	44.2418523711	70.535094950028
5	94	26.8357904421282	40.05435729332	65.02826272236416
5	95	12.051591882336652	40.66211578237	53.31484754176927
5	96	25.20645803399384	44.10038758614	68.11641471798066
5	97	24.74093616081518	42.65200625202	65.6904749145906
5	98	26.0931414460938	41.77315535302	66.80474531729124
5	99	29.125259975349763	40.79939962616	68.60869805637049
5	100	28.448265799233923	41.08922209909	68.16052560746903
5	101	34.67072431417182	74.86847558732	110.7302574866044
5	102	26.152925878210223	38.95819200317	65.28994167293422
5	103	27.596917989401845	50.82093112345	76.44747847117833
5	104	18.67768154136138	44.28725236493	62.98340429147356
5	105	28.84180868318072	34.30743111746999	63.005579652905
5	106	30.850381862197537	43.36991743600999	72.6682789340266
5	107	2.596504022105364	57.08642545151	62.15854126546765
5	108	25.179867997620025	45.86220575479	69.83175364267663
5	109	22.571566884726053	49.46282168238	71.38415577841806
5	110	29.017038892081477	37.5800887618	66.04240269731963
5	111	28.42005029201391	39.80971342958	67.70359001663746
5	112	28.83051922620507	52.24047249603	80.8011342517566
5	113	22.659184553136583	33.15468360308	57.141513329406735
5	114	28.111105916032106	37.27072448221	66.01980070921127
5	115	28.67817030500737	35.00283255697	63.44736653857399
5	116	25.7854505571886	42.24778096028	66.41382847097702
5	117	28.7161750785308	35.20261374585	64.09825813499629
5	118	27.021309827570803	50.735190697250005	76.02434093537158
5	119	22.32952171593206	46.85719134619	68.346078221075
5	120	18.69743637071224	53.15503550477	70.73052685317816
5	121	26.8396855070896	47.40973973455	73.70781357205124
5	122	37.933862049365416	76.61527188571	114.76752924956963
5	123	25.546644285699585	47.87587662452	73.48852516789339
5	124	26.87140785701922	40.36972201909	65.54315957927611
5	125	22.911068896908542	36.02178764783	58.411428664578125
5	126	38.48309631639859	76.9111685997	114.98749564425088
5	127	26.911143536650343	32.34165081877	61.239818070374895
5	128	27.34272066236008	40.34393070853	68.0905611430062
5	129	26.401385687757283	46.58205636047	73.08665670006303
5	130	30.25484387372853	39.1439636953	68.09450225078035
5	131	3.5679498216195498	60.014490985410006	64.09978015438537
5	132	29.842593575944196	41.97661706154	69.45571568902233
5	133	23.85907682721154	44.37746429964	68.63483066821937
5	134	38.44833388426923	77.16522131063999	115.23218101763632
5	135	38.25003421481233	78.15265445729	117.47462985187305
5	136	27.130941590905422	44.74188878407	69.86876408109674
5	137	29.098539570783032	45.08954338202	72.36759708329919
5	138	25.78031623896095	31.180742051870013	55.06770885689184
5	139	21.465506047185045	52.94983500439001	74.20971330572502
5	140	14.477272804826498	47.7546039636	63.74254375247983
5	141	24.86185708382982	32.96658967832	56.4589683416998
5	142	30.737601476255804	42.96811123268	74.58863848407054
5	143	26.15149705001386	54.95598340853999	78.52190789414453
5	144	11.226620872679632	41.369677234440005	53.23501762418891
5	145	27.511995948152617	43.02523308198	69.18052766320761
5	146	30.97853809635853	42.99688201152001	72.97913525384502
5	147	31.110547138552647	47.89540690073001	79.05651490238961
5	148	27.2766254041926	39.99598554324	67.54752537590684
5	149	30.60462479884154	37.88277691084	69.33446147679933
5	150	28.30964676316944	40.26059092202	69.57943049925962
5	151	26.69150715088472	44.133348530510006	69.79239791075815
5	152	27.197259384207428	40.59000434807	67.04416819330072
5	153	24.819559972791467	53.854645558520005	80.29627811070532
5	154	27.858586794347502	42.37520396323	70.37744371939334
5	155	11.259798753482755	71.02291831038	83.94626511909883
5	156	21.374131944030523	46.86172973131001	68.55120262049604
5	157	15.79253540551872	51.58355278036	67.5109507884772
5	158	25.520130868972046	44.9386605255	69.79696858109673
5	159	12.060933696426218	40.35789177739	53.55948679335416
5	160	26.01526795726386	48.66070823422001	74.67671267336118
5	161	25.18280797160696	40.83140815536	66.6144421583449
5	162	28.653765462484444	38.58776707256	68.62284130635089
5	163	17.084240622760262	51.80851647204	66.74012867550482
5	164	28.780534437304595	84.1177459715	111.68586428515846
5	165	24.64394060467021	44.04738902576	68.32494982451317
5	166	28.82632252018084	47.34194760682	75.16834338827175
5	167	28.08080299050198	40.624076827820005	68.00675783239421
5	168	28.370788022642955	46.0332692049	73.69933638520888
5	169	18.67796188537613	52.10078109428	70.86645010390203
5	170	22.316862669744296	47.58165182578	69.83732285001315
5	171	28.081522237800527	41.27807703355	70.31363190303091
5	172	27.55934252013685	39.50091875421999	67.27388704256737
5	173	22.589182562805945	46.88791077108	68.68518414336722
5	174	29.67278200070723	69.80310969879	98.08893626049394
5	175	24.22041855682619	35.90624562056001	60.311953534488566
5	176	25.61771728060557	42.4981946612	67.25316451780964
5	177	21.747804701939454	49.08914516487	71.71875790701597
5	178	24.726308029377837	49.60238163700001	74.05209897249006
5	179	27.308889809064567	42.18246096103	67.54148572616396
5	180	28.90839557646541	40.26774210711	69.2902652619523
5	181	25.76955641471432	44.815630624	69.70856000881759
5	182	24.807925169268856	47.6283224752	72.43275565622025
5	183	25.566402787779225	49.50983132703	74.71123484065174
5	184	25.750262145185843	43.03553207991999	66.5880512643489
6	0	24.964484553027432	58.88646475582	84.07769380038371
6	1	25.45965916776913	52.67113019135	77.41388007710339
6	2	18.16137526911916	48.64750817506	65.68945331670693
6	3	24.722473659028765	62.02208069580999	87.0298395260761
6	4	20.94133291434264	59.81569910914001	80.10633008959121
6	5	25.360258695378437	47.78026613312001	71.41500895653735
6	6	5.428392818255816	44.56236659584	49.1880718136963
6	7	26.12610916688573	49.72905285461002	74.14409120866912
6	8	17.235383589140838	46.78550884463	64.02493139126454
6	9	30.11295351973968	37.35355692892	66.13083433057182
6	10	24.696830846281955	53.47135264571	77.59981088939821
7	0	-11.086271694570314	80.20601544201	67.26511928840773
7	1	7.780405031575356	52.05942828840001	60.66218403499806
7	2	10.590463400643785	48.60646669133	59.2157328982139
7	3	3.706169981014682	39.51241000069	42.944778214092366
7	4	-1.1750786849297583	71.56912495124001	70.29333831096301
7	5	5.5119573915726505	44.06705997346	48.069212291855365
7	6	5.45201135132811	60.11789144883	65.51306971698068
7	7	7.472748080064775	61.55766414898001	68.79934021056397
7	8	5.240874358598376	56.32115409719	63.48443462923751
7	9	2.208260997373145	47.08526595327999	49.264943017740734
7	10	2.157459883572301	65.35403252621998	67.13931285453145
7	11	12.371792333433405	47.558102034700006	58.72919633609126
7	12	9.811343833367571	66.70009264703998	76.3532885312452
7	13	4.588154450029833	56.32418429945001	62.760269329184666
7	14	6.814214943093248	54.386695112870015	62.3001029061852
7	15	14.337049897410909	46.84733972971	62.288208094018046
7	16	2.913467674923595	62.75691166213	64.45888910142821
7	17	8.025738773780176	57.66813434792	65.66442532200017
7	18	-8.588287072227104	79.34187509112	70.36764975514961
7	19	10.138384395628236	66.38153629271	76.4227156767738
7	20	3.4769891011237632	58.36744460996999	62.2704396705376
7	21	4.832141178369056	37.90823383835	42.91269127780106
7	22	12.525796173373235	46.88714976138	58.718823543254985
7	23	1.750939238612773	59.58702491865	59.86367269940092
7	24	13.029412901581964	42.70722788316	55.62995896584471
7	25	7.858023709821282	31.89636559458	39.43792790587759
7	26	2.323256882140413	64.89236483867	67.3950743781752
7	27	3.992097823414952	39.45052838163001	43.46253692868049
7	28	7.796312123682583	48.78368048347001	56.425472384435125
7	29	6.984696391766192	50.44588709457	58.96404623557464
7	30	55.98335707662045	8.93912664617	74.62828708946472
7	31	2.3812979617796373	43.70417365106	44.545769666088745
7	32	14.877069689246127	43.71227263914	60.10324085902539
7	33	1.0365946648526003	60.799583183280006	62.933198406070005
7	34	5.254281472385628	60.23297456419	65.17387616325868
7	35	1.2536050226481166	59.522281441900006	59.34072297622333
7	36	2.5231332799594384	63.62893422864	66.44915776982089
7	37	14.393801743572112	40.2126288622	54.64726022197283
7	38	-6.564181352005107	60.09704208914	52.714320950908586
7	39	8.875690199522069	47.16857576062	55.6771046697686
7	40	3.05839926932822	65.16910947521	67.48589281455497
7	41	1.9253972906735728	59.794157922450005	61.2765333292482
7	42	10.488619654846843	47.896218644410006	57.63265976545517
7	43	3.6930247137206607	39.64098143646	43.54949497041525
7	44	4.289871458808193	46.51137700806001	51.31677275869879
7	45	4.481772370490944	57.72811574882	61.85020550203626
7	46	0.106816045823507	58.87694291020999	60.76013059559045
7	47	8.499689146061428	42.79999957777001	52.36315187183209
7	48	15.451415535615524	49.722545068630005	65.4717860938108
8	0	7.670770607044687	23.73399924311002	41.0605412577861
8	1	-3.594040625554044	46.47080596669	41.29102111671818
8	2	-4.759314050257672	43.46780173215	39.118006346252514
8	3	-11.636151318554766	41.04531183940003	34.49651204876136
9	0	-1.472811300860485	70.55688980664002	68.83110890639364
9	1	-1.3312713796331082	66.40405756765	65.7247849215928
9	2	-0.1151941528951283	51.28881833572999	52.412232385308016
10	0	16.750323327083606	71.24521154984001	89.42009489279008
10	1	17.40220965395565	75.39999474097002	92.44951769436013
10	2	52.073931223741965	63.034645611280006	110.6675941029971
10	3	19.916398923000088	82.10454554412999	104.61933345298166
10	4	4.372747929155594	90.88049095581002	94.64593005395729
10	5	15.201040721382014	78.32024724195	95.66684993353556
10	6	-2.0282416170521174	98.03815615870997	94.6758723265375
10	7	14.53642820805544	66.90776527590002	80.37709272868233
10	8	14.78917432684102	87.05102096271001	100.18540498559014
10	9	19.03360193051049	74.34982902805	93.26314083774923
10	10	18.93549237921252	74.96251793752	95.86697011764043
10	11	11.397210262162844	63.11457930286001	74.56060565405642
10	12	15.967096104373924	79.98773249306001	96.31237295240862
10	13	18.31806297323783	67.46890384951	85.4913292764686
10	14	20.06032470989157	77.23055284034001	99.73010210646316
10	15	17.188081415806664	77.91378273682	93.4581691751082
11	0	-26.49569799762685	110.83826321174	83.72095090174116
11	1	-8.610595859994646	102.88019106728	94.69408351925084
11	2	-25.98605125832546	109.43372987288	81.32939028806868
11	3	-25.256249245314397	106.58577790558002	80.03724885755219
11	4	-3.880159146065125	93.34395776177	90.69492681181872
11	5	-28.058278009149944	106.14325998939002	77.60688827960985
11	6	-3.0732463464373723	87.88725301242002	85.37694490642752
11	7	-9.503183946886566	102.75778842226	93.48510200020974
11	8	-16.46012789447559	103.17379552781	85.84012077676016
11	9	-6.705126019922318	100.40463343145	92.95918203311156
11	10	-11.697914926684462	98.08290814125004	83.22184384302818
11	11	-5.892656167794485	90.14096940243	84.06767845150898
11	12	-9.668984801886836	97.60109906364	88.98410321131814
11	13	-10.364384032058297	102.78616947189	92.19501990804564
12	0	3.2422758122556843	40.505945061480006	43.08027253198088
12	1	14.900133589282632	39.4920679808	53.92585761772352
12	2	7.294702541345032	40.52072479228999	46.67147500021383
12	3	8.828956995683257	93.73186285458	101.83256666554372
12	4	13.753809652640484	79.3303031315	94.20549453704734
12	5	15.063483143167105	57.2756193812	71.57133418545709
12	6	-2.227863084204728	62.768901024040005	61.61982019274728
12	7	-6.777531609433936	88.60620654909	80.81214352545794
12	8	-0.946149511175463	80.44053095847	80.37239061115542
12	9	9.039864923252026	57.33165967429	66.44454328369466
12	10	9.322508057812229	93.15216256256	101.89974306721706
12	11	13.976536884962115	65.63995770705	78.46507891829242
12	12	12.70329933456378	59.410961865420006	71.78431082132738
12	13	17.506413867871743	49.42379110913	65.48899644348421
12	14	22.887170154805062	81.64380951694	104.38456426659832
12	15	9.884536752244458	59.387960923760005	69.41168551260489
12	16	2.3031669215124566	46.32839337874001	50.35169715460506
12	17	-9.477373896923382	74.60338362355	64.48720788655919
12	18	1.45501533721108	45.53688102631	46.81920543170418
12	19	12.262160304671852	43.318487016830005	55.56916812737472
12	20	18.46828318107873	49.445219297410006	65.83899402883253
12	21	10.096731443452882	38.31128994246	48.23190002309275
12	22	5.438763355428819	47.68216275843	53.414947990415385
12	23	1.4787980718829203	72.67776157611002	74.164620021882
12	24	-2.338124594418332	74.49274895580001	72.57153384634876
12	25	-1.3301500176312402	79.89818240618001	78.89203072700184
12	26	1.7528991535655225	80.71646615742	81.58637173331226
12	27	-7.38052937228349	88.43026341254	81.9254430642759
12	28	-2.626067087985575	58.20209334478999	56.1617594625277
12	29	-2.34658342905459	78.81758552962	76.04808905019308
12	30	8.924897766730282	63.277689048560006	72.04915833953419
12	31	10.008953296666732	36.47368212596001	46.039087469980586
12	32	14.308820642210776	84.09085465601	98.92076137225376
12	33	12.780200473964214	56.17739244658999	68.13679594142013
12	34	-6.476308710349258	85.77072130433	79.56524296852876
12	35	10.497334822517589	48.6294192051	58.53123926441185
12	36	9.55543727564509	57.217669645590014	66.47770716401283
12	37	17.158775822928874	56.15724183217	72.78035260195611
12	38	4.831942948687356	41.64056209629	45.78303999122
12	39	12.476290208112914	53.33586063384999	64.95891398392268
12	40	54.81916986426222	25.55627847938	82.09261383448029
12	41	0.464570814743638	71.11555855786	73.300691831304
12	42	-2.9559965142107103	54.76326116115	52.531055978673976
12	43	2.7500002587330528	77.76313971366002	80.02799913054332
12	44	16.68012851610547	85.77290055938	101.79557006366667
12	45	11.135740820580397	78.50644094855	89.0949016114755
12	46	12.90289600600954	75.76899912014	86.74473070108797
12	47	13.132372953812592	52.59628834649	65.33508569074911
12	48	8.217366738972487	46.64209771971	53.782813161145896
12	49	11.056094236264473	119.05273566676	130.4262216508796
12	50	13.513637491938423	46.21985033462	59.46468223191914
12	51	12.259367553837365	59.1461581629	70.63355576866888
12	52	16.73344724078197	88.08999752694999	103.96959490154404
12	53	14.021322649234207	55.30266022433	68.62092263947125
12	54	7.265562676737318	20.22073800472	28.427602668845797
12	55	1.9717596146510916	43.32902815422	45.396400941797765
12	56	7.807378745026654	41.92400823037	49.32503049878869
12	57	45.45250011279131	0.2348752664999978	43.729261604195926
12	58	5.345006374351215	36.70122863844	41.91862812242471
12	59	3.6622932920290623	18.50468188603	21.402251685765805
12	60	17.571941139234696	52.18695045322	69.31806056475034
12	61	17.917681867955253	76.69485274552	93.73216034017968
12	62	15.527951885422226	56.34253616366999	70.89621250142227
12	63	13.246649405744392	83.35065511216999	98.11183804029132
12	64	6.859418222593376	56.89332269927	64.79210988202249
12	65	9.158274559595156	55.74538568862	64.14306776979356
12	66	6.949562918336596	42.26644184056	48.81921271819738
12	67	9.417515624634689	61.47096438934	70.1645662454248
12	68	1.8715703992929773	47.61780209262	48.70388976944378
12	69	8.40353215378127	57.87046837842999	65.99228444331675
12	70	16.33219700664631	82.18475596651	101.66807787801372
12	71	17.20589588204166	55.29409771216001	71.58405919006327
12	72	-10.381908015348015	72.96693834384001	62.45812541738269
12	73	4.629513180727372	40.60342579187	45.1649156275962
12	74	15.953844941337591	69.2776417253	85.12479702581186
12	75	2.631972819537623	86.04346487472	89.56732720887521
12	76	12.306544877239505	12.75127329119	25.9444464664557
12	77	9.201237502187723	62.96715558134	71.84507398674032
12	78	7.636617679527262	62.96182390126	70.32064011049806
12	79	9.874312285508497	46.13835080793	53.39185480508604
12	80	10.386054498056184	56.3071538248	67.03447800310096
12	81	10.916759630315935	49.96393965156	60.19937022071099
12	82	9.90019803008181	55.43765181465999	64.74514635917149
12	83	12.626409127755323	58.06396316597001	70.22003232207499
12	84	11.296704452834092	46.41889588079	58.06822020813706
12	85	8.494449225952849	44.87471034371	54.27291955056717
12	86	7.330638183426345	46.78153083938	54.91021444031503
12	87	7.080617028637789	48.82494104575	56.04798159407801
12	88	15.847876235377043	86.7523154311	101.5370804356062
12	89	17.060702568705892	51.71557412677001	66.50209637184162
12	90	10.233725072757808	56.73784149929	67.06909933232237
12	91	-2.8571848035790026	66.47795852779001	63.1030304041924
12	92	3.857528523280053	85.78298047877	89.51942049519857
12	93	-0.6048389241623227	117.22386793136	116.47821217856836
12	94	3.7700611427717377	67.12923754732	71.19025973122916
12	95	14.284618592821062	83.23606319397999	98.35236322729908
12	96	6.889392105542356	42.414024682290005	48.56064929516288
12	97	13.779555887536844	46.84352084467	59.90352654675371
12	98	7.3318593327421695	45.16394476369	52.93801859920495
12	99	11.508676736266352	56.97315492289	67.33649738604436
12	100	4.509889373934129	42.24990256308	46.05276950195548
12	101	9.907272010634188	56.71298184909	66.75636354912422
12	102	1.7023750944354106	73.92156274806	75.26501698716311
12	103	17.70348006565473	50.40725547489	66.56618030683603
12	104	1.299842514883494	120.7666817131	122.81094747886527
12	105	-0.6224387575057335	48.94253088094	49.78462039920851
12	106	2.7415813941915985	59.56337365961	63.57483566334122
12	107	0.4961760851729195	85.47711684379999	86.35062222616398
12	108	5.59534710252774	110.27874351331	115.84673094170284
12	109	-6.117036404175451	68.18090452483001	62.24133912083926
12	110	4.230819595366484	74.71894409954001	78.01300917731714
12	111	1.5560874403454363	124.54657999556	127.33897594865994
12	112	12.75367780297529	54.41847533916	68.12647157645551
12	113	13.015844226174522	12.19806536109	24.798693323042244
12	114	12.933287223888328	63.17996848481	75.05769027181668
12	115	-4.538712123176083	87.27532511265001	83.3206574934593
12	116	-0.0476125922286883	79.92896178941	78.26919963373803
12	117	3.804039905924583	71.05126938084	74.34585794107988
12	118	56.661543219408486	49.60774329625	112.16462471178966
12	119	-2.842325913778041	122.12346284633	118.41546614398248
12	120	-1.2420739439548925	51.30281860811999	50.13785112282494
12	121	13.902030132478105	74.44367997278	88.00136065171682
12	122	15.84621829999378	56.62101959207	72.12735323928064
12	123	-1.7239630676049271	55.48923212969	53.43533382599708
12	124	13.88003844144987	55.18384816144	69.36497335360036
12	125	10.642913850111654	52.043410187260015	62.30771069711773
12	126	12.04196615467663	55.04480477098	65.33913287869655
12	127	9.135254317283398	66.32479494826	76.30207488453016
12	128	13.470812462182948	58.66838935497	72.51176229966222
12	129	9.878579436131986	56.73789915153999	66.01980070924037
12	130	-5.414818928198656	70.50610970484	64.66404578601941
12	131	17.215086030133534	51.452410054240005	67.16441464421223
12	132	2.772584202612052	73.54258683573	76.1768772584619
12	133	9.157884340529565	36.28855152685	44.67050146200927
12	134	17.955557947512716	61.681415856650005	78.47779239245574
12	135	20.081948340375675	80.31118928864	101.13001634704416
12	136	15.781079182750544	55.5214920227	71.07250846974785
12	137	13.117030209104996	63.64112422038	77.8909916493576
12	138	11.469761618500344	36.53716417148	46.95605111843906
12	139	6.984847702784464	86.11746730282	93.08827464521164
12	140	-1.578618094237754	22.96162051941	20.927215594478184
12	141	-0.4696722950902767	85.55844802592	85.69138950220076
12	142	-7.312729092402151	68.92033614069999	62.18907850922551
12	143	-1.2148984070809092	66.40112652726	66.18124084573356
12	144	14.109595342422836	43.880135236329984	56.88784804157331
12	145	8.73051412566565	48.05275833970001	57.520606852311175
12	146	8.72992395676556	63.64820622277	73.24822367157321
12	147	3.960847856767941	38.27480068039	43.043292072747136
12	148	9.491305217292393	53.91376909393999	63.507626976352185
12	149	2.829641795542557	47.69217349512	49.85278380746604
12	150	-2.40167533303611	85.45355552227	82.31502007233212
12	151	-3.0150023343448997	80.91427794544	78.33324436520343
12	152	15.597923082619673	58.31042422863	72.56209040782414
12	153	9.128417225758312	48.47211388793001	57.842002003482776
12	154	11.777351573953638	61.653805041080005	72.63662554271286
12	155	9.440872173872776	86.32591939010001	97.6344843285915
12	156	10.884400706447195	58.03338902475	68.33549557407969
12	157	5.2489241853763815	73.99706182857001	79.66891555057373
12	158	1.6655462391499896	74.34426904506	76.98402490108856
12	159	17.21198586342507	38.28897160344	53.99764619942289
12	160	9.720060524938162	58.83133306219	67.86631695137476
12	161	8.336502668535104	58.49541876842999	66.59868233924499
12	162	20.386858431826116	88.26722976781	107.34745175950228
12	163	12.676752607425442	47.16842586476999	59.06038314534817
12	164	-10.197418706986356	72.18207444888	62.96239811767009
12	165	9.42445769099868	56.35216408942001	65.92454766176525
12	166	10.8938908468117	56.79261344288	68.00241085278685
12	167	-2.3332348517433275	87.90444491337	85.88482433141326
12	168	3.352863664564211	82.63202442810001	86.27048559868126
12	169	-0.2789463202061597	62.63150879402001	62.179727314272895
12	170	11.38635493585025	43.59046265925	54.538551139383344
12	171	5.299804540583864	41.56032169473999	46.09593258847599
12	172	6.448198460420826	78.81877547206	85.91690896163345
12	173	4.360594833036885	74.47710905342001	78.18703825920238
12	174	13.753563278587537	67.50152579865	82.28995979233878
12	175	18.145851641282206	68.70812282063	86.24585194530664
12	176	4.258422316721408	67.95832994239001	72.04117465595482
12	177	-9.298868362151552	82.72210491568	76.60599909781013
12	178	-1.6277578985027503	67.25624084189	66.27086933969986
12	179	5.003237337426981	40.85828102213	44.93285840307362
12	180	6.359221242921194	51.16012467719	55.526221813313896
12	181	46.98129058189807	81.59687827935	120.6368488460721
12	182	21.19974980063853	88.90951042416	111.43217824253952
12	183	6.142426032398362	64.78790357384999	69.41290774036315
12	184	7.447750596911646	67.7738173754	74.7551404881815
12	185	13.088862906617578	58.08595173412001	70.38248021993786
