Folder	Index	∆-ML_BH_R	HF_BH_R	CC_BH_R	DFT_BH_R
5	23	-5.872407775922284	85.9255683295487	80.0898369338829	82.89026038630982
5	24	1.5134173421981814	55.77834663298563	57.34842264250619	53.89334174868418
5	25	4.227398961369545	49.02833587769419	53.29681622405769	49.491179671138525
5	26	-1.0813993532135555	56.25550663316972	55.093002052017255	51.77621737550362
5	27	-0.2896325644269382	53.14772058729432	52.91400759015232	49.15891130565433
5	28	8.330971564458878	52.17433152880403	60.564592612267006	56.9471330033266
5	29	-0.070702557685081	63.29954155738233	63.29938013109495	60.24259326557512
5	30	1.0215029694211353	55.395245125633664	56.238658339658286	53.03201482762233
5	31	-3.3292553286380557	61.436972622730536	58.1064482620568	57.631587433599634
5	32	2.281514028462197	52.83349276392255	55.03591940621845	51.47979026081157
5	33	0.2988036132376237	58.57918979373062	58.89448994901613	55.22056803252781
5	34	-2.7938797883684856	58.89378428546479	56.14095853065373	53.085098713316256
5	35	-11.515543541373518	89.08931395536638	77.5609624972858	81.49530654528644
5	36	-1.3809541676973822	58.85017842968227	57.38326305022929	55.03717622524709
5	37	-11.985343415320358	94.70225630223284	82.71151765651302	86.7334954305843
5	38	-0.3548060806322155	54.88757555479242	54.50082120089792	50.80999795075331
5	39	1.0757660006033802	59.6548032098508	60.68922985851532	59.61446508357767
5	40	-1.170189889360472	60.97792926561669	59.89156024577096	56.44307938159909
5	41	2.8612235915084057	53.21517371980008	56.01577243502834	52.3928520049667
5	42	3.227706374034824	58.932503536576405	62.16410816673306	59.10741585091455
5	43	2.2727058006742027	54.843692968192045	57.00867101497715	55.42189891386079
5	44	1.386609815162501	52.73313864538795	54.12773504242068	50.9085048912093
5	45	2.030043253943404	29.486635297798784	31.5832908161683	30.31421489783679
5	46	5.746260460369285	55.19168425523094	60.9597296033171	59.1311362926208
5	47	4.790188343118871	47.16295120707946	51.89182166720275	47.08353177362005
5	48	3.55342401999269	49.228988768561976	52.70286660193233	48.61466714736889
5	49	2.1126483827538323	51.53738716465887	53.70345829811413	49.987812295235926
5	50	3.3984215247760403	44.31808478821768	47.66875053898548	43.563615159509936
5	51	5.007518741028434	51.38198206559173	56.36389286318445	51.8178146269056
5	52	3.94237887011559	48.804183929634746	52.67756187639316	49.04197640001075
5	53	5.124612979479025	60.03612210962456	65.08501329121646	63.54086926372838
5	54	-0.0479912113742102	53.16689341957681	53.112887097813655	49.28635045120609
5	55	-11.012866857870904	94.62921090147574	83.55034175133915	87.74702429168974
5	56	2.7583089196568835	53.13752997558913	55.89222135714954	52.17479505282245
5	57	-1.7311757753363963	57.632871925714426	55.897963521274505	52.67752959110658
5	58	-0.5743100093682187	73.393555769464	72.73045112044201	72.60388828901341
5	59	-3.150314503156096	65.26801998139126	62.10452341334894	59.57004517794121
5	60	1.827345328750198	58.91456676853704	60.73347680730512	59.42829674395034
5	61	1.7933293219384725	55.9380940994597	57.72623167329584	53.78500164052821
5	62	-1.2330613614490176	60.927963213587645	59.89206527947681	56.46217841896578
5	63	1.6985411601217493	52.99203645141097	54.63326225569472	52.15961867457372
5	64	-7.337947454830783	92.57913840108084	85.12288527720375	88.57575463067042
5	65	-0.9673227310786388	64.18143188304384	63.27587876789039	60.01888639293611
5	66	0.433969509717599	53.78132112088497	54.199244587216526	50.52721135842148
5	67	-2.213237020025417	54.89142903118045	52.776975110173225	49.54716231193743
5	68	3.320931896104412	57.70165567216464	61.07121983048273	57.82793485443108
5	69	-0.3343213965999894	60.47269953796058	60.046806224563625	56.44691902140039
5	70	-6.5849444335583485	52.4872010651452	45.79961616607034	44.21629628172377
5	71	0.2911230118681942	64.11621335172094	64.35770940262591	61.47129416023381
5	72	0.0605047425842713	44.69018624629825	44.81022284296341	41.71569220238598
5	73	-4.447824796399573	54.81148380917148	50.32903751425329	48.16658232989721
5	74	-0.2554027865887747	56.77727563827648	56.66333173139719	53.156686665228335
5	75	1.1866065938197607	58.75485619949177	59.99227642043843	56.54617544109351
5	76	-4.305605590068581	52.70093640458072	48.30444961445755	46.30911677243421
5	77	-3.1571135340445835	48.14294721352053	45.05310716002714	42.36984691614634
5	78	-1.3213665348359882	66.51685073564295	65.13197450796724	62.39665658847662
5	79	5.572586901612112	54.74671035323991	60.325783156295074	56.19829715244123
5	80	-0.592281509428858	61.40122592163971	60.69881858071312	57.25268301006872
5	81	-4.326353891439794	54.63119599901256	50.45483933595824	48.20111372155952
5	82	3.414783412745919	56.04725056354073	59.49925513326889	55.38244171394035
5	83	-1.1982017455029563	52.887056316336384	51.680413172522094	48.3132565721462
5	84	-1.6708992276592198	60.96882251620991	59.36259623983642	56.01359779216
5	85	1.5882276213662865	50.1810049849737	51.77441862528213	48.2150309747376
5	86	0.272865339049531	53.33344385153032	53.51018028304679	50.02105688871234
5	87	-0.5147347358106344	58.36258337224717	58.22583223530091	54.827402748400345
5	88	-0.950830147301076	58.67443592296331	57.81296833034139	54.21505975243053
5	89	-9.049241999325432	92.59478752783616	83.42018372565508	86.82737635451485
5	90	3.627888205864792	51.97068302688422	55.53409249847755	51.120536030153744
5	91	5.617829430134179	57.769948221422965	63.397550382389454	60.10998847841984
5	92	-3.6195073722497	58.471885119972285	54.76332803777768	52.48908514063805
5	93	5.635647464033582	59.28781665943097	64.96684232132975	63.31310136656976
5	94	-1.1341472417184375	55.55183094274253	54.49853355961386	51.4891091704776
5	95	2.1197393244679006	67.86422532773577	69.8836521981575	67.53486494178651
5	96	5.489830764378212	52.55959384239395	58.041291995177744	54.75434120502905
5	97	-0.9423914256294664	61.57793006789871	60.62950212752912	57.71591653273208
5	98	-3.621938835518449	52.41949195662164	48.935672569292365	46.423872423009016
5	99	-1.0674495938346809	29.835691998450784	28.74060134627507	28.493725187407108
5	100	0.5358431355687117	56.261486324539874	56.72822049178649	53.21757205339964
5	101	-0.5753129650779556	57.35372664948227	56.76928503639647	53.20096589930472
5	102	0.9522855988197988	56.18135892142891	57.61179426315357	54.067184037267
5	103	0.8784852152384701	60.08285041124327	60.981676661846	57.59259145168471
5	104	4.139527507283674	53.15507009610883	57.28507435019128	53.85249167043367
5	105	-13.172864515964648	96.41795497693238	83.23484788456699	86.30294150937698
5	106	-4.665130327368388	53.393854185182136	48.762685840105405	45.97668928676285
5	107	2.184334390782851	55.56437376624672	57.82132098838338	55.82473363331519
5	108	3.457734597466469	54.357013428467326	57.730440287530655	54.29341607843526
5	109	4.926669374295898	54.17604532183032	59.08570631965995	55.18928130948916
5	110	0.6902284806997159	65.52393601307995	66.16991794385831	63.37925847651786
5	111	1.5840372820971425	54.9588983063004	56.39889930933714	53.78675426889095
5	112	-1.4952060598825485	63.1344024525024	61.568754135776544	58.710007361194585
5	113	-0.2099193939334327	50.864850607467815	50.68914730430697	48.27285618145834
5	114	-3.516059031376244	55.83698127733078	52.4068661139172	49.991608119395096
5	115	1.953834517213636	51.59211990470067	53.50989432787173	50.27939662095741
5	116	0.9376247572649844	56.20326447029947	57.00982636612025	53.5299250256212
5	117	-5.631154913159207	36.626103144546505	30.84686634168611	30.772753221244784
5	118	0.0677763356961804	48.61815626156749	48.67746659021941	45.88475239672698
5	119	1.967032802724134	56.22827171027893	58.23028760118177	55.59545294113923
5	120	4.818211329546557	53.64467145185336	58.42482243530685	54.764808547566645
5	121	3.2956647097607856	48.72370600083377	51.94927098124754	48.69744424792589
5	122	1.488745702633878	51.08014716985053	52.56828549565398	50.26661627014983
5	123	1.976075731623496	55.720323102519615	57.75491482068901	55.88363347799168
5	124	-3.956615897933261	59.548038161156	55.48825204145396	52.42284731758991
5	125	2.713106002359837	57.1404409975803	59.934764841920696	56.85771666964865
5	126	2.354179733284127	65.76406224651146	68.19533834213507	65.63178723020246
5	127	-8.28852781019441	90.29475332016592	81.94856392257498	84.8886303488689
5	128	1.211330473988255	64.33048139797756	65.5495682033943	63.11068431689637
5	129	2.1845167537881025	52.25078994271462	54.34924651734764	51.01548210022156
5	130	2.1444205215466354	49.04942507072701	51.2243723445863	47.557490920851706
5	131	-9.673371214001236	93.16401817125734	83.40983399373363	88.41971766296774
5	132	1.3089450476350066	47.95578264302458	49.212721609685104	46.32587282237364
5	133	0.8680211517776115	57.88030385231832	58.69483098288765	55.22438922361471
5	134	-1.6577512608596408	56.00022477627499	54.34966853185324	51.96519683877705
5	135	1.0956900611677156	56.816456107393606	57.91725894453703	54.47256237405236
5	136	-4.069806969262572	58.383096042787656	54.18522356002359	51.92056707903976
5	137	-0.0688475739048044	57.60836049512727	57.35205473424867	55.12741352696321
5	138	-0.5440962287748334	58.34544681746047	57.64021221018629	54.27213086778647
5	139	-0.3724997430635994	57.16314906577463	56.79588809065172	53.34774391559768
5	140	-10.124153280845803	92.00240374077111	81.76537274519796	84.73998670576839
5	141	-9.09303557248495	94.74623113239068	85.68261252372758	90.1362119387486
5	142	-1.2226439433620726	62.88516024532146	61.650523475022055	58.67443822903442
5	143	-0.2763695343546715	63.73593911074568	63.44662858979427	60.603072030004114
5	144	7.67997486171862	43.220058483449975	50.94515096739633	45.38282960219658
5	145	4.142134928201358	56.18532309005968	60.27374392928323	57.27080426525208
5	146	2.689482880218748	53.54060452841805	56.003125837421976	52.4510000643204
5	147	3.212615374620327	45.04605052463012	48.24902274130727	44.51673368690536
5	148	-5.094186963396624	39.70513455415494	34.5517106190091	33.74255898411502
5	149	4.809232665225864	58.93509558174992	63.77978941210313	62.44643584714504
5	150	1.5175351342163594	29.495995717094047	31.08804645825876	30.02456538163824
5	151	-0.7844595659121296	63.2307531987899	62.33049486629898	59.38481080479687
5	152	-2.4110744600916405	68.71315701509593	66.18141149645089	63.53538538166322
5	153	1.304968002986243	59.01151248606038	60.36572694111965	59.13473148696357
5	154	-4.172053541147761	54.60313318984117	50.42237420091988	48.15204243248445
5	155	-2.198874605151559	57.34871320988168	55.24736479832791	53.11630241712555
5	156	1.9094268395347167	58.67234199325321	60.559706007596105	57.40561367452028
5	157	0.1258387745056097	62.68708325695479	62.78584386728471	58.79626665767864
5	158	1.801308599748154	56.320780510577606	58.17799470431055	55.17704750204575
5	159	5.144058432133534	48.54414460909902	53.58172903140076	49.65992319470388
5	160	-0.4521626038936119	61.136011735128704	60.63318034104304	57.72788052764372
5	161	1.167459119270461	52.49559292662889	54.584829753497615	50.76891956961481
5	162	19.784175428603703	6.977437351131812	26.761853903502924	23.829796527774302
5	163	-0.7644752019700718	56.3917273694824	55.63498624201748	52.06898241926683
5	164	5.44534431142074	48.04836062606773	53.42014361114707	49.794732603855664
5	165	1.2619944831267276	56.38946740125539	57.540328533999855	54.04555983131286
5	166	-1.1750454551593066	29.846037118171807	28.82800446334295	28.50422712127329
5	167	-1.6179299958480442	59.19754015415674	57.58097106419154	55.23477815909428
5	168	-3.906051013830165	55.75480145405163	51.746630240784725	50.02925042639254
5	169	-4.7971499837640295	59.0776350046508	54.40676962630823	52.586240712349536
5	170	4.817657686043731	46.66558755247388	51.421480775170494	47.79556012200192
5	171	-3.0391532082794583	78.4812192422105	75.39957272648462	78.52962176525034
5	172	0.3823819453355099	55.28593184746569	55.61178697663127	52.16798516904237
5	173	1.4757639750455382	52.98012549651321	54.46848981908988	52.033090434473706
5	174	1.0714397238375568	56.402409178350354	57.39939876194694	53.52828308954486
5	175	0.982039979901856	68.45908124325797	69.36317690953729	67.19173719850369
5	176	6.663356575489615	36.32195754654822	42.93280499477987	39.65934252506122
5	177	-1.3248419891815502	55.67206125095254	54.33142044165288	50.98767065478023
5	178	0.1565982228730718	62.11477859553997	62.20809452739195	59.4575471895223
5	179	-5.070831890147019	55.92640914142248	50.80782792009995	48.81387642590562
5	180	1.485751072406856	54.0207532212371	55.42083119417657	51.67183912987821
5	181	-6.756463037117101	78.07737906748662	71.35815230759908	73.32332841071184
5	182	4.872365761052606	49.27355626391363	54.20501211829833	50.0939662301098
5	183	1.0493266895350644	54.08332205511397	55.07871121226344	51.49666853348026
5	184	-0.4146046405121524	49.77808724628994	49.40876462665619	45.53749675236759
5	185	4.918828196497998	52.72298031891114	57.58080733180395	54.66851314736414
5	186	6.039887963712772	46.99015818949556	52.98475381915341	49.367612450616434
5	187	-0.9508515893148796	60.799184229719685	59.64682413847186	56.20506091439165
5	188	0.9453800113296892	60.970768856146606	61.86801082294551	59.2825703046401
5	189	-2.3743915651098177	60.07329166823183	57.588804851984605	54.76313663233304
5	190	-2.2126056256661286	54.00945568631869	51.79129920410924	48.59872053502477
5	191	5.517996448231315	41.76006598616368	47.191645884973696	44.12944893230451
5	192	3.184931605663678	49.792135946510825	52.82739776803646	49.11069557591691
6	0	-4.765907901935179	33.48943562750355	28.499624165619025	27.979547830531374
6	1	-1.4936994466897886	42.48015642521205	40.80290949513437	39.1132650252257
6	2	-5.32863214828717	44.26227510414901	38.84148770655156	36.58851618360495
6	3	-2.3578983614943354	28.448830227251165	25.851411877549253	25.16627023249748
6	4	-9.105820239425611	42.41041565142223	32.98330421865103	32.40391063658171
6	5	-4.579538357009142	62.5709347279917	57.92605437178281	55.72451096193981
6	6	-0.9378242270479404	34.42694423170178	33.45525014933082	31.412649380567014
6	7	5.066818189422975	-2.3164351197192445	2.7222377770522144	1.1245947676652577
6	8	-5.917763822928009	60.33137081228779	54.28069799215882	54.69463422882836
6	9	-6.980373011481788	45.82143177746912	38.6523929387331	36.7317289847997
6	10	-2.0778681065758065	57.68020211689873	55.519215911859646	54.76470016129315
6	11	-6.273646085532164	48.99892631190596	42.52218030326185	40.942444082786096
7	0	-23.300630954578764	71.23097144407802	47.92308689901256	52.60932467327802
7	1	-12.626484003708129	66.78444019489689	54.22490906281746	54.24538944812957
7	2	-15.205189809019885	39.37284312781412	24.187733981088968	26.0589991810848
7	3	-6.885112939905184	63.90706251919619	57.15412764172652	57.5591992684931
7	4	-12.624857541505207	70.9610343852255	58.28188405878609	58.68274015301722
7	5	-12.416320453701474	73.0871824886417	60.825478267885046	61.27012239905889
7	6	-13.487333965415472	72.6033901736082	59.03805788804311	58.97216597851366
7	7	-11.626257159323586	64.20385860826354	52.61480624921387	51.33385627344251
7	8	-10.291868312942825	64.65598830755334	54.33888756105444	53.032356128969695
7	9	-31.37237832680057	83.59988117672037	52.14256052681594	59.45504277580767
7	10	-9.252792213620296	52.8749747107795	43.61683279843419	43.01902047553449
7	11	-12.843282674774173	74.0220598441665	61.20209274406079	60.42596431801212
7	12	-15.443649777930204	31.70609472086653	16.206075148074888	18.1125981581572
7	13	-8.898471773856272	57.2906989037001	48.33443800886744	48.98344091750914
7	14	-12.681329612586069	72.91249155896367	60.29562180512585	60.3070185019169
7	15	-11.332698700055744	65.5600563007174	54.10266092582606	52.65324415732175
7	16	-12.143022031603095	67.82082010176964	55.73470387974521	56.67988715149113
7	17	-12.36190029548743	76.28834673075471	64.15720410150243	65.38247353417682
7	18	-11.48646977628914	70.37806866978644	58.83123390033143	57.49476480783778
7	19	-17.4018755568884	82.87930876485188	65.50551035400713	66.5229757107154
7	20	-26.968297269929508	74.98975055431947	47.8976207471278	57.38225528891781
7	21	-9.651123013445158	57.90682388731511	48.08712138677947	49.34603436652105
7	22	-12.562535848232985	66.43405288027134	53.99274806425092	52.958545106317615
7	23	-14.681144312307651	75.48092927559628	60.786023374064825	61.49348105210811
7	24	-12.243809698679115	72.84865437555709	60.32197580166394	60.17121055573807
7	25	-4.1935302992942525	56.403449224919314	52.1305596344755	51.364042991481256
7	26	-6.5301486632329215	62.30282178631751	55.8527249537583	55.49247679833206
7	27	-14.30558835446186	41.622708347509615	27.33042500517331	29.047788676893106
7	28	-7.455208950416818	56.999063844035845	49.63178197838715	47.26534852138138
7	29	-11.266949749116748	59.55028198668151	48.18796439643484	46.26673083822243
7	30	-14.506822502135492	41.84772969147889	27.392262808542	29.704749902215557
7	31	-5.78255651798554	57.04792527898098	51.31169474855415	50.63978083568509
7	32	-12.997507509148818	73.7588104463066	60.67444782162784	59.94939928906388
7	33	-12.6604207219184	78.36340110414312	65.81114799209172	65.30693063797662
7	34	-6.7812086979142805	68.67751408804907	61.91876094552572	63.17175188614056
7	35	-15.2127767155514	32.402884426526725	17.068052386603085	19.027557814348256
7	36	-9.634032572865408	63.190082995570265	53.65973252564436	52.699751074338565
7	37	-11.333844730629153	64.69580525750644	53.73833560326602	53.79825704579707
7	38	-17.475852579084403	44.46263973379973	27.133980728540337	30.448316337366123
7	39	-12.512867701286725	48.37376376165776	35.72828234915505	39.17796468624147
7	40	-13.14122394175638	67.2716708900698	54.15788947526016	53.67971018329263
7	41	-28.6522310960504	94.89155400596792	66.34808184506255	74.26378419800312
7	42	-12.87028440244876	70.84162965719588	58.25871938472847	57.36405562661821
7	43	-6.296418578558587	55.09246242695372	48.73880397208268	46.4148325502174
7	44	-9.123966454640597	68.47396013594698	59.271228954108665	58.26269047171809
7	45	-15.093068898340334	43.52410953165963	28.363880789926043	31.441772991151083
7	46	-17.693272803709533	62.6907937557844	45.042685939290095	47.70731758812326
7	47	-11.139162509713517	64.28967513542739	53.0996339986159	54.91629559962894
7	48	-13.673455189381002	74.45363075111527	60.58844219506136	59.91147333296249
7	49	-11.747719307044918	65.25899855731404	53.457451535156	54.04263340312173
7	50	-15.480529043240496	29.971363885328174	14.55864826781908	16.83323016014765
7	51	-8.284380801675525	69.4114295366453	61.381356650206726	62.39580102905165
7	52	-11.755079457108875	64.85477326560067	53.07292486418737	54.79351936804596
7	53	-11.33523531431456	70.57730562140932	59.16573225479806	59.582664102490526
7	54	-11.37135443610623	62.47229172821972	50.9638971730019	49.79257410368882
7	55	-7.654322179340397	61.14053628372494	53.46969917917159	55.1508480135235
7	56	-14.38658004621766	22.435117111512227	8.010849320184207	11.115203904162628
7	57	-5.392465472950335	57.854030568909366	52.52094377399772	52.34648114722222
8	0	-16.51561036631506	54.65228288597427	38.087530029763	47.65680499281734
8	1	-16.73657281984765	55.69675025052857	38.90889241115656	48.98532729916042
8	2	-17.084437387143907	54.23714517633198	37.360721950564766	47.24427316486253
8	3	-6.076891450482663	19.685865796229336	13.383570883917857	14.523337417718722
9	0	-14.15298382497781	36.23555988472072	22.04262981787906	23.71915032956167
9	1	-14.20975519521562	36.541451192781096	22.351685081404867	24.29121515763109
9	2	-10.53919989572728	37.59468631152413	27.162477082631085	28.982577063899956
10	0	0.1496543836053661	40.85153570887633	41.00659720046679	44.64649045295664
10	1	1.7626778628084594	17.854048571694875	19.55037378432462	19.00056272480288
10	2	-2.172155952523781	36.33750751145999	34.15528452361468	37.23786731189466
10	3	0.3349385908963995	42.22112255988759	42.57469227869296	46.04466820775997
10	4	-11.219255307218418	31.986803526117	20.919732332462445	23.150344006717205
10	5	-3.4219208552308373	26.014512398920488	22.516909511643465	21.814908042550087
10	6	-13.24434923254762	41.99882932042237	29.05167443852406	31.76839143611141
10	7	-1.9941891020876028	17.719425955758197	15.685777428356232	16.956467609707033
10	8	-7.88150352906905	39.80356078146724	31.94802662279108	32.86277411869378
10	9	-1.143409750970477	19.964900380116887	18.82394851607387	18.88204584145569
10	10	-4.283518153422847	26.64637414063327	22.394919656711863	22.851168032793797
10	11	3.4175108439735595	14.482971618359445	17.80711041582981	17.064254256314598
10	12	-10.420315568456772	29.40311563626165	19.18490464115166	20.940134310658323
10	13	1.2234140907623896	17.06255928016617	18.251385572599247	18.328275225387188
10	14	-1.0743817462539482	43.69312517391518	42.56687924574362	45.68116385326721
10	15	-2.067780084152673	37.38252603152068	35.33334598795045	38.59824133332586
11	0	-25.10135173541676	93.67232652904931	68.18864376287092	72.28073128516553
11	1	-27.69217910127168	96.93989693884214	69.13398846093332	74.66390464949654
11	2	-27.788126350665152	98.47830341439112	70.37478018540423	76.45489485666621
11	3	-22.66242753992969	93.29218142907484	70.39371318434132	73.66934337868588
11	4	-22.364874792598584	94.05973811855074	71.59371940107667	75.0404476369149
11	5	-25.92669927176439	92.86112478020368	66.77868419425795	70.30955934803933
11	6	-27.876968867374217	114.25508607240045	86.06026243424276	93.26865700498456
11	7	-25.375743427937323	94.42254603392212	68.81670276221121	72.90059213456698
11	8	-21.12164115078167	91.11152658247738	69.84991410144721	72.9363019381708
11	9	-25.07145733318885	94.98167139099678	69.6699768169783	73.79061142745195
11	10	-25.056055587212768	93.74945601521176	68.55011875819764	72.72217225731583
12	0	-19.687245271225493	69.69876604457386	49.98366363934474	51.25297247275012
12	1	-13.20260850893419	44.88908881484531	31.72085369686829	32.62425753608113
12	2	-10.960472025788247	42.6546305824304	31.7610603759822	30.42860157400719
12	3	-39.8742048595941	67.27726777052158	27.27595746546285	41.05510119142127
12	4	-23.17958479622257	94.73189878309496	71.71739961998537	75.30047312093666
12	5	-19.454156200083844	81.06083688320359	61.54585696817958	60.363231751776766
12	6	7.448260454349565	25.383183363999706	32.894621221581474	34.06037508358713
12	7	-23.39536589172917	96.14113423944218	72.62630578997778	76.85656730676419
12	8	-25.039026762193544	49.95266978969448	24.96704711738857	24.01631078092032
12	9	-20.76598203598041	74.24470360926352	53.53890494004008	52.137429476541
12	10	-19.14268280635042	77.04858619670267	58.00798052511527	56.46362203132594
12	11	-40.79636421622854	67.83905435539782	26.902908204414416	40.61428055749275
12	12	11.648976615836546	27.129451567743672	38.8421380239306	40.48632715383428
12	13	-16.767728699639065	66.86831499429536	50.15600466329488	50.291088497207966
12	14	-10.3689005017211	73.10244880439132	62.76128170269658	61.39697349170456
12	15	-16.672446489049435	56.73660082288552	40.00664890339249	44.25180314944009
12	16	-23.325723744020934	81.36043948386214	58.11057846923359	55.95044321138994
12	17	-20.79638414113788	66.96173239406198	46.15632216728409	47.71155618157354
12	18	6.316735484770334	30.99947645960492	37.309459875919856	49.19118042301852
12	19	-17.475002390734062	73.82829985627905	56.44094855443109	59.42421727074543
12	20	-19.10754748865156	88.24694540016935	69.3391405333823	73.91760549764149
12	21	-12.12045843922192	71.33152158028679	59.17672999802744	57.47332970122807
12	22	-12.8971403017772	50.68723094352754	37.75342601662851	38.30064733710606
12	23	-20.15506019086797	65.90042134819669	45.76754998465185	46.62229763096548
