Folder	Index	∆-ML_BH_R	R2S_BH_R	DFT_BH_R
5	22	3.965883981024312	61.81838837830583	65.95325617617345
5	23	11.796581281413369	71.26910725442576	82.89026038630982
5	24	4.412661328912073	49.15765448665479	53.89334174868418
5	25	4.024645408447732	45.50110895821126	49.491179671138525
5	26	3.653319269429957	48.129505014861934	51.77621737550362
5	27	4.932215115830438	44.140326758875744	49.15891130565433
5	28	4.71901083386949	52.38785932009341	56.9471330033266
5	29	4.662598988785113	55.44115476537263	60.24259326557512
5	30	4.91872923032669	48.32751512664254	53.03201482762233
5	31	5.918306884076948	51.64197757048533	57.631587433599634
5	32	4.374163384462207	47.07885041087866	51.47979026081157
5	33	4.174447549781384	50.9907677336887	55.22056803252781
5	34	4.347446562385393	48.73959957313491	53.085098713316256
5	35	12.26486844500048	69.13810944376746	81.49530654528644
5	36	4.689506161403408	50.51635889886529	55.03717622524709
5	37	12.005337270566804	75.00512525637168	86.7334954305843
5	38	4.454933754763097	46.22795162879629	50.80999795075331
5	39	3.923829859468114	55.659576079720864	59.61446508357767
5	40	4.002405494145634	52.29898261150811	56.44307938159909
5	41	4.499654240251935	47.97813326728647	52.3928520049667
5	42	4.067461627605738	55.01286081230501	59.10741585091455
5	43	4.955521854903829	50.76795562397456	55.42189891386079
5	44	4.004718430777501	47.027901964553166	50.9085048912093
5	45	2.3965525880282925	27.90671459006262	30.31421489783679
5	46	5.184122131215986	54.083252872369485	59.1311362926208
5	47	3.032892357213349	44.23249656395637	47.08353177362005
5	48	4.296689184834648	44.39424110439722	48.61466714736889
5	49	4.942513593745545	44.97795399298775	49.987812295235926
5	50	4.058153393259339	39.63503403033246	43.563615159509936
5	51	3.3173745123419	48.60889269801555	51.8178146269056
5	52	4.257055507696862	44.72811912064208	49.04197640001075
5	53	4.2760193670926085	59.326113896036986	63.54086926372838
5	54	4.468989081595183	44.85034650284797	49.28635045120609
5	55	12.422266614095156	75.41662856814219	87.74702429168974
5	56	4.563774062154117	47.668024120648624	52.17479505282245
5	57	3.938037054900917	48.67502674704883	52.67752959110658
5	58	4.924350792290561	67.67105569891282	72.60388828901341
5	59	4.107480348830833	55.36892802658258	59.57004517794121
5	60	4.157972588579874	55.2711844019068	59.42829674395034
5	61	4.103787925598951	49.6425352760707	53.78500164052821
5	62	4.023360369215617	52.255369837454055	56.46217841896578
5	63	4.379014717942468	47.63615626294632	52.15961867457372
5	64	12.168502220783182	76.66340229011257	88.57575463067042
5	65	4.031719861787977	55.77521265667747	60.01888639293611
5	66	4.589028895165704	45.958987739897566	50.52721135842148
5	67	4.227738603183411	45.17942323978059	49.54716231193743
5	68	4.602758852387673	53.26010557735572	57.82793485443108
5	69	3.46847587870888	52.87077762701665	56.44691902140039
5	70	6.007861247187506	38.36292099149432	44.21629628172377
5	71	4.4204583917722005	56.82504168045125	61.47129416023381
5	72	5.271535759200745	36.50930429820437	41.71569220238598
5	73	6.015440970282668	42.09922033641488	48.16658232989721
5	74	5.6107409024603	47.299167331220815	53.156686665228335
5	75	3.9568622423134414	52.50703805132071	56.54617544109351
5	76	6.081420264325828	40.52417009076453	46.30911677243421
5	77	5.906313054918215	36.3818282551656	42.36984691614634
5	78	3.767293196252439	58.47940989167546	62.39665658847662
5	79	3.0955578906511434	53.19286460510921	56.19829715244123
5	80	3.410306327908508	53.84049539029365	57.25268301006872
5	81	5.47526922972223	42.59124539268669	48.20111372155952
5	82	3.3753863751337434	51.95522299958975	55.38244171394035
5	83	4.35841691459234	43.81453620022512	48.3132565721462
5	84	3.9021803169326006	51.98096818831982	56.01359779216
5	85	5.090168095543199	43.15866806154372	48.2150309747376
5	86	4.713886195544433	45.38048200251069	50.02105688871234
5	87	3.9970690638576585	50.84609287144849	54.827402748400345
5	88	4.340470600052569	49.77085304193315	54.21505975243053
5	89	12.011691118906356	74.76971728305216	86.82737635451485
5	90	4.333347418165694	46.96929038109374	51.120536030153744
5	91	12.589157749771443	58.5344608721789	71.09276055212831
5	92	4.8167710214176935	55.32534061948536	60.10998847841984
5	93	5.535297173609955	46.87030146786128	52.48908514063805
5	94	4.382938509918468	59.1533600819821	63.31310136656976
5	95	4.470643216439612	46.91163582497393	51.4891091704776
5	96	3.976869177820532	63.516687604016624	67.53486494178651
5	97	5.811784970222057	48.891997530765366	54.75434120502905
5	98	4.519624952025566	53.06254745920887	57.71591653273208
5	99	6.284988942645512	40.18851177298348	46.423872423009016
5	100	3.651244808017559	24.8684779125324	28.493725187407108
5	101	4.238137644844947	48.94277071428951	53.21757205339964
5	102	4.386692817600178	48.64784947637236	53.20096589930472
5	103	3.7194668691183352	50.40693492835271	54.067184037267
5	104	3.984954441256612	53.46720860194182	57.59259145168471
5	105	3.55224526510866	50.34767994581489	53.85249167043367
5	106	12.831169336404336	73.49515748268459	86.30294150937698
5	107	6.123289000607812	39.87706740020076	45.97668928676285
5	108	6.875484234481583	49.06009996132343	55.82473363331519
5	109	4.208037404025518	49.948841680336045	54.29341607843526
5	110	2.4855695829090223	52.89197981846519	55.18928130948916
5	111	4.201644585112781	59.11664251697948	63.37925847651786
5	112	7.879958494049902	45.83043936503236	53.78675426889095
5	113	3.9572118309325783	54.50532730075065	58.710007361194585
5	114	6.332614493661666	41.98619194721687	48.27285618145834
5	115	6.074148103580306	43.92860463596298	49.991608119395096
5	116	4.452923984192935	45.864546436147066	50.27939662095741
5	117	4.056200753906992	49.64289502610336	53.5299250256212
5	118	7.277395384672573	23.37536073848605	30.772753221244784
5	119	5.463617568660297	40.562582631915575	45.88475239672698
5	120	2.810320878008895	52.810542556253495	55.59545294113923
5	121	2.1823061182708443	52.4784771266568	54.764808547566645
5	122	4.170687507527418	44.56653831264703	48.69744424792589
5	123	3.230913062046426	47.26942107631476	50.26661627014983
5	124	6.399517337198731	49.42583430488594	55.88363347799168
5	125	5.116593298663851	47.27132821275154	52.42284731758991
5	126	5.480142064657521	51.43102568166796	56.85771666964865
5	127	3.955501199158647	61.62151055675349	65.63178723020246
5	128	11.92553997868228	73.18263847200433	84.8886303488689
5	129	4.48771183822987	58.62587658580742	63.11068431689637
5	130	4.155519301309766	46.65446989252814	51.01548210022156
5	131	3.701402544072849	43.85880851600086	47.557490920851706
5	132	13.88435327259861	74.51089096581563	88.41971766296774
5	133	4.587502924363619	41.89918086543912	46.32587282237364
5	134	3.810510292543	51.49840501928702	55.22438922361471
5	135	5.1252175092988494	46.739193333050935	51.96519683877705
5	136	3.525435417633261	50.96045879280428	54.47256237405236
5	137	5.536827464042716	46.41175392005243	51.92056707903976
5	138	8.012180017645264	46.89386278938037	55.12741352696321
5	139	4.654445531996345	49.7066514963517	54.27213086778647
5	140	3.930798120850014	49.14409237130894	53.34774391559768
5	141	11.4339080792476	73.2526283034531	84.73998670576839
5	142	13.224479257614403	77.00198473001365	90.1362119387486
5	143	4.403399920624551	54.23144221576513	58.67443822903442
5	144	4.43234622448233	56.20050408056704	60.603072030004114
5	145	2.0146923481556698	43.51334931573365	45.38282960219658
5	146	4.770578454463333	52.31759045171202	57.27080426525208
5	147	7.893237914294488	44.31739987948095	52.4510000643204
5	148	3.4863038200949745	41.44342599262018	44.51673368690536
5	149	5.46629595707428	28.13334558482165	33.74255898411502
5	150	4.489352382447549	57.82365705750999	62.44643584714504
5	151	2.5386807999094003	27.51526964912773	30.02456538163824
5	152	3.2286115291124418	56.13895453847363	59.38481080479687
5	153	4.174085536409407	59.41127318757936	63.53538538166322
5	154	3.991765753260978	55.23201546326163	59.13473148696357
5	155	5.616715568743331	42.709351792087546	48.15204243248445
5	156	5.635999210250063	47.496540962165454	53.11630241712555
5	157	4.032402763475446	53.32495282814489	57.40561367452028
5	158	4.942720810411004	53.82449573784834	58.79626665767864
5	159	4.881964458488262	50.014138618687866	55.17704750204575
5	160	5.199111715895562	44.46738336095586	49.65992319470388
5	161	4.107572857662468	53.6929102425056	57.72788052764372
5	162	4.814510555990907	45.99244449369144	50.76891956961481
5	163	3.522738849817628	20.479483608796727	23.829796527774302
5	164	4.192545334379716	47.668423074210295	52.06898241926683
5	165	4.033928788517997	45.88581781031098	49.794732603855664
5	166	4.3064937103739	49.83445961636608	54.04555983131286
5	167	3.348447059646261	25.259097273286898	28.50422712127329
5	168	4.688832117166399	50.76665037701605	55.23477815909428
5	169	6.349181390562208	43.77758341401932	50.02925042639254
5	170	5.497147196841553	47.1838582190685	52.586240712349536
5	171	3.482309711218491	43.37477867375128	47.79556012200192
5	172	12.66363157543229	66.19392434073961	78.52962176525034
5	173	5.515510239256443	46.54818220442394	52.16798516904237
5	174	4.274934644690703	47.66699329842231	52.033090434473706
5	175	4.003657106270325	49.51253867670312	53.52828308954486
5	176	3.847796344560479	63.39651956016314	67.19173719850369
5	177	5.189244210289878	34.36478588185855	39.65934252506122
5	178	4.357701955261781	46.482700778899016	50.98767065478023
5	179	3.387416309495947	56.057768640021095	59.4575471895223
5	180	5.540008952563596	43.48785318469163	48.81387642590562
5	181	4.4851185322005165	47.086619628127664	51.67183912987821
5	182	12.201025747201475	61.13175238686381	73.32332841071184
5	183	3.93581400781342	46.279379741841694	50.0939662301098
5	184	4.103521357589074	47.49052898553782	51.49666853348026
5	185	4.002576451623355	41.3261221126304	45.53749675236759
5	186	3.8077287908630666	50.73327203036752	54.66851314736414
5	187	4.301808170440438	45.06217931807623	49.367612450616434
5	188	3.891026372834702	52.25457423637272	56.20506091439165
5	189	3.9347984205553246	55.13892322216998	59.2825703046401
5	190	4.624489139861922	50.172211863828124	54.76313663233304
5	191	4.285124365837632	44.318705126439454	48.59872053502477
5	192	5.1040926245255065	39.14985344916931	44.12944893230451
5	193	4.327835419010995	44.84826871572295	49.11069557591691
6	0	2.9930751314342103	25.08868183445884	27.979547830531374
6	1	2.943007379580088	36.11216331488686	39.1132650252257
6	2	2.4681047661246325	34.28885786863975	36.58851618360495
6	3	3.104861783638917	22.28234787340625	25.16627023249748
6	4	3.7247122829214376	28.846513141703326	32.40391063658171
6	5	2.4316003961826524	53.25978503085207	55.72451096193981
6	6	0.5766576507883556	30.99429698145832	31.412649380567014
6	7	-0.9360865984666732	2.347827922931174	1.1245947676652577
6	8	2.5134386360900507	52.35628894797992	54.69463422882836
6	9	2.9592329136827686	33.88556423722184	36.7317289847997
6	10	1.89238036065683	52.97704917244846	54.76470016129315
6	11	2.473668887769975	38.29260600125417	40.942444082786096
7	0	13.812813227932388	38.86699306196533	52.60932467327802
7	1	8.147940535823643	46.13746988153434	54.24538944812957
7	2	9.144540994310049	16.799143843818456	26.0589991810848
7	3	8.682343792113322	48.89970448354143	57.5591992684931
7	4	10.839971875172346	47.97294687086833	58.68274015301722
7	5	11.314763938898809	16.166843944985885	27.46293063045596
7	6	5.424852785996052	55.8999467586691	61.27012239905889
7	7	7.988421237833734	50.71819250786211	58.97216597851366
7	8	7.712326101469898	43.84977325538057	51.33385627344251
7	9	8.337847719386275	44.94414210144896	53.032356128969695
7	10	13.659789934840695	45.81051474745618	59.45504277580767
7	11	8.462126176538916	34.53520362675772	43.01902047553449
7	12	6.867614322367189	53.55828762651072	60.42596431801212
7	13	10.241921057659653	7.849482978577726	18.1125981581572
7	14	10.122964488465698	38.99886681855424	48.98344091750914
7	15	7.5521312442902016	52.73748101282399	60.3070185019169
7	16	10.07227672336871	46.50581241288455	56.67988715149113
7	17	12.07001351843354	16.68004121357808	28.71624442367465
7	18	6.315314245142808	59.12668784504058	65.38247353417682
7	19	9.05795283223911	48.849272601364646	57.49476480783778
7	20	7.855789298385524	58.528317448392045	66.5229757107154
7	21	13.1494269258556	44.33857209177222	57.38225528891781
7	22	10.159588136090385	39.29847633745521	49.34603436652105
7	23	8.576582680613825	44.4769421039673	52.958545106317615
7	24	7.638648418884415	53.850750572484685	61.49348105210811
7	25	6.954086546259042	53.14469038503012	60.17121055573807
7	26	6.989421347337924	44.32406447964604	51.364042991481256
7	27	8.841945866268262	46.85930603070301	55.49247679833206
7	28	8.073686810873113	21.023962988256244	29.047788676893106
7	29	8.517849475256476	38.862765998987015	47.26534852138138
7	30	8.841702577560284	37.59169992496027	46.26673083822243
7	31	8.345736960196	21.186323254718445	29.704749902215557
7	32	9.211517568234818	41.4044184802915	50.63978083568509
7	33	6.807992055078962	53.02103092096513	59.94939928906388
7	34	7.278794481272506	58.01474889929523	65.30693063797662
7	35	8.831758993802715	54.45374237350188	63.17175188614056
7	36	11.00107241928751	7.962901096936548	19.027557814348256
7	37	8.936552293269258	43.91935490895412	52.699751074338565
7	38	11.633440113508025	55.54993533677771	67.1336098939646
7	39	5.695464252211778	48.10951352069969	53.79825704579707
7	40	11.740488263077452	18.681692742276937	30.448316337366123
7	41	12.018571857422089	27.352044598927023	39.17796468624147
7	42	12.679693352780523	61.45477794366889	74.26378419800312
7	43	8.998044301703004	48.47998918528901	57.36405562661821
7	44	8.259951737539964	38.38239130936563	46.4148325502174
7	45	7.642033303152147	50.8147623326804	58.26269047171809
7	46	8.60904893100846	22.85359634549241	31.441772991151083
7	47	12.546493049153815	34.840836652729195	47.70731758812326
7	48	11.924577849636629	42.86189503339119	54.91629559962894
7	49	6.991071096034773	53.125796589651145	59.91147333296249
7	50	8.909955769053823	45.412259922683006	54.04263340312173
7	51	10.52526950426936	6.173264564597048	16.83323016014765
7	52	8.87076413811539	53.471122036717134	62.39580102905165
7	53	9.698703767143163	45.13863542594481	54.79351936804596
7	54	7.446957232908431	51.99308438520529	59.582664102490526
7	55	10.367170626508972	39.59415166685358	49.79257410368882
7	56	10.2491342181077	44.98699617187958	55.1508480135235
7	57	8.626878436406109	2.685769269737648	11.115203904162628
7	58	6.715134651316575	45.58480157653685	52.34648114722222
8	0	7.254057069370262	40.06804163136985	47.65680499281734
8	1	7.500118239789508	41.08134680174408	48.98532729916042
8	2	7.271756558445048	39.574609860166674	47.24427316486253
8	3	-0.0663618014403368	14.05054745808593	14.523337417718722
9	0	9.881719371898136	13.835767459851922	23.71915032956167
9	1	10.221995711714564	14.354485507908976	24.29121515763109
9	2	11.003541325724122	18.100408166414127	28.982577063899956
10	0	5.347639970336694	39.29507946688682	44.64649045295664
10	1	4.316704642615726	14.629957182798536	19.00056272480288
10	2	5.380480314227654	31.97513701679418	37.23786731189466
10	3	5.038252895030851	41.02953126555076	46.04466820775997
10	4	3.3877289793551952	37.17086617302266	40.56581115789595
10	5	4.31270427857006	18.894890762749128	23.150344006717205
10	6	4.709750389740137	17.150430533540202	21.814908042550087
10	7	4.711689361499253	27.27979710529325	31.76839143611141
10	8	4.5640632195302615	12.250879434286617	16.956467609707033
10	9	2.3249655738992416	33.147525499691255	35.81984334654408
10	10	3.5312315048593064	29.51183394319378	32.86277411869378
10	11	4.640983500630426	14.234172180411406	18.88204584145569
10	12	5.020765280704936	17.945097617135616	22.851168032793797
10	13	3.653591730189128	13.478669423348038	17.064254256314598
10	14	5.563916224195808	15.000631171074929	20.940134310658323
10	15	4.434440210514424	13.740987160854274	18.328275225387188
10	16	5.662432786900077	39.827025247213896	45.68116385326721
10	17	5.441219965200936	33.317470496171154	38.59824133332586
11	0	5.495374277952557	66.68712319686892	72.28073128516553
11	1	0.9716525476101588	73.42475024893065	74.66390464949654
11	2	5.187530554084411	68.52825241282699	73.66934337868588
11	3	5.428181146550926	69.63111689439393	75.0404476369149
11	4	5.575748982920473	64.63723057150492	70.30955934803933
11	5	6.978272348270394	86.29263789922697	93.26865700498456
11	6	5.421297191851387	67.28400847158628	72.90059213456698
11	7	6.195468399592244	66.79277901633759	72.9363019381708
11	8	5.703434665244394	67.93287993312697	73.79061142745195
11	9	5.86346190381154	66.84259978469345	72.72217225731583
12	0	0.9929358687849046	50.06843550771009	51.25297247275012
12	1	7.050429142084489	25.447343399951933	32.62425753608113
12	2	1.3702448695968386	28.84426700999029	30.42860157400719
12	3	13.996517964925218	27.119789050659165	41.05510119142127
12	4	11.303953913720347	63.87254265797674	75.30047312093666
12	5	2.1773225074756084	58.14792329070042	60.363231751776766
12	6	4.79597038546018	29.31333955255104	34.06037508358713
12	7	8.415567364349876	68.24190982969594	76.85656730676419
12	8	3.82139045644535	20.07194677181542	24.01631078092032
12	9	3.6645815726585615	48.50966395140858	52.137429476541
12	10	2.4011409772839443	54.21807611818076	56.46362203132594
12	11	14.136552292508767	26.43582812364912	40.61428055749275
12	12	5.691470553506775	34.700614850298734	40.48632715383428
12	13	3.9676726102437527	46.35694738512393	50.291088497207966
12	14	4.115161630234539	57.4608445300255	61.39697349170456
12	15	9.149368463609823	34.901775080972584	44.25180314944009
12	16	2.3703081752710347	53.582367818278726	55.95044321138994
12	17	2.5368036735734165	45.31053137453273	47.71155618157354
12	18	12.78305378915872	36.62225658641546	49.19118042301852
12	19	8.902120805713018	50.55600981035968	59.42421727074543
12	20	12.204967891621225	61.725178526568925	73.91760549764149
12	21	4.776934648616475	52.86927175024175	57.47332970122807
12	22	-0.6111877113201345	38.90735655519529	38.30064733710606
12	23	1.6169793375759696	44.97820305076311	46.62229763096548
12	24	5.659575137055938	54.67570122994948	60.34708912172937
12	25	6.4853803559427305	58.893546758190496	65.45088138795109
12	26	3.179279882951249	58.00261886589578	61.43304304537014
12	27	4.858411244968835	49.903540848376	54.79087889500079
12	28	2.1248458611725454	22.73790903459303	24.699342353647808
12	29	1.7006571725522477	43.29578586688149	45.27629746851744
12	30	10.541538612235705	51.68381465532002	62.35261026938679
12	31	2.138554648806398	52.85555051473784	55.09728907328099
12	32	11.902946900641297	41.02945055236341	52.79023282157141
12	33	1.2511947058721944	30.564204278198304	31.79272529779701
12	34	11.259273865367732	64.50072157397517	75.90632908575935
12	35	2.210578499450598	48.994134256849065	50.95526086594327
12	36	2.674042795310477	52.73040131651214	55.36239487360581
12	37	9.14620129981892	50.330933120218106	59.15450159652392
12	38	1.582776693687606	49.27751351433108	50.88341001980007
12	39	2.244399160581885	50.50083199489745	52.53534530609613
12	40	1.8301236785045132	60.08973639601027	61.8625546139956
12	41	0.925473401973818	29.689654237008654	30.610505953227403
12	42	2.1141222069967824	22.33031454536831	24.29168560000835
12	43	15.262932794175732	24.448444373876555	39.723511785356095
12	44	0.302535248659737	27.26817671780009	27.613130884361453
12	45	1.6159963489500484	37.35581459105015	38.99597959389212
12	46	4.370060894896149	58.67493865059805	62.970480963093
12	47	11.720349120765109	69.86966345619294	81.75423202442471
12	48	9.773653137497988	33.24346576197422	42.61085407598876
12	49	9.263622203780136	36.39065135549754	45.1991333909682
12	50	16.831940310012968	42.606179631548	59.713836807757616
12	51	2.4783493971342523	52.7563632777601	55.05061611777637
12	52	9.431882520801125	60.31819842621917	69.47873969157808
12	53	18.010609631743854	29.993393963115523	48.105221887206426
12	54	11.666528150788883	44.8063647543604	56.5101750701142
12	55	4.321753206409859	46.537133727251785	50.690371838078136
12	56	11.351967353431448	52.75845951354131	64.24980745150242
12	57	2.6937155691951844	37.8634218974621	40.58412843075348
12	58	-0.5338992604502195	21.220139758457663	20.561974754207768
12	59	0.4222099468763716	27.74900109495502	28.222706572327297
12	60	6.235799784565451	25.881139683770016	32.16212632445968
12	61	4.427591648218154	16.671213501045713	21.0301802069298
12	62	1.170762772349967	29.858845142065547	31.18157224429888
12	63	11.275726346737152	38.705569068028126	49.992867244494846
12	64	5.521484049678435	29.47468513940112	34.5947261157562
12	65	2.136716101127824	57.065451562957605	59.09555563001777
12	66	11.837688400852985	65.8348914948001	77.63094310439192
12	67	2.3712967208095392	59.41933297208743	61.79126645383076
12	68	11.662352450910625	66.37320669562905	78.15346389487968
12	69	2.2625561208970097	48.99965734241414	51.17407652171096
12	70	2.664427134415824	49.19431901149801	51.772506876674015
12	71	0.6879746813915375	32.73280980458367	33.51197304506786
12	72	1.990587549008211	37.61954134952976	39.67553127685096
12	73	8.63069347915247	53.46299998773611	62.19265525482479
12	74	2.107568863295299	41.93041685447679	43.73324652767042
12	75	11.409736292033898	65.53157378314063	77.2428535243962
12	76	3.0229826520930345	56.7504096897901	59.758099899219815
12	77	12.160348979837728	40.68657417289796	52.90486163721653
12	78	1.239286863773529	29.002520130190533	30.18895500729559
12	79	9.005833983278706	44.79267811024329	53.81909718117095
12	80	4.265373174595311	50.87472989704111	55.19173498923192
12	81	6.465024601935369	35.038826009695185	41.72034589204122
12	82	2.0920623817622186	41.26601387676783	43.248891526745865
12	83	1.1917765945086458	30.39262887611403	31.666958067478845
12	84	8.289544074244738	43.13101343027665	51.548096646612976
12	85	11.38071600452256	60.00053452875	71.26687957142713
12	86	2.4358946255702207	52.64535502338549	55.120472196053015
12	87	8.609028180632144	49.77468576352112	58.9374985274917
12	88	2.247625656240402	46.46537051256746	48.70745267852908
12	89	3.4877197432912155	43.27704888561857	46.54643188216141
12	90	1.9484580243694225	51.57460515116691	53.44716867990792
12	91	7.901523180496639	41.58339412516216	49.70724185538711
12	92	2.624577010617898	46.11327438527951	48.55605095170904
12	93	8.77159330583325	44.3606621279032	53.39371581975138
12	94	12.105051203652735	60.69818440597737	72.73546686617192
12	95	4.870794134400043	50.08871526320581	54.879137571464526
12	96	2.468160126087	48.175137923826696	50.42770588101121
12	97	2.1634107511802227	42.03133596503176	44.28583411962609
12	98	4.179611554345691	50.307330289128	54.396389915200416
12	99	8.366927002273698	88.95985698103323	97.44624281403958
12	100	2.635005635731538	57.0264209897141	59.6117162242881
12	101	10.733581556080845	67.03967131780519	77.75440655084094
12	102	9.024931162016792	102.1530993389897	111.02427704329602
12	103	6.342938850179074	22.85212044796208	29.317949426476844
12	104	1.754609675411757	51.94369254959747	53.76959465324762
12	105	1.5635020680212222	36.71266223266139	38.01107392186532
12	106	9.112843835354738	54.38862300410983	63.65272846526932
12	107	0.7685952461728576	30.27416964498116	31.064621196012013
12	108	2.6527653386746266	22.50368639154476	25.06643959638313
12	109	5.980869704730935	55.1486618402123	61.10402857288136
12	110	4.404872869684709	53.111143693793565	57.37408481203602
12	111	16.744753737845006	38.61763093806803	55.57459666323848
12	112	0.5834633232035458	29.88512073154561	30.53169763353071
12	113	3.735706599270898	63.595493617584	67.13638873241143
12	114	3.6394420823368847	48.88222201526514	52.54808414718718
12	115	12.424084469141649	58.77507138447254	71.05921155482065
12	116	2.1374752890508617	41.74212921818253	43.74808852293063
12	117	7.638563714985665	32.6610765690275	40.02752824223717
12	118	17.934346905287782	35.499663504830096	54.23682232378633
12	119	1.816854466301855	39.917121877428144	41.7018833354814
12	120	9.689497506120816	57.961586606514174	67.67522972181905
12	121	6.38325424911897	36.351558517839294	42.64754627397633
12	122	2.206641368296374	42.33288951782743	44.68348936090479
12	123	10.066453952545302	58.53545249081799	68.62769793189364
12	124	8.617948475475693	52.65222025336698	61.16459341457812
12	125	3.398804085805793	57.85311966337031	61.19698014252936
12	126	2.5167870946476114	42.26027996806079	44.564568911795504
12	127	7.84430485067292	86.00633913179627	93.79285432290636
12	128	16.65731106249479	66.05440128358896	82.94392771276762
12	129	1.2263622017889375	34.96207241623779	36.114114267082186
12	130	6.162657241954285	39.33444672927726	45.74297167742043
12	131	2.774733920591558	55.9035096677253	58.790847346157534
12	132	11.707661732717128	62.50769482192118	74.17666703602299
12	133	0.6606312733630091	34.54754582041642	35.20652718056226
12	134	2.950332672883114	54.862254686595406	57.77977908309549
12	135	4.896134254503842	15.472097435063915	20.15878489686293
12	136	3.893868058748652	31.388970448460896	35.46945372578921
12	137	7.487342873506577	49.86693858791841	57.25922999958857
12	138	13.257653472962964	30.45224822088494	44.22282021029969
12	139	4.360046610919852	42.78821776396944	47.05879204010125
