Folder	Index	∆-ML_BH_R	PM6_BH_R	CC_BH_R	DFT_BH_R
5	107	13.248744173848536	45.59987187466	56.39889930933714	53.78675426889095
5	108	22.452702808368485	40.20662841602001	61.568754135776544	58.710007361194585
5	109	25.81152962343185	25.54941786163001	50.68914730430697	48.27285618145834
5	110	21.58252008559066	28.69429505906	53.50989432787173	50.27939662095741
5	111	25.6610160159762	32.36819160858	57.00982636612025	53.5299250256212
5	112	13.08799503656337	18.619322232110004	30.84686634168611	30.772753221244784
5	113	25.472823160293046	23.137630532570007	48.67746659021941	45.88475239672698
5	114	23.140580544190016	33.44941804771	58.23028760118177	55.59545294113923
5	115	25.796926225651987	31.32574668498	58.42482243530685	54.764808547566645
5	116	23.26449199754279	29.94445181505001	51.94927098124754	48.69744424792589
5	117	22.98609814743395	29.75299099889	52.56828549565398	50.26661627014983
5	118	24.751163079112303	31.573469178870003	57.75491482068901	55.88363347799168
5	119	20.647039598261472	34.641678108159994	55.48825204145396	52.42284731758991
5	120	23.746687754057348	35.26755324025	59.934764841920696	56.85771666964865
5	121	28.08367332725902	39.43065911019	68.19533834213507	65.63178723020246
5	122	32.163567772484384	51.318799811820014	81.94856392257498	84.8886303488689
5	123	26.7187814200006	40.52216609854	65.5495682033943	63.11068431689637
5	124	22.544136732147308	31.46499531745	54.34924651734764	51.01548210022156
5	125	24.432668170542456	28.98503074363001	51.2243723445863	47.557490920851706
5	126	31.76698358016438	53.04165658992	83.40983399373363	88.41971766296774
5	127	24.733647610381013	24.62970304783	49.212721609685104	46.32587282237364
5	128	25.980434737255564	33.65356235887	58.69483098288765	55.22438922361471
5	129	19.48545144169475	35.670773076749995	54.34966853185324	51.96519683877705
5	130	26.126067541190423	28.34597861328	54.18522356002359	51.92056707903976
5	131	11.32658077045926	49.19310600816	57.35205473424867	55.12741352696321
5	132	23.109375474217813	34.969560290450005	57.64021221018629	54.27213086778647
5	133	23.473028304462787	33.55597785443	56.79588809065172	53.34774391559768
5	134	28.34428586054128	52.52223979659	81.76537274519796	84.73998670576839
5	135	33.13525162328733	52.31753279947	85.68261252372758	90.1362119387486
5	136	21.81412623290089	39.57061110011	61.650523475022055	58.67443822903442
5	137	23.91238318599062	39.256076566740006	63.44662858979427	60.603072030004114
5	138	28.087523064401463	25.643017442550004	50.94515096739633	45.38282960219658
5	139	24.64784077511285	36.12957890661001	60.27374392928323	57.27080426525208
5	140	14.244469564320752	40.04841680547999	56.003125837421976	52.4510000643204
5	141	27.45267930702539	23.11369101228	48.24902274130727	44.51673368690536
5	142	14.465780944126893	19.727677514	34.5517106190091	33.74255898411502
5	143	20.07851307350211	44.10736812057	63.77978941210313	62.44643584714504
5	144	8.319185756379738	23.99187314518	31.08804645825876	30.02456538163824
5	145	23.856286817783257	39.45017785595	62.33049486629898	59.38481080479687
5	146	25.59351947027608	39.48707068377	66.18141149645089	63.53538538166322
5	147	24.32785619286005	37.15384492274001	60.36572694111965	59.13473148696357
5	148	26.429233778413614	25.94636513333	50.42237420091988	48.15204243248445
5	149	27.19740654760972	28.93320828915	55.24736479832791	53.11630241712555
5	150	26.064268263726262	33.58728994445	60.559706007596105	57.40561367452028
5	151	24.944728772708917	37.85985437624	62.78584386728471	58.79626665767864
5	152	24.33175638256944	35.36484717735	58.17799470431055	55.17704750204575
5	153	28.28273819386959	24.19396503624	53.58172903140076	49.65992319470388
5	154	22.20847743784543	38.70029734629	60.63318034104304	57.72788052764372
5	155	13.91501210583374	12.114405028069996	26.761853903502924	23.829796527774302
5	156	21.24841857032152	32.77818443141001	55.63498624201748	52.06898241926683
5	157	25.610473951528547	27.2913759832	53.42014361114707	49.794732603855664
5	158	24.740433320315788	33.184512877230006	57.540328533999855	54.04555983131286
5	159	5.63231209089281	22.48437288782	28.82800446334295	28.50422712127329
5	160	20.92002672713716	36.75781778095001	57.58097106419154	55.23477815909428
5	161	24.99023009746452	28.16896545097	51.746630240784725	50.02925042639254
5	162	26.669177187723108	29.9306037446	54.40676962630823	52.586240712349536
5	163	25.57720652516582	29.63380073724	51.421480775170494	47.79556012200192
5	164	30.97450755527825	44.41382442067	75.39957272648462	78.52962176525034
5	165	22.3876493704156	34.614936688520004	55.61178697663127	52.16798516904237
5	166	21.703875594510464	33.814103120309994	54.46848981908988	52.033090434473706
5	167	26.36957340675872	32.72956744203002	57.39939876194694	53.52828308954486
5	168	27.057301486085635	43.30675824309	69.36317690953729	67.19173719850369
5	169	16.623777430329937	26.31390975753	42.93280499477987	39.65934252506122
5	170	18.79514098961954	33.04671016319	54.33142044165288	50.98767065478023
5	171	27.86976026935736	36.06352557074	62.20809452739195	59.4575471895223
5	172	25.842425966257	26.872947483149986	50.80782792009995	48.81387642590562
5	173	22.37310593362781	33.511138240469975	55.42083119417657	51.67183912987821
5	174	23.621298323065275	48.51772604204	71.35815230759908	73.32332841071184
5	175	22.670705691853072	31.063412804850003	54.20501211829833	50.0939662301098
5	176	23.212731263425667	31.32323535297	55.07871121226344	51.49666853348026
5	177	17.780862131068716	33.096293404280004	49.40876462665619	45.53749675236759
5	178	24.633852189406756	32.78208633569001	57.58080733180395	54.66851314736414
5	179	23.982652604638133	36.10890711585	59.64682413847186	56.20506091439165
5	180	23.4297067115549	38.980012226750006	61.86801082294551	59.2825703046401
5	181	22.0035050532897	35.79608370126	57.588804851984605	54.76313663233304
5	182	18.29360194390756	32.62618542733	51.79129920410924	48.59872053502477
5	183	22.281006685167085	25.072580714059995	47.191645884973696	44.12944893230451
5	184	23.61480429276708	30.192766974070004	52.82739776803646	49.11069557591691
6	0	8.354359654302243	21.55494712903	28.499624165619025	27.979547830531374
6	1	14.804345211101465	25.326213716620003	40.80290949513437	39.1132650252257
6	2	17.251633173757	22.51268014257	38.84148770655156	36.58851618360495
6	3	7.0560164732451085	17.806319426969992	25.851411877549253	25.16627023249748
6	4	9.290020745655056	25.72052051527001	32.98330421865103	32.40391063658171
6	5	26.526348922081525	30.55250548362	57.92605437178281	55.72451096193981
6	6	10.722926243790424	24.18563774525	33.45525014933082	31.412649380567014
6	7	21.25895215649507	34.57530422578	54.28069799215882	54.69463422882836
6	8	15.23885229389998	21.1743108319	38.6523929387331	36.7317289847997
6	9	26.954516434198013	26.12125899893001	55.519215911859646	54.76470016129315
6	10	19.757667282246985	23.66905052435	42.52218030326185	40.942444082786096
7	0	-12.518425736605424	60.456736782980016	47.92308689901256	52.60932467327802
7	1	12.564869567955611	41.14608336022	54.22490906281746	54.24538944812957
7	2	-2.0756655232980847	24.36401841893	24.187733981088968	26.0589991810848
7	3	6.606632967450423	49.317268199850005	57.15412764172652	57.5591992684931
7	4	8.360335842793575	51.40793019032001	58.28188405878609	58.68274015301722
7	5	5.348352771630744	55.81684680554	60.825478267885046	61.27012239905889
7	6	11.240617227886103	45.65936207838999	59.03805788804311	58.97216597851366
7	7	8.129131126421271	41.48440059976001	52.61480624921387	51.33385627344251
7	8	14.79492747344193	37.40048816651	54.33888756105444	53.032356128969695
7	9	13.490681283466984	30.666055049129994	43.61683279843419	43.01902047553449
7	10	11.31587419405696	49.59076355557999	61.20209274406079	60.42596431801212
7	11	-1.1981422796379777	19.102551861159995	16.206075148074888	18.1125981581572
7	12	8.077626519429032	39.90803357672999	48.33443800886744	48.98344091750914
7	13	16.06268176838057	37.97575615355	54.10266092582606	52.65324415732175
7	14	16.531480793375522	39.22589446082003	55.73470387974521	56.67988715149113
7	15	2.0771115222305525	21.89871135314999	26.46448821015656	28.71624442367465
7	16	8.075806334964	48.44522487853	58.83123390033143	57.49476480783778
7	17	13.081495109858224	53.47577111415	65.50551035400713	66.5229757107154
7	18	-12.282983977900583	60.63666023086999	47.8976207471278	57.38225528891781
7	19	6.819959609681973	41.4830077214	48.08712138677947	49.34603436652105
7	20	12.205407812492922	42.34747092489	53.99274806425092	52.958545106317615
7	21	10.924495064624352	44.56361649662	55.8527249537583	55.49247679833206
7	22	1.142572469834704	25.58737840912	27.33042500517331	29.047788676893106
7	23	9.103874103690032	40.93512224702	49.63178197838715	47.26534852138138
7	24	-0.9483908430847804	28.38660961299	27.392262808542	29.704749902215557
7	25	11.087104738428025	38.22650193143001	51.31169474855415	50.63978083568509
7	26	11.70472709729802	48.69261990764	60.67444782162784	59.94939928906388
7	27	6.750858214305481	54.55770782900001	61.91876094552572	63.17175188614056
7	28	-4.140189901198028	21.140270637410005	17.068052386603085	19.027557814348256
7	29	18.144638103287438	35.17579391914998	53.65973252564436	52.699751074338565
7	30	77.82439959829208	-6.28715543143	66.371048195404	67.1336098939646
7	31	3.301335934753297	49.98807749558999	53.73833560326602	53.79825704579707
7	32	0.2256798614107538	27.08068007035	27.133980728540337	30.448316337366123
7	33	8.137205906852614	46.02054881246001	54.15788947526016	53.67971018329263
7	34	11.400356073485456	45.35154979737	58.25871938472847	57.36405562661821
7	35	9.018001478922088	40.99089042149001	48.73880397208268	46.4148325502174
7	36	8.61782626301283	49.79762444076	59.271228954108665	58.26269047171809
7	37	-2.811849042889662	31.22662401851	28.363880789926043	31.441772991151083
7	38	2.7820962998084724	43.65324365341	45.042685939290095	47.70731758812326
7	39	17.67327779700281	34.73154643546	53.0996339986159	54.91629559962894
7	40	11.951968226087049	49.03151366968001	60.58844219506136	59.91147333296249
7	41	9.222538291156525	44.22728249448002	53.457451535156	54.04263340312173
7	42	-3.5056331214727834	19.30101396656	14.55864826781908	16.83323016014765
7	43	6.850144367024768	54.44057459963	61.381356650206726	62.39580102905165
7	44	7.768521701102145	43.13869501607	53.07292486418737	54.79351936804596
7	45	14.326370749389753	45.80334511363	59.16573225479806	59.582664102490526
7	46	8.378803167695878	40.97113184237	50.9638971730019	49.79257410368882
7	47	1.410381944209803	49.12643464017	53.46969917917159	55.1508480135235
7	48	-6.274548462824896	13.831498887260004	8.010849320184207	11.115203904162628
8	0	-16.261456453386927	46.73872980898	38.087530029763	47.65680499281734
8	1	-21.44323519428144	71.23571045904	38.90889241115656	48.98532729916042
8	2	-23.313156264892317	68.22465566430999	37.360721950564766	47.24427316486253
8	3	-22.701998038974125	44.46636406913999	13.383570883917857	14.523337417718722
9	0	-7.925560564850457	28.512231559650004	22.04262981787906	23.71915032956167
9	1	-5.621743006660836	27.41900653425	22.351685081404867	24.29121515763109
9	2	1.0983335713099225	24.12058755852999	27.162477082631085	28.982577063899956
10	0	16.661943151731975	6.854564263750007	19.55037378432462	19.00056272480288
10	1	16.02269995037932	19.55390671423001	34.15528452361468	37.23786731189466
10	2	48.489168205444	1.1126745884600098	42.57469227869296	46.04466820775997
10	3	17.018755078373943	20.739114751459997	40.91660203822539	40.56581115789595
10	4	-5.973013492679456	23.719240267110024	20.919732332462445	23.150344006717205
10	5	16.113236159580993	8.632370554369999	22.516909511643465	21.814908042550087
10	6	-1.1762432669347618	27.75278077648997	29.05167443852406	31.76839143611141
10	7	13.911929944937585	3.743026209450022	15.685777428356232	16.956467609707033
10	8	14.764668018906375	24.29538918053001	36.63004655842087	35.81984334654408
10	9	12.449929643014912	8.359866817339991	18.82394851607387	18.88204584145569
10	10	21.94397147919517	10.06536104383001	22.394919656711863	22.851168032793797
10	11	12.925731284340143	3.309921752640001	17.80711041582981	17.064254256314598
10	12	9.806936986744404	9.69199584847	19.18490464115166	20.940134310658323
10	13	19.432689724490047	5.608535408859979	18.251385572599247	18.328275225387188
10	14	18.07955551298801	22.715334719590004	42.56687924574362	45.68116385326721
10	15	17.230350669822656	22.708905340669983	35.33334598795045	38.59824133332586
11	0	-53.15891964925686	118.95723586768	67.55689732564497	72.45852390592336
11	1	-16.219660909147933	84.40294012180001	68.18864376287092	72.28073128516553
11	2	-54.24861572163354	121.69670474920002	69.13398846093332	74.66390464949654
11	3	-51.26644901552936	122.68601274702002	70.37478018540423	76.45489485666621
11	4	-8.881552570528584	81.93548378014003	70.39371318434132	73.66934337868588
11	5	-51.569244581012754	124.00202220905004	70.97954536965699	78.17048745125066
11	6	-6.067997192876646	80.34584982134001	71.59371940107667	75.0404476369149
11	7	-13.258386359899305	80.80011495998997	66.77868419425795	70.30955934803933
11	8	-30.62073334527668	117.21887985869	86.06026243424276	93.26865700498456
11	9	-14.85030882593128	84.32697982328999	68.81670276221121	72.90059213456698
11	10	-44.98566623174702	107.04266276247004	65.2151505620277	72.91128086167737
11	11	-12.457117435784312	82.26536764855	69.84991410144721	72.9363019381708
11	12	-13.80029307937366	82.84161572384	69.6699768169783	73.79061142745195
11	13	-15.945995118061546	84.43799038371	68.55011875819764	72.72217225731583
12	0	-4.201094573305454	55.28944863472	49.98366363934474	51.25297247275012
12	1	8.373511352401692	23.839530533689995	31.72085369686829	32.62425753608113
12	2	3.0687031629495323	31.75499305321999	31.7610603759822	30.42860157400719
12	3	-1.6962589340109844	27.00358056337999	27.27595746546285	41.05510119142127
12	4	3.140667912783101	69.97359201422	71.71739961998537	75.30047312093666
12	5	6.729411045118468	56.438107451540006	61.54585696817958	60.363231751776766
12	6	-1.9684031486976887	75.94416279827	72.62630578997778	76.85656730676419
12	7	-20.994714512256905	42.72865837753001	24.96704711738857	24.01631078092032
12	8	-1.927392545650946	55.6820650694	53.53890494004008	52.137429476541
12	9	2.5407604609499685	55.60523306887001	58.00798052511527	56.46362203132594
12	10	-0.4365077940747142	27.03324841123001	26.902908204414416	40.61428055749275
12	11	19.32555860723369	20.49787237046999	38.8421380239306	40.48632715383428
12	12	-0.5003540090692695	51.853457553960006	50.15600466329488	50.291088497207966
12	13	15.043500375526492	47.24526708966	62.76128170269658	61.39697349170456
12	14	-2.4752479202579707	42.6320170639	40.00664890339249	44.25180314944009
12	15	4.922879068879411	51.66587327509001	58.11057846923359	55.95044321138994
12	16	-6.176110443164362	52.70287813238001	46.15632216728409	47.71155618157354
12	17	-10.204191969562087	48.87802262537001	37.309459875919856	49.19118042301852
12	18	-8.03788894432364	64.12135132025	56.44094855443109	59.42421727074543
12	19	7.248360963683808	63.50776303568	69.3391405333823	73.91760549764149
12	20	8.665876989223761	51.79765478814	59.17672999802744	57.47332970122807
12	21	-4.972855415195227	43.49351002347	37.75342601662851	38.30064733710606
12	22	-4.33394941847655	48.96642427943	45.76754998465185	46.62229763096548
12	23	4.723475210048491	54.40889353521001	59.73898702528095	60.34708912172937
12	24	-8.945343770406907	72.47171935288	63.16986781058949	65.45088138795109
12	25	5.78790775325615	58.17495297158001	62.56434392277151	61.43304304537014
12	26	1.1699405600083992	56.73429012068999	55.315876426087925	54.79087889500079
12	27	-7.515600116224959	31.73801100646	25.32389148400398	24.699342353647808
12	28	4.075441269087605	43.48188041159999	46.33610955590848	45.27629746851744
12	29	-10.437261474638944	70.21974406082	59.44332322638365	62.35261026938679
12	30	7.631389718735591	44.36492378222	50.91126758701285	52.79023282157141
12	31	5.121959792537382	28.443521608100014	33.05720748487511	31.79272529779701
12	32	4.9967408400261775	67.80016906583	72.23686484119389	75.90632908575935
12	33	6.0372745873755775	52.49767763199999	57.52508066693554	55.36239487360581
12	34	-7.2269050727190915	66.09608155423999	57.673987204325385	59.15450159652392
12	35	11.004364515130874	43.95338818517999	53.29189964017132	50.88341001980007
12	36	7.468240958231036	46.81802010145	54.968521619885	52.53534530609613
12	37	9.705378683836898	52.88119192945	62.83536023172201	61.8625546139956
12	38	3.815670817857608	27.40680501206	32.07088356753229	30.610505953227403
12	39	-5.712227314215852	32.52522480712999	25.704407864424866	24.29168560000835
12	40	4.246705314057181	3.057086657219997	23.92987852767692	39.723511785356095
12	41	2.9584184282284696	61.71103527661	63.06192434989498	62.42211351596052
12	42	5.725618845230201	34.3306004037	40.19519482180476	38.99597959389212
12	43	6.422413273860002	55.322029074240014	62.20921528711915	62.970480963093
12	44	2.304743169603171	75.00993806619	76.133605785697	81.75423202442471
12	45	0.959404594032094	36.02314593483999	36.19470750039909	42.61085407598876
12	46	2.076669658534229	37.20978374786999	39.08931166838738	45.1991333909682
12	47	6.754484850243898	51.39770037508	56.67402737680823	55.05061611777637
12	48	6.626660098816501	62.73613148514	66.88155656302115	69.47873969157808
12	49	-16.945871108269785	45.24632752285	27.19460552852252	48.105221887206426
12	50	-4.777619618951576	57.8801378138	52.50072397687472	56.5101750701142
12	51	0.110721812932752	51.84707660292999	50.50508211876149	50.690371838078136
12	52	2.4687967198260594	59.11765719659	61.76310217665741	64.24980745150242
12	53	6.345755396876484	37.75513482934	42.62179186087451	40.58412843075348
12	54	11.124156990204938	9.31851073643	22.04315330029931	20.561974754207768
12	55	2.541700180881889	26.37238066948	29.769258157728476	28.222706572327297
12	56	11.29366275956272	19.24647263197	31.16498684498947	32.16212632445968
12	57	40.83555738819996	-26.14005593852	21.769388132030144	21.0301802069298
12	58	7.510522282187594	25.228852902910003	32.429362951923395	31.18157224429888
12	59	5.071142549917568	29.69933059068	33.40608200445422	34.5947261157562
12	60	10.37060972690233	50.69300769897	60.38964801270049	59.09555563001777
12	61	12.969772486540023	64.80747305359	75.82216602508561	77.63094310439192
12	62	5.535679775493918	59.17993776922	63.19156119922991	61.79126645383076
12	63	0.7830031212070026	73.03367889453	73.66697502424358	78.15346389487968
12	64	6.9492329798522405	47.69858442532	53.62384745912277	51.17407652171096
12	65	9.112663788866485	46.70072775187	53.83947609851021	51.772506876674015
12	66	3.8259906365710776	28.85318696615	34.69764460637816	33.51197304506786
12	67	3.8146056274708826	39.99802873898	41.66256680703373	39.67553127685096
12	68	-3.520998142426833	62.42591625834	59.06267078660312	62.19265525482479
