Folder	Index	∆-ML_BH_R	HF_BH_R	DFT_BH_R
3	33	-25.121698179327723	111.01972482170096	85.94344513924443
3	34	-36.986846206775226	143.89929188776296	106.91017789198668
3	35	-16.781148692372426	82.21773305346142	66.02468500784016
4	0	-13.079305668947654	116.0226348747674	102.85042405754211
4	1	6.470456638642872	75.02056914108107	80.95336847702856
4	2	1.0493370646127005	71.78057956771227	72.82743834759458
4	3	2.7709564746833166	75.72991089467541	78.55863468354801
5	0	-3.1904862815536035	64.62710914254421	61.52304281978286
5	1	-3.183970287804641	55.29747844010126	52.09140453234431
5	2	-2.1506712413961395	43.65012812582427	41.47023659499246
5	3	-6.143744913998944	54.09213362503215	47.88190935595776
5	4	-10.096554543104958	91.536001650471	81.27599508021376
5	5	-3.129354554955171	61.47252561224741	58.56320167178637
5	6	8.03714610041834	39.83755946630845	47.48419876844855
5	7	-1.112954969982411	48.14122687038616	47.16603906158707
5	8	-0.01434061873897	50.655178598623024	50.67662984778872
5	9	-1.1001673374198615	54.887400291947415	53.861100304406136
5	10	-3.4986623394015623	58.87046510342043	55.48316941905068
5	11	-6.443605109881446	58.43635980354156	51.93943550740369
5	12	-3.5652181500031475	55.96067302665324	52.30690172460163
5	13	-4.6201975162503	55.36878966115182	50.88608969640336
5	14	0.8237974890798796	29.514156175835524	30.15452969580656
5	15	6.919052551515051	39.29643083564588	46.296949841605965
5	16	-4.467752608871024	61.20533280051313	56.85375941923121
5	17	-5.336489605632778	62.15485382755287	57.06425239614328
5	18	-6.205296182469738	40.75349459864083	34.54490304130013
5	19	-1.672187911045512	52.755214844917646	51.111217120458605
5	20	-5.454553885219866	58.83159826253541	53.21960371866589
5	21	-6.573583444695487	54.950863888749154	48.40103788804845
5	22	-5.349026048981614	70.8596494444646	65.95325617617345
5	23	-3.0719157197636378	85.9255683295487	82.89026038630982
5	24	-2.121590822278904	55.77834663298563	53.89334174868418
5	25	0.267535486624638	49.02833587769419	49.491179671138525
5	26	-4.382896625267222	56.25550663316972	51.77621737550362
5	27	-4.058623775028764	53.14772058729432	49.15891130565433
5	28	4.846531272299671	52.17433152880403	56.9471330033266
5	29	-3.1432395143619942	63.29954155738233	60.24259326557512
5	30	-2.2759148170025583	55.395245125633664	53.03201482762233
5	31	-4.0923447823711285	61.436972622730536	57.631587433599634
5	32	-1.37109250731055	52.83349276392255	51.47979026081157
5	33	-3.420356260157177	58.57918979373062	55.22056803252781
5	34	-5.637198637291931	58.89378428546479	53.085098713316256
5	35	-7.413713333590749	89.08931395536638	81.49530654528644
5	36	-4.0644066108325205	58.85017842968227	55.03717622524709
5	37	-8.124047507301384	94.70225630223284	86.7334954305843
5	38	-3.9630489554726864	54.88757555479242	50.80999795075331
5	39	-0.1635702074827349	59.6548032098508	59.61446508357767
5	40	-4.8912605795742365	60.97792926561669	56.44307938159909
5	41	-0.7234207554345176	53.21517371980008	52.3928520049667
5	42	0.1174901303470505	58.932503536576405	59.10741585091455
5	43	0.6122043243690314	54.843692968192045	55.42189891386079
5	44	-1.8033119532792623	52.73313864538795	50.9085048912093
5	45	1.0976683295903058	29.486635297798784	30.31421489783679
5	46	4.001225977750892	55.19168425523094	59.1311362926208
5	47	-0.1525612663597257	47.16295120707946	47.08353177362005
5	48	-0.648946704480295	49.228988768561976	48.61466714736889
5	49	-1.6252790319585984	51.53738716465887	49.987812295235926
5	50	-0.7240858539535111	44.31808478821768	43.563615159509936
5	51	0.2967181821463782	51.38198206559173	51.8178146269056
5	52	0.2920975483602888	48.804183929634746	49.04197640001075
5	53	3.472803563830439	60.03612210962456	63.54086926372838
5	54	-3.913940898428336	53.16689341957681	49.28635045120609
5	55	-6.942621356481595	94.62921090147574	87.74702429168974
5	56	-1.1708133367405935	53.13752997558913	52.17479505282245
5	57	-4.808536835341329	57.632871925714426	52.67752959110658
5	58	-0.9384884714959298	73.393555769464	72.60388828901341
5	59	-5.64804351872408	65.26801998139126	59.57004517794121
5	60	0.3523182285930488	58.91456676853704	59.42829674395034
5	61	-2.2490891403940623	55.9380940994597	53.78500164052821
5	62	-4.775645743650784	60.927963213587645	56.46217841896578
5	63	-0.8594775939131978	52.99203645141097	52.15961867457372
5	64	-3.86593358275104	92.57913840108084	88.57575463067042
5	65	-4.251137899590731	64.18143188304384	60.01888639293611
5	66	-3.341331076006327	53.78132112088497	50.52721135842148
5	67	-5.550645837844286	54.89142903118045	49.54716231193743
5	68	0.0467078697374745	57.70165567216464	57.82793485443108
5	69	-4.133370429070965	60.47269953796058	56.44691902140039
5	70	-8.323863166597675	52.4872010651452	44.21629628172377
5	71	-2.673422488556753	64.11621335172094	61.47129416023381
5	72	-3.128595718952056	44.69018624629825	41.71569220238598
5	73	-6.565949305243521	54.81148380917148	48.16658232989721
5	74	-3.6789085345924377	56.77727563827648	53.156686665228335
5	75	-2.352018672727354	58.75485619949177	56.54617544109351
5	76	-6.502046384514415	52.70093640458072	46.30911677243421
5	77	-5.791879718179189	48.14294721352053	42.36984691614634
5	78	-4.213242552216798	66.51685073564295	62.39665658847662
5	79	1.320478547950643	54.74671035323991	56.19829715244123
5	80	-3.911132717593773	61.40122592163971	57.25268301006872
5	81	-6.54309022057123	54.63119599901256	48.20111372155952
5	82	-0.8180339028128856	56.04725056354073	55.38244171394035
5	83	-4.74527557424517	52.887056316336384	48.3132565721462
5	84	-4.810594592428515	60.96882251620991	56.01359779216
5	85	-1.8263697216625587	50.1810049849737	48.2150309747376
5	86	-2.9653327974137937	53.33344385153032	50.02105688871234
5	87	-3.945202912941113	58.36258337224717	54.827402748400345
5	88	-4.422817475848433	58.67443592296331	54.21505975243053
5	89	-5.638537668333811	92.59478752783616	86.82737635451485
5	90	-0.9373636342243116	51.97068302688422	51.120536030153744
5	91	2.2775672050747744	57.769948221422965	60.10998847841984
5	92	-6.157252482655849	58.471885119972285	52.48908514063805
5	93	4.011867335909528	59.28781665943097	63.31310136656976
5	94	-3.9537598179063034	55.55183094274253	51.4891091704776
5	95	-0.3683370473941068	67.86422532773577	67.53486494178651
5	96	2.139693586210342	52.55959384239395	54.75434120502905
5	97	-3.946817420347543	61.57793006789871	57.71591653273208
5	98	-5.905420890985852	52.41949195662164	46.423872423009016
5	99	-1.168775145080872	29.835691998450784	28.493725187407108
5	100	-3.12089091005555	56.261486324539874	53.21757205339964
5	101	-4.23496216566673	57.35372664948227	53.20096589930472
5	102	-2.6181218078818347	56.18135892142891	54.067184037267
5	103	-2.45533304179844	60.08285041124327	57.59259145168471
5	104	0.794202618305917	53.15507009610883	53.85249167043367
5	105	-10.151277899884915	96.41795497693238	86.30294150937698
5	106	-7.472262900198984	53.393854185182136	45.97668928676285
5	107	0.1660288845682771	55.56437376624672	55.82473363331519
5	108	-0.2509642818527027	54.357013428467326	54.29341607843526
5	109	0.930586125174159	54.17604532183032	55.18928130948916
5	110	-2.510954663417124	65.52393601307995	63.37925847651786
5	111	-1.386834186047281	54.9588983063004	53.78675426889095
5	112	-4.430651525093253	63.1344024525024	58.710007361194585
5	113	-2.820279686884078	50.864850607467815	48.27285618145834
5	114	-5.941752839153196	55.83698127733078	49.991608119395096
5	115	-1.3077749003250574	51.59211990470067	50.27939662095741
5	116	-2.4940821458899336	56.20326447029947	53.5299250256212
5	117	-5.539702492326796	36.626103144546505	30.772753221244784
5	118	-2.9421196936068554	48.61815626156749	45.88475239672698
5	119	-0.2329616960164457	56.22827171027893	55.59545294113923
5	120	1.0049220935306948	53.64467145185336	54.764808547566645
5	121	0.0626481796266489	48.72370600083377	48.69744424792589
5	122	-0.3895314933583904	51.08014716985053	50.26661627014983
5	123	-0.0017391727460562	55.720323102519615	55.88363347799168
5	124	-7.103676805139912	59.548038161156	52.42284731758991
5	125	-0.3307395199399252	57.1404409975803	56.85771666964865
5	126	-0.2198480643614857	65.76406224651146	65.63178723020246
5	127	-5.338163951473689	90.29475332016592	84.8886303488689
5	128	-1.1852518491582489	64.33048139797756	63.11068431689637
5	129	-1.122699996612937	52.25078994271462	51.01548210022156
5	130	-1.6721430268862605	49.04942507072701	47.557490920851706
5	131	-4.662360796339272	93.16401817125734	88.41971766296774
5	132	-1.8001037278409058	47.95578264302458	46.32587282237364
5	133	-2.6160016706785427	57.88030385231832	55.22438922361471
5	134	-3.988583489293888	56.00022477627499	51.96519683877705
5	135	-2.217347174575025	56.816456107393606	54.47256237405236
5	136	-6.324037140995188	58.383096042787656	51.92056707903976
5	137	-2.494192951389323	57.60836049512727	55.12741352696321
5	138	-3.831705340201552	58.34544681746047	54.27213086778647
5	139	-3.8029834565645615	57.16314906577463	53.34774391559768
5	140	-7.235516875227404	92.00240374077111	84.73998670576839
5	141	-4.94971664494642	94.74623113239068	90.1362119387486
5	142	-4.119005522790303	62.88516024532146	58.67443822903442
5	143	-3.1698195337330617	63.73593911074568	60.603072030004114
5	144	1.9842262765696432	43.220058483449975	45.38282960219658
5	145	1.085372399676544	56.18532309005968	57.27080426525208
5	146	-1.269602950726494	53.54060452841805	52.4510000643204
5	147	-0.6450339096595599	45.04605052463012	44.51673368690536
5	148	-5.621134556168272	39.70513455415494	33.74255898411502
5	149	3.701772372734922	58.93509558174992	62.44643584714504
5	150	0.6669433182942157	29.495995717094047	30.02456538163824
5	151	-3.8243662951440456	63.2307531987899	59.38481080479687
5	152	-5.245365918228799	68.71315701509593	63.53538538166322
5	153	-0.0829507697444569	59.01151248606038	59.13473148696357
5	154	-6.537010780281435	54.60313318984117	48.15204243248445
5	155	-4.0701771597578045	57.34871320988168	53.11630241712555
5	156	-1.1537780818225656	58.67234199325321	57.40561367452028
5	157	-3.8096131847050856	62.68708325695479	58.79626665767864
5	158	-1.082348912629186	56.320780510577606	55.17704750204575
5	159	1.1202127809979174	48.54414460909902	49.65992319470388
5	160	-3.4760841362644896	61.136011735128704	57.72788052764372
5	161	-2.5315555444681195	52.49559292662889	50.76891956961481
5	162	16.85627492470394	6.977437351131812	23.829796527774302
5	163	-4.316761917534677	56.3917273694824	52.06898241926683
5	164	1.5930402001281436	48.04836062606773	49.794732603855664
5	165	-2.163108642876068	56.38946740125539	54.04555983131286
5	166	-1.0546698250950612	29.846037118171807	28.50422712127329
5	167	-3.951917677413349	59.19754015415674	55.23477815909428
5	168	-5.586382894413873	55.75480145405163	50.02925042639254
5	169	-6.427404035392556	59.0776350046508	52.586240712349536
5	170	1.328837173068223	46.66558755247388	47.79556012200192
5	171	-0.0097472065062902	78.4812192422105	78.52962176525034
5	172	-3.1053427619731337	55.28593184746569	52.16798516904237
5	173	-1.0784816273667277	52.98012549651321	52.033090434473706
5	174	-3.269843705141284	56.402409178350354	53.52828308954486
5	175	-1.3298649695952918	68.45908124325797	67.19173719850369
5	176	3.4213256886164345	36.32195754654822	39.65934252506122
5	177	-4.725703140886708	55.67206125095254	50.98767065478023
5	178	-2.5744419472134723	62.11477859553997	59.4575471895223
5	179	-6.993637915615636	55.92640914142248	48.81387642590562
5	180	-2.35260262988686	54.0207532212371	51.67183912987821
5	181	-4.632077269497131	78.07737906748662	73.32332841071184
5	182	0.5981385952154596	49.27355626391363	50.0939662301098
5	183	-2.418647472807152	54.08332205511397	51.49666853348026
5	184	-4.329226794507576	49.77808724628994	45.53749675236759
5	185	2.033491286018034	52.72298031891114	54.66851314736414
5	186	2.2610411979480887	46.99015818949556	49.367612450616434
5	187	-4.705145194667239	60.799184229719685	56.20506091439165
5	188	-2.02258596377942	60.970768856146606	59.2825703046401
5	189	-5.058624845882605	60.07329166823183	54.76313663233304
5	190	-5.191748262700457	54.00945568631869	48.59872053502477
5	191	2.547078111481824	41.76006598616368	44.12944893230451
5	192	-0.4329893418034771	49.792135946510825	49.11069557591691
6	0	-5.434606019270177	33.48943562750355	27.979547830531374
6	1	-3.2046328248015925	42.48015642521205	39.1132650252257
6	2	-7.389560412587343	44.26227510414901	36.58851618360495
6	3	-3.076135603125749	28.448830227251165	25.16627023249748
6	4	-9.874159806660373	42.41041565142223	32.40391063658171
6	5	-6.605990826109974	62.5709347279917	55.72451096193981
6	6	-2.747519696136578	34.42694423170178	31.412649380567014
6	7	3.414840802778599	-2.3164351197192445	1.1245947676652577
6	8	-5.627222544328106	60.33137081228779	54.69463422882836
6	9	-8.824606994234273	45.82143177746912	36.7317289847997
6	10	-2.9232404731365023	57.68020211689873	54.76470016129315
6	11	-7.639406046760087	48.99892631190596	40.942444082786096
7	0	-18.55669511534188	71.23097144407802	52.60932467327802
7	1	-12.662892428875692	66.78444019489689	54.24538944812957
7	2	-13.30716107654962	39.37284312781412	26.0589991810848
7	3	-6.310735174920865	63.90706251919619	57.5591992684931
7	4	-12.323201686837365	70.9610343852255	58.68274015301722
7	5	-11.918292412450228	73.0871824886417	61.27012239905889
7	6	-13.645784435957694	72.6033901736082	58.97216597851366
7	7	-12.950588645951484	64.20385860826354	51.33385627344251
7	8	-11.803936302236709	64.65598830755334	53.032356128969695
7	9	-24.25763504134716	83.59988117672037	59.45504277580767
7	10	-9.95152181857202	52.8749747107795	43.01902047553449
7	11	-13.796730959777278	74.0220598441665	60.42596431801212
7	12	-13.42278978175591	31.70609472086653	18.1125981581572
7	13	-8.347304403220733	57.2906989037001	48.98344091750914
7	14	-12.72983292813251	72.91249155896367	60.3070185019169
7	15	-12.852159039819073	65.5600563007174	52.65324415732175
7	16	-11.28545817211193	67.82082010176964	56.67988715149113
7	17	-11.050323435008522	76.28834673075471	65.38247353417682
7	18	-12.921349009920505	70.37806866978644	57.49476480783778
7	19	-16.471663941442785	82.87930876485188	66.5229757107154
7	20	-17.605063323836475	74.98975055431947	57.38225528891781
7	21	-8.424265603533058	57.90682388731511	49.34603436652105
7	22	-13.829805559470516	66.43405288027134	52.958545106317615
7	23	-13.989838827174935	75.48092927559628	61.49348105210811
7	24	-12.214150129209202	72.84865437555709	60.17121055573807
7	25	-5.195512566433536	56.403449224919314	51.364042991481256
7	26	-6.752651641496868	62.30282178631751	55.49247679833206
7	27	-12.5473730931094	41.622708347509615	29.047788676893106
7	28	-9.781651003197112	56.999063844035845	47.26534852138138
7	29	-13.317706716963585	59.55028198668151	46.26673083822243
7	30	-12.063365870374128	41.84772969147889	29.704749902215557
7	31	-6.434072023695535	57.04792527898098	50.63978083568509
7	32	-13.837582876186843	73.7588104463066	59.94939928906388
7	33	-13.197353257762645	78.36340110414312	65.30693063797662
7	34	-5.401065303286487	68.67751408804907	63.17175188614056
7	35	-13.16700725227065	32.402884426526725	19.027557814348256
7	36	-10.610574139887376	63.190082995570265	52.699751074338565
7	37	-11.356129149193292	64.69580525750644	53.79825704579707
7	38	-13.927814409683378	44.46263973379973	30.448316337366123
7	39	-9.268517792575494	48.37376376165776	39.17796468624147
7	40	-13.589794470978632	67.2716708900698	53.67971018329263
7	41	-20.643766083112496	94.89155400596792	74.26378419800312
7	42	-13.818652778043996	70.84162965719588	57.36405562661821
7	43	-8.65190958730318	55.09246242695372	46.4148325502174
7	44	-10.426277787245	68.47396013594698	58.26269047171809
7	45	-12.25171627317104	43.52410953165963	31.441772991151083
7	46	-15.395427353289506	62.6907937557844	47.70731758812326
7	47	-9.620971411723986	64.28967513542739	54.91629559962894
7	48	-14.483444589474402	74.45363075111527	59.91147333296249
7	49	-11.370374897026068	65.25899855731404	54.04263340312173
7	50	-13.260915398335785	29.971363885328174	16.83323016014765
7	51	-7.094002407783592	69.4114295366453	62.39580102905165
7	52	-9.84989737098158	64.85477326560067	54.79351936804596
7	53	-11.167091917114703	70.57730562140932	59.582664102490526
7	54	-12.662265131637923	62.47229172821972	49.79257410368882
7	55	-5.872462894083128	61.14053628372494	55.1508480135235
7	56	-11.244475378437985	22.435117111512227	11.115203904162628
7	57	-5.780374928103356	57.854030568909366	52.34648114722222
8	0	-7.590718673659239	54.65228288597427	47.65680499281734
8	1	-7.216797581458195	55.69675025052857	48.98532729916042
8	2	-7.806774324568778	54.23714517633198	47.24427316486253
8	3	-5.201611510719431	19.685865796229336	14.523337417718722
9	0	-12.621832218173267	36.23555988472072	23.71915032956167
9	1	-12.26769179232724	36.541451192781096	24.29121515763109
9	2	-8.698012892486076	37.59468631152413	28.982577063899956
10	0	3.505168025829107	40.85153570887633	44.64649045295664
10	1	1.4104487395186425	17.854048571694875	19.00056272480288
10	2	0.7955579860313264	36.33750751145999	37.23786731189466
10	3	3.5277835022923227	42.22112255988759	46.04466820775997
10	4	-9.056053374914654	31.986803526117	23.150344006717205
10	5	-4.318469821583221	26.014512398920488	21.814908042550087
10	6	-10.324897875534134	41.99882932042237	31.76839143611141
10	7	-0.8329897693088242	17.719425955758197	16.956467609707033
10	8	-6.899976188294659	39.80356078146724	32.86277411869378
10	9	-0.8786095802934142	19.964900380116887	18.88204584145569
10	10	-3.7766998072847855	26.64637414063327	22.851168032793797
10	11	2.7167600850752933	14.482971618359445	17.064254256314598
10	12	-8.360459153526335	29.40311563626165	20.940134310658323
10	13	1.4790527775148803	17.06255928016617	18.328275225387188
10	14	1.9674542881080013	43.69312517391518	45.68116385326721
10	15	1.047765202372375	37.38252603152068	38.59824133332586
11	0	-21.52140067375035	93.67232652904931	72.28073128516553
11	1	-22.36055027778912	96.93989693884214	74.66390464949654
11	2	-22.07365847584788	98.47830341439112	76.45489485666621
11	3	-19.8117831894524	93.29218142907484	73.66934337868588
11	4	-19.04136822626924	94.05973811855074	75.0404476369149
11	5	-22.727167574400937	92.86112478020368	70.30955934803933
11	6	-20.809358124043683	114.25508607240045	93.26865700498456
11	7	-21.876466069660182	94.42254603392212	72.90059213456698
11	8	-18.378856566217564	91.11152658247738	72.9363019381708
11	9	-21.449157834122616	94.98167139099678	73.79061142745195
11	10	-20.93453160202307	93.74945601521176	72.72217225731583
12	0	-18.38670222349674	69.69876604457386	51.25297247275012
12	1	-12.200724734577308	44.88908881484531	32.62425753608113
12	2	-12.30359616259966	42.6546305824304	30.42860157400719
12	3	-26.230941065174875	67.27726777052158	41.05510119142127
12	4	-19.62440192885242	94.73189878309496	75.30047312093666
12	5	-20.71409237512285	81.06083688320359	60.363231751776766
12	6	8.306054120834688	25.383183363999706	34.06037508358713
12	7	-19.45773776816941	96.14113423944218	76.85656730676419
12	8	-26.00862548453506	49.95266978969448	24.01631078092032
12	9	-22.264017941904967	74.24470360926352	52.137429476541
12	10	-20.71624003519355	77.04858619670267	56.46362203132594
12	11	-27.08361839365034	67.83905435539782	40.61428055749275
12	12	13.321582369746466	27.129451567743672	40.48632715383428
12	13	-16.70781552144672	66.86831499429536	50.291088497207966
12	14	-11.668371642333112	73.10244880439132	61.39697349170456
12	15	-12.369426020150058	56.73660082288552	44.25180314944009
12	16	-25.647812927426457	81.36043948386214	55.95044321138994
12	17	-19.093410808659883	66.96173239406198	47.71155618157354
12	18	18.218683864335617	30.99947645960492	49.19118042301852
12	19	-14.454935961636693	73.82829985627905	59.42421727074543
12	20	-14.202785681095976	88.24694540016935	73.91760549764149
12	21	-13.757475984620214	71.33152158028679	57.47332970122807
12	22	-12.34357698706208	50.68723094352754	38.30064733710606
12	23	-19.08988992075137	65.90042134819669	46.62229763096548
12	24	-16.728352768040622	77.35099992100731	60.34708912172937
12	25	-24.29288663380362	85.665166952851	61.43304304537014
12	26	-20.961939650788736	75.78270421299385	54.79087889500079
12	27	-11.74907739956825	36.56762531428831	24.699342353647808
12	28	-11.59111974438838	57.04981166057405	45.27629746851744
12	29	-20.58050443890147	82.99451410301845	62.35261026938679
12	30	-21.463367797126462	76.53735141069046	55.09728907328099
12	31	-14.524660401692472	67.29628378865891	52.79023282157141
12	32	-11.53356736450769	43.21979328308953	31.79272529779701
12	33	-18.547803468624352	94.13507807889256	75.90632908575935
12	34	-21.79107560063403	72.2363713379309	50.95526086594327
12	35	-19.128015762551968	74.20947347240872	55.36239487360581
12	36	-25.40141001075472	84.84885260244482	59.15450159652392
12	37	-19.213655200469248	70.02971302045626	50.88341001980007
12	38	-21.515193262708863	74.04928093051421	52.53534530609613
12	39	-19.25424136303764	81.26875395761454	61.8625546139956
12	40	-12.369639654671571	42.950787884619785	30.610505953227403
12	41	-11.698546832381451	35.94334830256412	24.29168560000835
12	42	-25.477180178243543	65.08277638387517	39.723511785356095
12	43	-12.330131547450492	40.01466487222933	27.613130884361453
12	44	-22.05809425915413	84.54426654134295	62.42211351596052
12	45	-12.255060612325906	51.34514689006028	38.99597959389212
12	46	-17.331242258720522	80.14769673199044	62.970480963093
12	47	-20.284081718270954	101.78802914937842	81.75423202442471
12	48	4.166925683047111	38.59763252554694	42.61085407598876
12	49	6.663629000613128	38.76593789202161	45.1991333909682
12	50	-29.259211959163167	88.96702430877485	59.713836807757616
12	51	-21.84407371254656	76.90197883103974	55.05061611777637
12	52	-11.225007561227812	80.99566447373945	69.47873969157808
12	53	-40.29657295333118	88.96884381378186	48.105221887206426
12	54	-18.996473864513064	75.35551487701014	56.5101750701142
12	55	-17.512378712597638	68.02902543742675	50.690371838078136
12	56	-13.200491738019537	77.34620555990841	64.24980745150242
12	57	-12.026696855795764	52.81243816218921	40.58412843075348
12	58	1.0380112022844514	19.30790456346585	20.561974754207768
12	59	-10.345952388273872	38.66603807325009	28.222706572327297
12	60	-11.490835312993111	43.95643222396029	32.16212632445968
12	61	-8.811796466272881	29.744366222294047	21.0301802069298
12	62	-12.200311674435396	43.234898172551766	31.18157224429888
12	63	17.10280852321057	33.004531777085504	49.992867244494846
12	64	-13.455911041914987	48.339306164794834	34.5947261157562
12	65	-21.33333690049858	80.35634714303887	59.09555563001777
12	66	-27.388546181494803	104.99900119230732	77.63094310439192
12	67	-19.906530365603658	81.91277571191313	61.79126645383076
12	68	-19.363348222851076	97.20420021982864	78.15346389487968
12	69	-23.05717942519459	74.22885846492136	51.17407652171096
12	70	-22.165987568841047	74.20633718997124	51.772506876674015
12	71	-13.700150955592562	47.35763824317837	33.51197304506786
12	72	-20.808457167700908	60.39059350956813	39.67553127685096
12	73	-13.509102429001814	75.68434716842603	62.19265525482479
12	74	-15.126776383686774	58.70844152610516	43.73324652767042
12	75	-19.230534969615743	96.40207293513232	77.2428535243962
12	76	-19.51622549475769	79.4217880278884	59.758099899219815
12	77	16.84613567953511	35.94437912479043	52.90486163721653
12	78	-14.765017036302652	44.954722442344064	30.18895500729559
12	79	-24.43770520621456	79.59509299744968	55.19173498923192
12	80	-12.325803701422956	54.29029824479949	41.72034589204122
12	81	-20.694925187599893	63.93437815521611	43.248891526745865
12	82	-13.107377008330332	44.816719098511385	31.666958067478845
12	83	-14.133732044001135	65.36634012853028	51.548096646612976
12	84	-12.568143849042826	83.98903155815788	71.26687957142713
12	85	-21.699809095754063	76.83192212294671	55.120472196053015
12	86	-16.171103953260626	74.96111583479797	58.9374985274917
12	87	-20.66552216940204	69.09226668064366	48.70745267852908
12	88	-20.284302375805737	66.58926887990674	46.54643188216141
12	89	-20.3667336080166	73.75715236758697	53.44716867990792
12	90	-22.20487162295649	71.73021456209244	49.70724185538711
12	91	-20.48550998698056	68.98779849757557	48.55605095170904
12	92	-24.807359601194094	78.35553964335122	53.39371581975138
12	93	-17.681448859535976	90.34626675859909	72.73546686617192
12	94	-12.547794393517506	67.59585410403088	54.879137571464526
12	95	-21.606973132997155	71.73006236017682	50.42770588101121
12	96	-12.27074362631356	56.70248683349928	44.28583411962609
12	97	-20.19477047402688	74.56911973829847	54.396389915200416
12	98	-26.13977521068864	123.55292963027024	97.44624281403958
12	99	-21.754930897602662	81.36036568894633	59.6117162242881
12	100	-18.868423975150563	96.62839030163012	77.75440655084094
12	101	-15.639023352643562	45.09670609756722	29.317949426476844
12	102	-19.859002884151323	73.7852589925169	53.76959465324762
12	103	-16.344805253564573	54.474667834176216	38.01107392186532
12	104	-22.791310443577917	86.48138905965607	63.65272846526932
12	105	-12.69486018119096	43.833872764837	31.064621196012013
12	106	-11.04187012319244	36.08982652722625	25.06643959638313
12	107	-16.898391348242058	78.49247526752879	61.10402857288136
12	108	-13.258584122674163	70.59040190652013	57.37408481203602
12	109	-38.00580433878645	93.51387969733332	55.57459666323848
12	110	-12.947915026395547	43.79729356523603	30.53169763353071
12	111	-21.4622122549672	88.62298796599498	67.13638873241143
12	112	-18.912405572207263	71.43346690089675	52.54808414718718
12	113	-12.708280176073458	83.65807766400394	71.05921155482065
12	114	-12.377821788771143	56.15340219231439	43.74808852293063
12	115	9.35951577727883	30.616589418641524	40.02752824223717
12	116	-35.731893068447334	89.88619027312961	54.23682232378633
12	117	-15.27270835035756	57.01056892707129	41.7018833354814
12	118	-16.047870461938828	83.67083725993871	67.67522972181905
12	119	-13.862229413966588	56.5499551226676	42.64754627397633
12	120	-19.23732392549709	63.92320284308517	44.68348936090479
12	121	-16.770727111782435	85.28219228045782	68.62769793189364
12	122	-29.750982414843747	91.51005813799566	61.16459341457812
12	123	-24.344037680341216	85.65372182818828	61.19698014252936
12	124	-17.013232132258963	61.70940948315547	44.564568911795504
12	125	-16.882675559433665	110.56829847980408	93.79285432290636
12	126	-29.354001600057018	112.2092821446422	82.94392771276762
12	127	-12.7875778089101	49.008937048580265	36.114114267082186
